,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2023-08-14,Mon,PL2,Matchweek 1,Home,W 4–0,Liverpool,Everton,Y,CB,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/cbfd6b01/Liverpool-U21-Everton-U21-August-14-2023-Premier-League-2,1.0,0.5,0.5
1,1,1,1,1,1,1,2023-08-27,Sun,Premier League,Matchweek 3,Away,W 2–1,Liverpool,Newcastle Utd,N,CB,14,0,0,0,0,0.0,0.0,0,0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,60.0,0.0,6.0,0.0,1.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2023-09-03,Sun,Premier League,Matchweek 4,Home,W 3–0,Liverpool,Aston Villa,N,CB,20,0,0,0,0,0.0,0.0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,1.0,22.0,1.0,1.0,1.0,/en/matches/bdbc722e/Liverpool-Aston-Villa-September-3-2023-Premier-League,1.0,0.5,0.9444444444444444
3,3,3,3,3,3,3,2023-09-16,Sat,Premier League,Matchweek 5,Away,W 3–1,Liverpool,Wolves,Y,CB,82,0,0,0,0,0.0,0.0,0,0,90.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,81.0,96.3,4.0,65.0,1.0,0.0,0.0,/en/matches/38daebd2/Wolverhampton-Wanderers-Liverpool-September-16-2023-Premier-League,1.0,1.0,0.5416666666666667
4,4,4,4,4,4,4,2023-09-27,Wed,EFL Cup,Third round,Home,W 3–1,Liverpool,Leicester City,Y,CB,90,0,1,0,0,1.0,1.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/aa62bf21/Liverpool-Leicester-City-September-27-2023-EFL-Cup,1.0,1.0,0.5
5,5,5,5,5,5,5,2023-10-05,Thu,Europa Lg,Group stage,Home,W 2–0,eng Liverpool,be Union SG,Y,CB,90,0,0,0,0,0.0,0.0,0,0,120.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,100.0,112.0,89.3,4.0,87.0,0.0,1.0,1.0,/en/matches/bcfbaac5/Liverpool-Union-SG-October-5-2023-Europa-League,1.0,1.0,0.5
6,6,6,6,6,6,6,2023-10-26,Thu,Europa Lg,Group stage,Home,W 5–1,eng Liverpool,fr Toulouse,N,CB,24,0,0,0,0,1.0,0.0,0,0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,93.1,1.0,25.0,0.0,0.0,0.0,/en/matches/85a8a3a3/Liverpool-Toulouse-October-26-2023-Europa-League,1.0,1.0,0.5
7,7,7,7,7,7,7,2023-11-01,Wed,EFL Cup,Fourth round,Away,W 2–1,Liverpool,Bournemouth,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/fcc1e67b/Bournemouth-Liverpool-November-1-2023-EFL-Cup,1.0,1.0,0.5
8,8,8,8,8,8,8,2023-11-09,Thu,Europa Lg,Group stage,Away,L 2–3,eng Liverpool,fr Toulouse,Y,CB,90,0,0,0,0,0.0,0.0,0,0,108.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,91.0,98.0,92.9,6.0,79.0,4.0,0.0,0.0,/en/matches/e4192b01/Toulouse-Liverpool-November-9-2023-Europa-League,0.0,1.0,0.5
9,9,9,9,9,9,9,2023-11-12,Sun,Premier League,Matchweek 12,Home,W 3–0,Liverpool,Brentford,N,RB,1,0,0,0,0,0.0,0.0,0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,1.0,5.0,0.0,1.0,1.0,/en/matches/996ee990/Liverpool-Brentford-November-12-2023-Premier-League,1.0,0.6666666666666666,0.9666666666666668
