,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2022-08-05,Fri,Premier League,Matchweek 1,Home,L 0–2,Crystal Palace,Arsenal,N,RW,5,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,1.0,4.0,1.0,3.0,1.0,/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League,0.0,0.5,0.488095238095238
1,1,1,1,1,1,2022-08-08,Mon,PL2 — Div. 1,Matchweek 1,Home,W 3–2,Crystal Palace,Brighton,Y,AM,79,1,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/07278d07/Crystal-Palace-U21-Brighton-and-Hove-Albion-U21-August-8-2022-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2,2022-08-23,Tue,EFL Cup,Second round,Away,W 2–0,Crystal Palace,Oxford United,N,,15,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/8293dad0/Oxford-United-Crystal-Palace-August-23-2022-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,2022-09-17,Sat,PL2 — Div. 1,Matchweek 7,Home,D 3–3,Crystal Palace,Chelsea,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4bb77f57/Crystal-Palace-U21-Chelsea-U21-September-17-2022-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,2022-10-22,Sat,Premier League,Matchweek 13,Away,L 0–3,Crystal Palace,Everton,N,RM,16,0,0,0,0,0.0,0.0,0,0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,0.0,4.0,0.0,0.0,0.0,/en/matches/24d23a55/Everton-Crystal-Palace-October-22-2022-Premier-League,0.0,0.8333333333333334,0.1041666666666666
5,5,5,5,5,5,2022-10-31,Mon,PL2 — Div. 1,Matchweek 12,Away,D 1–1,Crystal Palace,Arsenal,Y,AM,70,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/dd5fb105/Arsenal-U21-Crystal-Palace-U21-October-31-2022-Premier-League-2----Division-1,0.5,0.5,0.5
6,6,6,6,6,6,2022-11-09,Wed,EFL Cup,Third round,Away,D 0 (2)–0 (3),Crystal Palace,Newcastle Utd,N,,43,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7a475622/Newcastle-United-Crystal-Palace-November-9-2022-EFL-Cup,0.5,0.3333333333333333,0.5
7,7,7,7,7,7,2022-11-12,Sat,Premier League,Matchweek 16,Away,L 0–1,Crystal Palace,Nott'ham Forest,N,"RM,RW",13,0,0,0,0,0.0,0.0,0,0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,50.0,1.0,6.0,1.0,2.0,1.0,/en/matches/ee827a60/Nottingham-Forest-Crystal-Palace-November-12-2022-Premier-League,0.0,0.3333333333333333,0.5111111111111112
8,8,8,8,8,8,2023-02-11,Sat,Championship,Matchweek 31,Away,D 0–0,Hull City,Stoke City,N,RW,28,0,0,0,0,0.0,0.0,0,0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,1.0,8.0,0.0,3.0,1.0,/en/matches/552e576a/Stoke-City-Hull-City-February-11-2023-Championship,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,2023-02-14,Tue,Championship,Matchweek 32,Away,L 1–3,Hull City,Norwich City,N,"RW,CM",23,0,0,0,0,0.0,0.0,1,0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,25.0,0.0,14.0,1.0,5.0,1.0,/en/matches/1fa52f77/Norwich-City-Hull-City-February-14-2023-Championship,0.0,0.3333333333333333,0.5
10,10,10,10,10,10,2023-02-18,Sat,Championship,Matchweek 33,Home,D 0–0,Hull City,Preston,N,"RW,RM",26,0,0,0,0,1.0,0.0,0,0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.0,14.0,57.1,3.0,10.0,3.0,4.0,2.0,/en/matches/d6608133/Hull-City-Preston-North-End-February-18-2023-Championship,0.5,0.1666666666666666,0.5
11,11,11,11,11,11,2023-02-25,Sat,Championship,Matchweek 34,Away,L 0–1,Hull City,Bristol City,Y,LW,54,0,0,0,0,0.0,0.0,0,0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,19.0,63.2,0.0,20.0,1.0,6.0,3.0,/en/matches/2b5d7399/Bristol-City-Hull-City-February-25-2023-Championship,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,2023-03-11,Sat,Championship,Matchweek 36,Away,D 1–1,Hull City,Coventry City,N,"RW,DM",45,0,0,0,0,1.0,0.0,0,0,23.0,0.0,1.0,1.0,0.3,0.3,0.1,4.0,0.0,15.0,17.0,88.2,2.0,14.0,0.0,4.0,2.0,/en/matches/2c5e1613/Coventry-City-Hull-City-March-11-2023-Championship,0.5,0.1666666666666666,0.5
13,13,13,13,13,13,2023-03-15,Wed,Championship,Matchweek 37,Home,L 1–3,Hull City,Burnley,Y,RM,90,0,0,0,0,5.0,2.0,0,0,36.0,1.0,2.0,0.0,0.2,0.2,0.1,8.0,0.0,15.0,22.0,68.2,3.0,25.0,2.0,11.0,7.0,/en/matches/27dd5fb9/Hull-City-Burnley-March-15-2023-Championship,0.0,0.3333333333333333,0.5
