,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-08-10,Sat,Premier League,Matchweek 1,Away,D 1–1,Sheffield Utd,Bournemouth,Y,"CM,LM",90,0,0,0,0,0,0,1,0,50.0,1.0,0,2.0,0.0,0.0,0.0,2.0,0.0,36.0,43.0,83.7,4.0,27.0,0.0,2.0,0.0,/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,0.5,0.5
1,1,2019-08-18,Sun,Premier League,Matchweek 2,Home,W 1–0,Sheffield Utd,Crystal Palace,Y,CM,28,0,0,0,0,1,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.1,2.0,0.0,11.0,16.0,68.8,3.0,9.0,0.0,1.0,1.0,/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League,1.0,0.5
2,2,2019-09-14,Sat,Premier League,Matchweek 5,Home,L 0–1,Sheffield Utd,Southampton,Y,"CM,LM",90,0,0,0,0,5,1,1,0,61.0,1.0,0,1.0,0.2,0.2,0.2,6.0,0.0,35.0,50.0,70.0,6.0,29.0,4.0,4.0,3.0,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,0.0,0.5
3,3,2019-09-21,Sat,Premier League,Matchweek 6,Away,W 2–0,Sheffield Utd,Everton,Y,CM,90,0,0,0,0,0,0,0,0,43.0,4.0,1,3.0,0.0,0.0,0.1,1.0,0.0,18.0,27.0,66.7,2.0,13.0,1.0,1.0,0.0,/en/matches/707ee0eb/Everton-Sheffield-United-September-21-2019-Premier-League,1.0,0.5
4,4,2019-09-25,Wed,EFL Cup,Third round,Home,L 0–1,Sheffield Utd,Sunderland,N,,21,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/7b910235/Sheffield-United-Sunderland-September-25-2019-EFL-Cup,0.0,0.6666666666666666
5,5,2019-09-28,Sat,Premier League,Matchweek 7,Home,L 0–1,Sheffield Utd,Liverpool,Y,"CM,LM",90,0,0,0,0,1,0,0,0,45.0,1.0,1,0.0,0.1,0.1,0.5,5.0,0.0,21.0,35.0,60.0,3.0,20.0,2.0,3.0,2.0,/en/matches/1224c8ae/Sheffield-United-Liverpool-September-28-2019-Premier-League,0.0,0.3333333333333333
6,6,2019-10-05,Sat,Premier League,Matchweek 8,Away,D 0–0,Sheffield Utd,Watford,Y,CM,90,0,0,0,0,2,1,0,0,47.0,1.0,1,0.0,0.1,0.1,0.0,1.0,0.0,28.0,40.0,70.0,7.0,21.0,2.0,3.0,3.0,/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League,0.5,0.3333333333333333
7,7,2019-10-10,Thu,UEFA Euro Qualifying,Group stage,Away,L 0–4,sct Scotland,ru Russia,Y,DM,81,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/7887697b/Russia-Scotland-October-10-2019-UEFA-Euro-Qualifying,0.0,0.16666666666666666
8,8,2019-10-21,Mon,Premier League,Matchweek 9,Home,W 1–0,Sheffield Utd,Arsenal,Y,CM,90,0,0,0,0,2,1,1,0,47.0,0.0,0,0.0,0.0,0.0,0.2,4.0,0.0,31.0,40.0,77.5,6.0,15.0,1.0,1.0,1.0,/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League,1.0,0.16666666666666666
9,9,2019-10-26,Sat,Premier League,Matchweek 10,Away,D 1–1,Sheffield Utd,West Ham,Y,CM,90,0,0,0,0,0,0,0,0,50.0,0.0,2,0.0,0.0,0.0,0.2,5.0,0.0,36.0,45.0,80.0,8.0,27.0,4.0,2.0,1.0,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,0.5,0.5
