,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
15,15,15,15,15,15,15,15,15,15,2021-02-05,Fri,Championship,Matchweek 28,Home,W 2–0,Swansea City,Norwich City,Y,AM,90,1,0,0,0,3.0,1.0,0,0,50.0,1.0,3.0,0.0,0.2,0.2,0.0,4.0,0.0,32.0,43.0,74.4,3.0,32.0,0.0,0.0,0.0,/en/matches/b6cd20be/Swansea-City-Norwich-City-February-5-2021-Championship,1.0,0.8333333333333334,0.5
16,16,16,16,16,16,16,16,16,16,2021-02-10,Wed,FA Cup,Fifth round proper,Home,L 1–3,Swansea City,Manchester City,N,,14,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/32a3b559/Swansea-City-Manchester-City-February-10-2021-FA-Cup,0.0,0.8333333333333334,0.5
17,17,17,17,17,17,17,17,17,17,2021-02-17,Wed,Championship,Matchweek 30,Home,W 1–0,Swansea City,Nott'ham Forest,Y,CM,87,0,0,0,0,1.0,0.0,0,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,39.0,69.2,4.0,19.0,0.0,0.0,0.0,/en/matches/6fea6fea/Swansea-City-Nottingham-Forest-February-17-2021-Championship,1.0,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,2021-02-20,Sat,Championship,Matchweek 31,Away,L 1–4,Swansea City,Huddersfield,Y,CM,90,1,0,0,0,2.0,1.0,0,0,50.0,0.0,0.0,0.0,0.1,0.1,0.0,3.0,0.0,37.0,45.0,82.2,3.0,29.0,0.0,1.0,0.0,/en/matches/3457a159/Huddersfield-Town-Swansea-City-February-20-2021-Championship,0.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,2021-02-24,Wed,Championship,Matchweek 32,Home,W 1–0,Swansea City,Coventry City,Y,CM,65,0,1,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.8,1.0,1.0,29.0,35.0,82.9,3.0,20.0,0.0,1.0,1.0,/en/matches/6c1a7238/Swansea-City-Coventry-City-February-24-2021-Championship,1.0,0.3333333333333333,0.5
20,20,20,20,20,20,20,20,20,20,2021-02-27,Sat,Championship,Matchweek 33,Home,L 1–3,Swansea City,Bristol City,Y,CM,80,0,0,0,0,4.0,3.0,0,0,55.0,0.0,0.0,0.0,0.7,0.7,0.1,4.0,0.0,40.0,50.0,80.0,8.0,35.0,0.0,1.0,1.0,/en/matches/2433b20b/Swansea-City-Bristol-City-February-27-2021-Championship,0.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,21,21,21,2021-03-03,Wed,Championship,Matchweek 34,Away,W 2–1,Swansea City,Stoke City,N,FW,21,0,0,0,0,1.0,1.0,0,0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,19.0,68.4,1.0,8.0,1.0,0.0,0.0,/en/matches/e9d549f0/Stoke-City-Swansea-City-March-3-2021-Championship,1.0,0.3333333333333333,0.5
22,22,22,22,22,22,22,22,22,22,2021-03-06,Sat,Championship,Matchweek 35,Home,W 2–1,Swansea City,Middlesbrough,Y,AM,90,0,0,0,0,0.0,0.0,0,0,46.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,55.0,2.0,23.0,1.0,1.0,0.0,/en/matches/86beeedd/Swansea-City-Middlesbrough-March-6-2021-Championship,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,2021-03-09,Tue,Championship,Matchweek 25,Away,D 1–1,Swansea City,Blackburn,Y,AM,64,0,0,0,0,1.0,0.0,0,0,36.0,2.0,0.0,2.0,0.1,0.1,0.0,1.0,0.0,20.0,29.0,69.0,2.0,11.0,0.0,0.0,0.0,/en/matches/2c1a6ff8/Blackburn-Rovers-Swansea-City-March-9-2021-Championship,0.5,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,2021-03-13,Sat,Championship,Matchweek 36,Away,W 1–0,Swansea City,Luton Town,Y,AM,64,1,0,0,0,2.0,2.0,0,0,36.0,2.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,18.0,28.0,64.3,2.0,13.0,0.0,0.0,0.0,/en/matches/e2cb61d3/Luton-Town-Swansea-City-March-13-2021-Championship,1.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,2021-03-16,Tue,Championship,Matchweek 37,Away,L 0–3,Swansea City,Bournemouth,Y,AM,79,0,0,0,0,1.0,0.0,0,0,47.0,1.0,1.0,1.0,0.0,0.0,0.1,3.0,0.0,36.0,43.0,83.7,5.0,24.0,1.0,0.0,0.0,/en/matches/f9a289f7/Bournemouth-Swansea-City-March-16-2021-Championship,0.0,0.8333333333333334,0.5
26,26,26,26,26,26,26,26,26,26,2021-03-20,Sat,Championship,Matchweek 38,Home,L 0–1,Swansea City,Cardiff City,Y,AM,17,0,0,0,0,1.0,0.0,0,0,7.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,2.0,5.0,40.0,0.0,6.0,0.0,1.0,0.0,/en/matches/0556a024/Swansea-City-Cardiff-City-March-20-2021-Championship,0.0,0.5,0.5
27,27,27,27,27,27,27,27,27,27,2021-04-05,Mon,Championship,Matchweek 40,Home,L 0–1,Swansea City,Preston,Y,LM,80,0,0,0,0,1.0,0.0,0,0,36.0,0.0,2.0,0.0,0.0,0.0,0.2,6.0,0.0,26.0,33.0,78.8,2.0,26.0,1.0,0.0,0.0,/en/matches/3610c645/Swansea-City-Preston-North-End-April-5-2021-Championship,0.0,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,2021-04-10,Sat,Championship,Matchweek 41,Away,W 3–0,Swansea City,Millwall,Y,LM,90,0,1,0,0,0.0,0.0,0,0,64.0,2.0,1.0,0.0,0.0,0.0,0.5,5.0,1.0,45.0,56.0,80.4,2.0,29.0,1.0,0.0,0.0,/en/matches/3425e3b0/Millwall-Swansea-City-April-10-2021-Championship,1.0,0.0,0.5
29,29,29,29,29,29,29,29,29,29,2021-04-13,Tue,Championship,Matchweek 29,Away,W 2–0,Swansea City,Sheffield Weds,Y,LM,79,0,0,0,0,0.0,0.0,0,0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0,49.0,75.5,2.0,30.0,0.0,0.0,0.0,/en/matches/77bc93e5/Sheffield-Wednesday-Swansea-City-April-13-2021-Championship,1.0,0.3333333333333333,0.5
30,30,30,30,30,30,30,30,30,30,2021-04-17,Sat,Championship,Matchweek 42,Home,D 2–2,Swansea City,Wycombe,Y,AM,53,0,0,0,0,1.0,0.0,0,0,31.0,1.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,18.0,26.0,69.2,0.0,17.0,1.0,1.0,0.0,/en/matches/3ba1aa3b/Swansea-City-Wycombe-Wanderers-April-17-2021-Championship,0.5,0.6666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,2021-04-25,Sun,Championship,Matchweek 44,Away,D 2–2,Swansea City,Reading,Y,LM,86,0,0,0,0,0.0,0.0,0,0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,45.0,55.0,81.8,7.0,23.0,0.0,0.0,0.0,/en/matches/1cfcb326/Reading-Swansea-City-April-25-2021-Championship,0.5,0.8333333333333334,0.5
32,32,32,32,32,32,32,32,32,32,2021-05-08,Sat,Championship,Matchweek 46,Away,L 0–2,Swansea City,Watford,Y,LM,76,0,0,0,0,0.0,0.0,0,0,56.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,44.0,51.0,86.3,4.0,28.0,0.0,1.0,0.0,/en/matches/563c24d3/Watford-Swansea-City-May-8-2021-Championship,0.0,0.6666666666666666,0.5
33,33,33,33,33,33,33,33,33,33,2021-05-17,Mon,Championship,Semi-finals,Away,W 1–0,Swansea City,Barnsley,Y,LM,90,0,0,0,0,0.0,0.0,0,0,37.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,12.0,33.0,36.4,1.0,10.0,0.0,0.0,0.0,/en/matches/1f4ecb64/Barnsley-Swansea-City-May-17-2021-Championship,1.0,0.3333333333333333,0.5
34,34,34,34,34,34,34,34,34,34,2021-05-22,Sat,Championship,Semi-finals,Home,D 1–1,Swansea City,Barnsley,Y,LM,73,0,0,0,0,0.0,0.0,0,0,36.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,26.0,42.3,0.0,11.0,0.0,1.0,1.0,/en/matches/01f35afb/Swansea-City-Barnsley-May-22-2021-Championship,0.5,0.5,0.5
35,35,35,35,35,35,35,35,35,35,2021-05-29,Sat,Championship,Final,Away,L 0–2,Swansea City,Brentford,Y,"LM,CM",62,0,0,0,0,0.0,0.0,0,0,34.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,32.0,62.5,0.0,17.0,0.0,0.0,0.0,/en/matches/8f93802d/Brentford-Swansea-City-May-29-2021-Championship,0.0,0.5,0.5
36,36,36,36,36,36,36,36,36,36,2021-06-03,Thu,Friendlies (M),Friendlies (M),Away,W 4–1,ie Rep. of Ireland,ad Andorra,Y,CM,86,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/46db979e/Andorra-Republic-of-Ireland-June-3-2021-Friendlies-M,1.0,0.5,0.5
37,37,37,37,37,37,37,37,37,37,2021-06-08,Tue,Friendlies (M),Friendlies (M),Away,D 0–0,ie Rep. of Ireland,hu Hungary,Y,DM,55,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7493947f/Hungary-Republic-of-Ireland-June-8-2021-Friendlies-M,0.5,0.5,0.5
