,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-15,Sun,Premier League,Matchweek 1,Home,L 2–4,Newcastle Utd,West Ham,Y,CB,83,0,0,0,0,1,0,0,0,41.0,1.0,2,0.0,0.1,0.1,0.0,0.0,0.0,23.0,31.0,74.2,2.0,26.0,0.0,0.0,0.0,/en/matches/41091264/Newcastle-United-West-Ham-United-August-15-2021-Premier-League,0.0,0.5,0.5238095238095238
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-25,Wed,EFL Cup,Second round,Home,D 0 (3)–0 (4),Newcastle Utd,Burnley,Y,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-02,Thu,WCQ,First round,Home,W 2–1,se Sweden,es Spain,Y,RB,90,0,0,0,0,0,0,1,0,,,1,,,,,,,,,,,,,,,/en/matches/a2c7d162/Sweden-Spain-September-2-2021-WCQ----UEFA-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-08,Wed,WCQ,First round,Away,L 1–2,se Sweden,gr Greece,N,,15,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/819507be/Greece-Sweden-September-8-2021-WCQ----UEFA-M,0.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-17,Fri,Premier League,Matchweek 5,Home,D 1–1,Newcastle Utd,Leeds United,N,RB,10,0,0,0,0,0,0,0,0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,/en/matches/aad7d38a/Newcastle-United-Leeds-United-September-17-2021-Premier-League,0.5,0.5,0.4642857142857142
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-10-09,Sat,WCQ,First round,Home,W 3–0,se Sweden,xk Kosovo,Y,RB,90,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5e0a4e2d/Sweden-Kosovo-October-9-2021-WCQ----UEFA-M,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-10-12,Tue,WCQ,First round,Home,W 2–0,se Sweden,gr Greece,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ad6f6e0e/Sweden-Greece-October-12-2021-WCQ----UEFA-M,1.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 1–1,Newcastle Utd,Crystal Palace,Y,CB,90,0,1,0,0,1,0,0,0,49.0,4.0,1,2.0,0.1,0.1,0.1,1.0,0.0,17.0,27.0,63.0,1.0,7.0,1.0,0.0,0.0,/en/matches/4d1b6f6f/Crystal-Palace-Newcastle-United-October-23-2021-Premier-League,0.5,0.8333333333333334,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-30,Sat,Premier League,Matchweek 10,Home,L 0–3,Newcastle Utd,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,35.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,20.0,27.0,74.1,1.0,16.0,0.0,0.0,0.0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,0.0,0.8333333333333334,0.8571428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Newcastle Utd,Brighton,Y,CB,89,0,0,0,0,0,0,0,0,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,46.0,84.8,2.0,36.0,1.0,0.0,0.0,/en/matches/10d11999/Brighton-and-Hove-Albion-Newcastle-United-November-6-2021-Premier-League,0.5,0.5,0.3809523809523809
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-11-11,Thu,WCQ,First round,Away,L 0–2,se Sweden,ge Georgia,Y,RB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/370702a7/Georgia-Sweden-November-11-2021-WCQ----UEFA-M,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-11-14,Sun,WCQ,First round,Away,L 0–1,se Sweden,es Spain,Y,RB,84,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/d774904e/Spain-Sweden-November-14-2021-WCQ----UEFA-M,0.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-27,Sat,Premier League,Matchweek 13,Away,L 0–2,Newcastle Utd,Arsenal,Y,"RB,CB",90,0,0,0,0,0,0,1,0,48.0,1.0,2,3.0,0.0,0.0,0.0,1.0,0.0,33.0,40.0,82.5,2.0,30.0,0.0,0.0,0.0,/en/matches/067e0ab9/Arsenal-Newcastle-United-November-27-2021-Premier-League,0.0,0.1666666666666666,0.6428571428571429
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-27,Mon,Premier League,Matchweek 19,Home,D 1–1,Newcastle Utd,Manchester Utd,Y,RB,90,0,0,0,0,0,0,1,0,46.0,3.0,2,1.0,0.0,0.0,0.8,2.0,0.0,24.0,35.0,68.6,1.0,11.0,1.0,1.0,1.0,/en/matches/f91fee43/Newcastle-United-Manchester-United-December-27-2021-Premier-League,0.5,0.0,0.9166666666666667
