,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2021-09-22,Wed,EFL Cup,Third round,Home,D 1 (4)–1 (3),Chelsea,Aston Villa,N,,15,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2021-09-29,Wed,Champions Lg,Group stage,Away,L 0–1,eng Chelsea,it Juventus,N,CM,16,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.4,1.0,0.0,15.0,17.0,88.2,2.0,12.0,2.0,1.0,1.0,/en/matches/8d8d9475/Juventus-Chelsea-September-29-2021-Champions-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2021-10-02,Sat,Premier League,Matchweek 7,Home,W 3–1,Chelsea,Southampton,N,CM,8,0,0,0,0,0,0,0,0,10.0,0.0,0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,10.0,80.0,2.0,8.0,1.0,0.0,0.0,/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League,1.0,0.5,0.369047619047619
3,3,3,3,3,3,3,3,3,3,3,3,2021-10-23,Sat,Premier League,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,N,FW,21,0,0,0,0,2,1,0,0,17.0,0.0,0,1.0,0.2,0.2,0.0,2.0,0.0,10.0,11.0,90.9,0.0,14.0,2.0,0.0,0.0,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League,1.0,0.5,0.3571428571428571
4,4,4,4,4,4,4,4,4,4,4,4,2021-10-26,Tue,EFL Cup,Fourth round,Home,D 1 (4)–1 (3),Chelsea,Southampton,Y,AM,66,0,0,0,0,2,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/026f8b03/Chelsea-Southampton-October-26-2021-EFL-Cup,0.5,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,N,AM,27,0,0,0,0,0,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,19.0,21.0,90.5,1.0,13.0,1.0,1.0,1.0,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League,1.0,0.8333333333333334,0.2499999999999999
6,6,6,6,6,6,6,6,6,6,6,6,2021-11-02,Tue,Champions Lg,Group stage,Away,W 1–0,eng Chelsea,se Malmö,N,AM,17,0,0,0,0,2,0,0,0,20.0,0.0,0,0.0,0.1,0.1,0.0,2.0,0.0,14.0,16.0,87.5,2.0,12.0,0.0,2.0,1.0,/en/matches/fa70eb4c/Malmo-Chelsea-November-2-2021-Champions-League,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,2021-11-06,Sat,Premier League,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,AM,72,0,0,0,0,4,0,0,0,57.0,0.0,1,0.0,0.3,0.3,0.4,9.0,0.0,38.0,49.0,77.6,7.0,30.0,3.0,4.0,4.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,0.8333333333333334,0.4761904761904761
8,8,8,8,8,8,8,8,8,8,8,8,2021-12-08,Wed,Champions Lg,Group stage,Away,D 3–3,eng Chelsea,ru Zenit,Y,CM,64,0,0,0,0,1,1,0,0,50.0,0.0,0,1.0,0.0,0.0,0.1,4.0,2.0,37.0,46.0,80.4,4.0,28.0,3.0,1.0,0.0,/en/matches/e1d49736/Zenit-Chelsea-December-8-2021-Champions-League,0.5,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2021-12-16,Thu,Premier League,Matchweek 17,Home,D 1–1,Chelsea,Everton,N,CM,26,0,0,0,0,0,0,0,0,25.0,0.0,0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,20.0,80.0,3.0,14.0,4.0,2.0,1.0,/en/matches/70209eb1/Chelsea-Everton-December-16-2021-Premier-League,0.5,0.6666666666666666,0.4880952380952381
10,10,10,10,10,10,10,10,10,10,10,10,2021-12-22,Wed,EFL Cup,Quarter-finals,Away,W 2–0,Chelsea,Brentford,Y,AM,75,0,0,0,0,5,2,0,0,,,0,,,,,,,,,,,,,,,/en/matches/195bfa06/Brentford-Chelsea-December-22-2021-EFL-Cup,1.0,0.5,0.5
