,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,2022-06-08,Wed,UEFA Nations League,League A,Away,W 2–1,nl Netherlands,wls Wales,Y,AM,66,0,0,0,0,2,0,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/280538f0/Wales-Netherlands-June-8-2022-UEFA-Nations-League,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
1,2022-06-11,Sat,UEFA Nations League,League A,Home,D 2–2,nl Netherlands,pl Poland,N,,27,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/5e169ad9/Netherlands-Poland-June-11-2022-UEFA-Nations-League,,,,,,,,,,,,,4,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
2,2022-06-14,Tue,UEFA Nations League,League A,Home,W 3–2,nl Netherlands,wls Wales,Y,FW,90,1,0,0,0,4,2,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/6e6d4c86/Netherlands-Wales-June-14-2022-UEFA-Nations-League,,,,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
3,2022-08-02,Tue,Champions Lg,Third qualifying round,Away,D 1–1,nl PSV Eindhoven,fr Monaco,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/2d011756/Monaco-PSV-Eindhoven-August-2-2022-Champions-League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
4,2022-08-06,Sat,Eredivisie,Matchweek 1,Home,W 4–1,PSV Eindhoven,Emmen,Y,LW,59,2,0,0,0,3,3,0,0,36,0,0,0,0.6,0.6,0.0,0,0,22,27,81.5,2,23,5,1,https://fbref.com/en/matches/efee0463/PSV-Eindhoven-Emmen-August-6-2022-Eredivisie,254,36,0.0,0,1,1,0,23,4,2,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,50.0,1,50.0,3,3,0,27,7,0,2,0,0,0,2,0,
5,2022-08-09,Tue,Champions Lg,Third qualifying round,Home,W 3–2,nl PSV Eindhoven,fr Monaco,Y,FW,120,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,https://fbref.com/en/matches/69cf5420/PSV-Eindhoven-Monaco-August-9-2022-Champions-League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,
6,2022-08-13,Sat,Eredivisie,Matchweek 2,Away,W 5–2,PSV Eindhoven,Go Ahead Eag,Y,LW,45,0,1,0,0,1,1,0,0,16,1,0,0,0.1,0.1,0.7,4,1,11,12,91.7,0,10,0,1,https://fbref.com/en/matches/2ebadefe/Go-Ahead-Eagles-PSV-Eindhoven-August-13-2022-Eredivisie,218,86,0.6,4,1,3,3,9,3,1,0,0,4,0,2,0,0,0,0,3,1,0,0,0,1,0,1,0,,0,0,1,0,0,0,1,100.0,0,0.0,0,1,1,10,4,0,0,0,0,0,2,0,0.0
7,2022-08-16,Tue,Champions Lg,Play-off round,Away,D 2–2,nl PSV Eindhoven,sct Rangers,Y,FW,90,0,1,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/056ecdee/Rangers-PSV-Eindhoven-August-16-2022-Champions-League,,,,,,,,,,,,,7,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
8,2022-08-24,Wed,Champions Lg,Play-off round,Home,L 0–1,nl PSV Eindhoven,sct Rangers,Y,FW,90,0,0,0,0,5,3,0,0,,,1,,,,,,,,,,,,,,https://fbref.com/en/matches/d3242b98/PSV-Eindhoven-Rangers-August-24-2022-Champions-League,,,,,,,,,,,,,9,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
9,2022-08-28,Sun,Eredivisie,Matchweek 4,Away,W 6–1,PSV Eindhoven,Excelsior,Y*,LW,60,1,2,0,0,9,3,0,0,54,1,2,2,1.0,1.0,0.4,8,3,29,39,74.4,8,27,3,1,https://fbref.com/en/matches/62a224c2/Excelsior-PSV-Eindhoven-August-28-2022-Eredivisie,427,209,0.6,4,6,3,0,31,8,1,0,0,7,1,6,3,3,0,0,5,1,0,0,0,1,0,0,1,,0,1,3,0,0,3,8,100.0,0,0.0,2,1,0,36,9,0,1,0,0,0,1,2,66.7
