,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-03,Sat,Copa América,Quarter-finals,Neutral,D 0 (4)–0 (2),co Colombia,uy Uruguay,Y,CB,90,0,0,0,0,0.0,0.0,0,0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,29.0,89.7,1.0,24.0,0.0,0.0,0.0,/en/matches/0b8ca785/Uruguay-Colombia-July-3-2021-Copa-America,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-07-06,Tue,Copa América,Semi-finals,Away,D 1 (2)–1 (3),co Colombia,ar Argentina,Y,CB,120,0,0,0,0,1.0,1.0,0,0,50.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,44.0,90.9,2.0,37.0,0.0,0.0,0.0,/en/matches/6122c6fc/Argentina-Colombia-July-6-2021-Copa-America,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-07-09,Fri,Copa América,Third-place match,Home,W 3–2,co Colombia,pe Peru,N,CB,36,0,0,0,0,0.0,0.0,0,0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,3.0,0.0,0.0,0.0,/en/matches/cbd151df/Colombia-Peru-July-9-2021-Copa-America,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-15,Sun,Premier League,Matchweek 1,Home,W 1–0,Tottenham,Manchester City,Y,CB,90,0,0,0,0,1.0,0.0,1,0,43.0,4.0,0.0,1.0,0.1,0.1,0.0,2.0,0.0,21.0,31.0,67.7,2.0,27.0,0.0,0.0,0.0,/en/matches/ff51efc7/Tottenham-Hotspur-Manchester-City-August-15-2021-Premier-League,1.0,0.6666666666666666,0.5238095238095238
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-08-22,Sun,Premier League,Matchweek 2,Away,W 1–0,Tottenham,Wolves,Y,CB,90,0,0,0,0,0.0,0.0,0,0,46.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,33.0,90.9,1.0,21.0,1.0,0.0,0.0,/en/matches/26ceb3c9/Wolverhampton-Wanderers-Tottenham-Hotspur-August-22-2021-Premier-League,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-08-29,Sun,Premier League,Matchweek 3,Home,W 1–0,Tottenham,Watford,Y,CB,90,0,0,0,0,2.0,0.0,0,0,73.0,3.0,3.0,1.0,0.2,0.2,0.0,1.0,0.0,55.0,62.0,88.7,5.0,34.0,0.0,0.0,0.0,/en/matches/3cd9a733/Tottenham-Hotspur-Watford-August-29-2021-Premier-League,1.0,1.0,0.5595238095238095
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-02,Thu,WCQ,WCQ — CONMEBOL (M),Away,D 1–1,co Colombia,bo Bolivia,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/55d031db/Bolivia-Colombia-September-2-2021-WCQ----CONMEBOL-M,0.5,1.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-05,Sun,WCQ,WCQ — CONMEBOL (M),Away,D 1–1,co Colombia,py Paraguay,Y,CB,90,0,0,0,0,1.0,0.0,1,0,,,2.0,,,,,,,,,,,,,,,/en/matches/45bfd8f1/Paraguay-Colombia-September-5-2021-WCQ----CONMEBOL-M,0.5,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-19,Sun,Premier League,Matchweek 5,Home,L 0–3,Tottenham,Chelsea,N,CB,8,0,0,0,0,0.0,0.0,0,0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,0.0,7.0,0.0,0.0,0.0,/en/matches/eaf98461/Tottenham-Hotspur-Chelsea-September-19-2021-Premier-League,0.0,0.6666666666666666,0.8974358974358974
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-09-22,Wed,EFL Cup,Third round,Away,D 2 (3)–2 (2),Tottenham,Wolves,Y,CB,120,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c1b6e56d/Wolverhampton-Wanderers-Tottenham-Hotspur-September-22-2021-EFL-Cup,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-09-26,Sun,Premier League,Matchweek 6,Away,L 1–3,Tottenham,Arsenal,Y,CB,90,0,0,0,0,0.0,0.0,0,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,63.0,88.9,1.0,40.0,2.0,0.0,0.0,/en/matches/a2c07e97/North-London-Derby-Arsenal-Tottenham-Hotspur-September-26-2021-Premier-League,0.0,0.3333333333333333,0.9166666666666669
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-10-21,Thu,Conf Lg,Group stage,Away,L 0–1,eng Tottenham,nl Vitesse,Y,CB,90,0,0,0,0,0.0,0.0,1,0,68.0,2.0,3.0,1.0,0.0,0.0,0.1,1.0,0.0,36.0,46.0,78.3,2.0,33.0,0.0,0.0,0.0,/en/matches/a434d3cf/Vitesse-Tottenham-Hotspur-October-21-2021-Europa-Conference-League,0.0,0.1666666666666666,0.5
