,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Match Report
0,2022-09-03,Sat,Matchweek 9,Home,L 1–2,Southampton,Everton,N,CM,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,/en/matches/06d00bcb/Southampton-Everton-October-1-2022-Premier-League
1,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2022-09-03,Sun,Matchweek 11,Home,D 1–1,Southampton,West Ham,N,LW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/matches/2f5adfad/Southampton-West-Ham-United-October-16-2022-Premier-League
3,2022-09-03,Wed,Matchweek 12,Away,W 1–0,Southampton,Bournemouth,N,"On matchday squad, but did not play",/en/matches/8a2bb3b6/Bournemouth-Southampton-October-19-2022-Premier-League,,,,,,,,,,,,,,,,,
4,2022-09-03,Sun,Matchweek 13,Home,D 1–1,Southampton,Arsenal,N,AM,11,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,100.0,/en/matches/d8138438/Southampton-Arsenal-October-23-2022-Premier-League
5,2022-09-03,Sat,Matchweek 14,Away,L 0–1,Southampton,Crystal Palace,N,CM,17,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,50.0,/en/matches/4be07239/Crystal-Palace-Southampton-October-29-2022-Premier-League
6,2022-09-03,Sun,Matchweek 15,Home,L 1–4,Southampton,Newcastle Utd,N,RM,27,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,,/en/matches/57f9bcc9/Southampton-Newcastle-United-November-6-2022-Premier-League
7,2022-09-03,Sat,Matchweek 16,Away,L 1–3,Southampton,Liverpool,N,LW,33,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,50.0,/en/matches/1579d34b/Liverpool-Southampton-November-12-2022-Premier-League
8,2022-09-03,Mon,Matchweek 17,Home,L 1–3,Southampton,Brighton,Y,LW,83,0,0,0,0,3,0,2,1,0,1,0,0,3,0,1,0.0,/en/matches/3527c390/Southampton-Brighton-and-Hove-Albion-December-26-2022-Premier-League
9,2022-09-03,Sat,Matchweek 18,Away,L 1–2,Southampton,Fulham,Y,"AM,LW",76,0,0,0,1,1,0,1,2,3,0,0,0,3,1,1,50.0,/en/matches/a15bf99e/Fulham-Southampton-December-31-2022-Premier-League
10,2022-09-03,Wed,Matchweek 19,Home,L 0–1,Southampton,Nott'ham Forest,N,WB,27,0,0,0,0,2,1,1,0,0,0,0,0,1,0,3,0.0,/en/matches/cc17c735/Southampton-Nottingham-Forest-January-4-2023-Premier-League
11,2022-09-03,Sat,Matchweek 20,Away,W 2–1,Southampton,Everton,Y,"LW,LM",60,0,0,0,0,2,0,0,0,1,0,0,0,4,1,2,33.3,/en/matches/11603f7f/Everton-Southampton-January-14-2023-Premier-League
12,2022-09-03,Sat,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,Y,RW,61,0,0,0,0,5,0,3,0,0,0,0,0,4,1,1,50.0,/en/matches/91d49468/Southampton-Aston-Villa-January-21-2023-Premier-League
13,2022-09-03,Sat,Matchweek 22,Away,L 0–3,Southampton,Brentford,Y,"RW,RM",64,0,0,0,0,4,0,1,1,2,0,0,0,9,0,0,,/en/matches/ef31dad5/Brentford-Southampton-February-4-2023-Premier-League
14,2022-09-03,Sat,Matchweek 23,Home,L 1–2,Southampton,Wolves,N,RB,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,/en/matches/8c7913ed/Southampton-Wolverhampton-Wanderers-February-11-2023-Premier-League
15,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2022-09-03,Sat,Matchweek 30,Home,L 1–4,Southampton,Manchester City,N,"On matchday squad, but did not play",/en/matches/fb045117/Southampton-Manchester-City-April-8-2023-Premier-League,,,,,,,,,,,,,,,,,
17,2022-09-03,Sat,Matchweek 31,Home,L 0–2,Southampton,Crystal Palace,N,RW,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,/en/matches/67f47a1b/Southampton-Crystal-Palace-April-15-2023-Premier-League
18,2022-09-03,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2022-09-03,Mon,Matchweek 35,Away,L 3–4,Southampton,Nott'ham Forest,N,LW,15,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0.0,/en/matches/23e7953f/Nottingham-Forest-Southampton-May-8-2023-Premier-League
