,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-02,Tue,Copa América,Semi-finals,Neutral,L 0–2,ar Argentina,br Brazil,Y,CB,90,0,0,0,0,0.0,0.0,0,0,83.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,65.0,73.0,89.0,5.0,63.0,4.0,0.0,0.0,/en/matches/95ab0ab2/Brazil-Argentina-July-2-2019-Copa-America,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-07-06,Sat,Copa América,Third-place match,Neutral,W 2–1,ar Argentina,cl Chile,Y,CB,90,0,0,0,0,0.0,0.0,0,0,41.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,21.0,29.0,72.4,0.0,24.0,0.0,0.0,0.0,/en/matches/834e7ba5/Argentina-Chile-July-6-2019-Copa-America,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-04,Sun,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Manchester City,Liverpool,Y,CB,120,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/a0579b11/Liverpool-Manchester-City-August-4-2019-FA-Community-Shield,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-17,Sat,Premier League,Matchweek 2,Home,D 2–2,Manchester City,Tottenham,Y,CB,90,0,0,0,0,2.0,1.0,0,0,90.0,0.0,1.0,3.0,0.1,0.1,0.1,2.0,0.0,73.0,78.0,93.6,5.0,69.0,1.0,0.0,0.0,/en/matches/a4ba771e/Manchester-City-Tottenham-Hotspur-August-17-2019-Premier-League,0.5,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-25,Sun,Premier League,Matchweek 3,Away,W 3–1,Manchester City,Bournemouth,Y,CB,90,0,0,0,0,1.0,0.0,1,0,125.0,1.0,1.0,1.0,0.1,0.1,0.0,1.0,0.0,107.0,114.0,93.9,6.0,106.0,3.0,0.0,0.0,/en/matches/7728bd7e/Bournemouth-Manchester-City-August-25-2019-Premier-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 4–0,Manchester City,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,69.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,60.0,85.0,0.0,52.0,0.0,0.0,0.0,/en/matches/5b9865ad/Manchester-City-Brighton-and-Hove-Albion-August-31-2019-Premier-League,1.0,0.6666666666666666,0.5357142857142857
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-05,Thu,Friendlies (M),Friendlies (M),Neutral,D 0–0,ar Argentina,cl Chile,Y*,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/02b99367/Chile-Argentina-September-5-2019-Friendlies-M,0.5,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 2–3,Manchester City,Norwich City,Y,CB,90,0,0,0,0,3.0,2.0,0,0,89.0,0.0,0.0,2.0,0.3,0.3,0.0,3.0,0.0,73.0,80.0,91.3,7.0,66.0,0.0,0.0,0.0,/en/matches/1c7bccd4/Norwich-City-Manchester-City-September-14-2019-Premier-League,0.0,0.8333333333333334,0.2948717948717949
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-18,Wed,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,ua Shakhtar,Y,CB,90,0,0,0,0,2.0,0.0,0,0,71.0,3.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,62.0,66.0,93.9,0.0,57.0,0.0,0.0,0.0,/en/matches/dfe33af5/Shakhtar-Donetsk-Manchester-City-September-18-2019-Champions-League,1.0,0.5,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-21,Sat,Premier League,Matchweek 6,Home,W 8–0,Manchester City,Watford,Y,CB,62,1,0,0,0,2.0,1.0,0,0,52.0,3.0,1.0,0.0,0.6,0.6,0.0,1.0,1.0,44.0,46.0,95.7,0.0,38.0,1.0,0.0,0.0,/en/matches/4672d0d7/Manchester-City-Watford-September-21-2019-Premier-League,1.0,0.5,0.369047619047619
