,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-03,Thu,UEFA Nations League,League A,Home,D 1–1,de Germany,es Spain,Y,AM,73,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/d136eab2/Germany-Spain-September-3-2020-UEFA-Nations-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-06,Sun,UEFA Nations League,League A,Away,D 1–1,de Germany,ch Switzerland,Y,CM,90,1,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/3a0872a5/Switzerland-Germany-September-6-2020-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-10-17,Sat,Premier League,Matchweek 5,Home,W 1–0,Manchester City,Arsenal,N,CM,26,0,0,0,0,0.0,0.0,0,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,20.0,100.0,0.0,12.0,0.0,0.0,0.0,/en/matches/e95b8546/Manchester-City-Arsenal-October-17-2020-Premier-League,1.0,0.5,0.5952380952380952
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-21,Wed,Champions Lg,Group stage,Home,W 3–1,eng Manchester City,pt Porto,Y,LM,67,1,0,0,0,3.0,2.0,0,0,49.0,0.0,0.0,0.0,0.2,0.2,0.0,4.0,2.0,35.0,42.0,83.3,3.0,28.0,0.0,2.0,1.0,/en/matches/27966ef3/Manchester-City-Porto-October-21-2020-Champions-League,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-10-24,Sat,Premier League,Matchweek 6,Away,D 1–1,Manchester City,West Ham,Y,LM,90,0,0,0,0,2.0,0.0,0,0,123.0,0.0,2.0,0.0,0.1,0.1,0.1,4.0,0.0,105.0,116.0,90.5,12.0,97.0,3.0,2.0,0.0,/en/matches/2b0c0eca/West-Ham-United-Manchester-City-October-24-2020-Premier-League,0.5,0.8333333333333334,0.6794871794871794
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-27,Tue,Champions Lg,Group stage,Away,W 3–0,eng Manchester City,fr Marseille,Y,"RM,LM",77,1,0,0,0,1.0,1.0,0,0,68.0,2.0,0.0,1.0,0.5,0.5,0.0,2.0,0.0,55.0,63.0,87.3,8.0,54.0,1.0,0.0,0.0,/en/matches/08a2f03b/Marseille-Manchester-City-October-27-2020-Champions-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-31,Sat,Premier League,Matchweek 7,Away,W 1–0,Manchester City,Sheffield Utd,N,RW,6,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,1.0,2.0,0.0,0.0,0.0,/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League,1.0,0.8333333333333334,0.2976190476190475
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-11-03,Tue,Champions Lg,Group stage,Home,W 3–0,eng Manchester City,gr Olympiacos,Y,"CM,LM,DM",90,0,0,0,0,3.0,0.0,0,0,102.0,0.0,2.0,0.0,0.1,0.1,0.0,2.0,0.0,88.0,96.0,91.7,9.0,60.0,2.0,0.0,0.0,/en/matches/427a63f0/Manchester-City-Olympiacos-November-3-2020-Champions-League,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-11-08,Sun,Premier League,Matchweek 8,Home,D 1–1,Manchester City,Liverpool,Y,DM,90,0,0,0,0,0.0,0.0,0,0,78.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,60.0,70.0,85.7,7.0,37.0,2.0,0.0,0.0,/en/matches/26382194/Manchester-City-Liverpool-November-8-2020-Premier-League,0.5,1.0,0.9615384615384616
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-11,Wed,Friendlies (M),Friendlies (M),Home,W 1–0,de Germany,cz Czech Republic,Y*,CM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6cda0c62/Germany-Czech-Republic-November-11-2020-Friendlies-M,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-14,Sat,UEFA Nations League,League A,Home,W 3–1,de Germany,ua Ukraine,Y,DM,90,0,0,0,0,1.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/eb575489/Germany-Ukraine-November-14-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-17,Tue,UEFA Nations League,League A,Away,L 0–6,de Germany,es Spain,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/9fa5f404/Spain-Germany-November-17-2020-UEFA-Nations-League,0.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-11-25,Wed,Champions Lg,Group stage,Away,W 1–0,eng Manchester City,gr Olympiacos,Y,DM,85,0,0,0,0,1.0,0.0,1,0,125.0,4.0,1.0,1.0,0.1,0.1,0.0,4.0,0.0,100.0,115.0,87.0,13.0,73.0,6.0,2.0,1.0,/en/matches/69c19c80/Olympiacos-Manchester-City-November-25-2020-Champions-League,1.0,0.6666666666666666,0.5
