,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-09-13,Sun,Premier League,Matchweek 1,Home,L 0–3,West Brom,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,54.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,34.0,44.0,77.3,4.0,25.0,0.0,0.0,0.0,/en/matches/7dd01ca9/West-Bromwich-Albion-Leicester-City-September-13-2020-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-19,Sat,Premier League,Matchweek 2,Away,L 2–5,West Brom,Everton,Y,CB,90,0,0,0,0,0,0,0,0,34.0,1.0,1,3.0,0.0,0.0,0.0,0.0,0.0,21.0,23.0,91.3,2.0,12.0,1.0,0.0,0.0,/en/matches/45bd1880/Everton-West-Bromwich-Albion-September-19-2020-Premier-League,0.0,0.5,0.5952380952380951
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-26,Sat,Premier League,Matchweek 3,Home,D 3–3,West Brom,Chelsea,Y,CB,90,1,0,0,0,1,1,0,0,24.0,0.0,0,2.0,0.3,0.3,0.0,1.0,0.0,8.0,9.0,88.9,1.0,4.0,0.0,0.0,0.0,/en/matches/d725a16c/West-Bromwich-Albion-Chelsea-September-26-2020-Premier-League,0.5,0.5,0.5595238095238095
3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-10-04,Sun,Premier League,Matchweek 4,Away,L 0–2,West Brom,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,41.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,63.3,0.0,8.0,0.0,0.0,0.0,/en/matches/39864083/Southampton-West-Bromwich-Albion-October-4-2020-Premier-League,0.0,0.1666666666666666,0.358974358974359
4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-11-08,Sun,Premier League,Matchweek 8,Home,L 0–1,West Brom,Tottenham,Y,CB,90,0,0,0,0,0,0,1,0,33.0,1.0,1,2.0,0.0,0.0,0.0,1.0,0.0,15.0,24.0,62.5,2.0,11.0,0.0,0.0,0.0,/en/matches/90c0e34c/West-Bromwich-Albion-Tottenham-Hotspur-November-8-2020-Premier-League,0.0,0.1666666666666666,0.7857142857142857
5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-11-21,Sat,Premier League,Matchweek 9,Away,L 0–1,West Brom,Manchester Utd,Y*,CB,90,0,0,0,0,1,0,0,0,65.0,0.0,3,4.0,0.1,0.1,0.0,0.0,0.0,43.0,54.0,79.6,2.0,25.0,0.0,0.0,0.0,/en/matches/50004f43/Manchester-United-West-Bromwich-Albion-November-21-2020-Premier-League,0.0,0.1666666666666666,0.6309523809523808
6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-11-28,Sat,Premier League,Matchweek 10,Home,W 1–0,West Brom,Sheffield Utd,Y*,CB,90,0,0,0,0,3,2,0,0,49.0,1.0,0,0.0,0.5,0.5,0.0,2.0,0.0,33.0,39.0,84.6,0.0,16.0,0.0,0.0,0.0,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League,1.0,0.0,0.0952380952380952
7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-12-06,Sun,Premier League,Matchweek 11,Home,L 1–5,West Brom,Crystal Palace,Y*,CB,90,0,0,0,0,1,0,0,0,86.0,1.0,0,1.0,0.2,0.2,0.0,0.0,0.0,62.0,71.0,87.3,4.0,46.0,1.0,0.0,0.0,/en/matches/ac9d70e3/West-Bromwich-Albion-Crystal-Palace-December-6-2020-Premier-League,0.0,0.3333333333333333,0.3333333333333333
8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-01-02,Sat,Premier League,Matchweek 17,Home,L 0–4,West Brom,Arsenal,N,CB,25,0,0,0,0,0,0,0,0,8.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,0.0,0.0,0.0,/en/matches/a56531b0/West-Bromwich-Albion-Arsenal-January-2-2021-Premier-League,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-01-09,Sat,FA Cup,Third round proper,Away,D 2 (2)–2 (3),West Brom,Blackpool,Y,CB,60,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ec56ea13/Blackpool-West-Bromwich-Albion-January-9-2021-FA-Cup,0.5,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-01-16,Sat,Premier League,Matchweek 19,Away,W 3–2,West Brom,Wolves,Y,CB,90,0,1,0,0,0,0,0,0,42.0,2.0,0,4.0,0.0,0.0,0.2,1.0,1.0,21.0,25.0,84.0,1.0,17.0,0.0,0.0,0.0,/en/matches/93420516/Wolverhampton-Wanderers-West-Bromwich-Albion-January-16-2021-Premier-League,1.0,0.1666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-01-19,Tue,Premier League,Matchweek 18,Away,L 1–2,West Brom,West Ham,Y,CB,90,0,0,0,0,0,0,0,0,41.0,0.0,2,1.0,0.0,0.0,0.0,0.0,0.0,23.0,30.0,76.7,1.0,20.0,0.0,0.0,0.0,/en/matches/42daddbb/West-Ham-United-West-Bromwich-Albion-January-19-2021-Premier-League,0.0,0.5,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-01-26,Tue,Premier League,Matchweek 20,Home,L 0–5,West Brom,Manchester City,N,CB,45,0,0,0,0,0,0,0,0,17.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,3.0,0.0,0.0,0.0,/en/matches/83f7b656/West-Bromwich-Albion-Manchester-City-January-26-2021-Premier-League,0.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-01-30,Sat,Premier League,Matchweek 21,Home,D 2–2,West Brom,Fulham,Y,CB,90,1,0,0,0,2,1,1,0,39.0,1.0,4,0.0,0.5,0.5,0.0,0.0,0.0,22.0,30.0,73.3,2.0,19.0,0.0,1.0,1.0,/en/matches/d1517c30/West-Bromwich-Albion-Fulham-January-30-2021-Premier-League,0.5,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-02-02,Tue,Premier League,Matchweek 22,Away,L 1–2,West Brom,Sheffield Utd,Y,CB,90,0,0,0,0,0,0,0,0,45.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,56.0,1.0,10.0,0.0,0.0,0.0,/en/matches/2d3d863d/Sheffield-United-West-Bromwich-Albion-February-2-2021-Premier-League,0.0,0.1666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-02-07,Sun,Premier League,Matchweek 23,Away,L 0–2,West Brom,Tottenham,Y*,CB,90,0,0,0,0,0,0,0,0,37.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,21.0,66.7,2.0,15.0,0.0,0.0,0.0,/en/matches/4a652b81/Tottenham-Hotspur-West-Bromwich-Albion-February-7-2021-Premier-League,0.0,0.1666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-02-14,Sun,Premier League,Matchweek 24,Home,D 1–1,West Brom,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,1,0,32.0,0.0,3,3.0,0.0,0.0,0.4,1.0,0.0,22.0,24.0,91.7,1.0,10.0,0.0,0.0,0.0,/en/matches/80124feb/West-Bromwich-Albion-Manchester-United-February-14-2021-Premier-League,0.5,0.1666666666666666,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-02-20,Sat,Premier League,Matchweek 25,Away,D 0–0,West Brom,Burnley,Y*,CB,90,0,0,0,0,0,0,0,0,44.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,23.0,33.0,69.7,1.0,13.0,0.0,0.0,0.0,/en/matches/072e8501/Burnley-West-Bromwich-Albion-February-20-2021-Premier-League,0.5,0.1666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,2021-02-27,Sat,Premier League,Matchweek 26,Home,W 1–0,West Brom,Brighton,Y*,CB,90,1,0,0,0,1,1,0,0,27.0,0.0,2,1.0,0.3,0.3,0.0,0.0,0.0,10.0,16.0,62.5,0.0,6.0,0.0,0.0,0.0,/en/matches/ff18265a/West-Bromwich-Albion-Brighton-and-Hove-Albion-February-27-2021-Premier-League,1.0,0.3333333333333333,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,2021-03-04,Thu,Premier League,Matchweek 29,Home,L 0–1,West Brom,Everton,Y*,CB,90,0,0,0,0,0,0,0,0,48.0,0.0,3,2.0,0.0,0.0,0.3,1.0,0.0,31.0,39.0,79.5,2.0,22.0,0.0,0.0,0.0,/en/matches/ee055741/West-Bromwich-Albion-Everton-March-4-2021-Premier-League,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,2021-03-07,Sun,Premier League,Matchweek 27,Home,D 0–0,West Brom,Newcastle Utd,Y*,CB,90,0,0,0,0,2,0,0,0,46.0,0.0,2,0.0,0.3,0.3,0.3,1.0,0.0,25.0,32.0,78.1,2.0,10.0,0.0,0.0,0.0,/en/matches/a096c32f/West-Bromwich-Albion-Newcastle-United-March-7-2021-Premier-League,0.5,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,2021-03-13,Sat,Premier League,Matchweek 28,Away,L 0–1,West Brom,Crystal Palace,Y*,CB,90,0,0,0,0,0,0,0,0,57.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,47.0,78.7,4.0,27.0,0.0,0.0,0.0,/en/matches/29954372/Crystal-Palace-West-Bromwich-Albion-March-13-2021-Premier-League,0.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,2021-04-03,Sat,Premier League,Matchweek 30,Away,W 5–2,West Brom,Chelsea,Y*,CB,90,0,0,0,0,0,0,0,0,41.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,25.0,33.0,75.8,2.0,20.0,0.0,0.0,0.0,/en/matches/c5d6a493/Chelsea-West-Bromwich-Albion-April-3-2021-Premier-League,1.0,0.1666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,2021-04-12,Mon,Premier League,Matchweek 31,Home,W 3–0,West Brom,Southampton,Y*,CB,84,0,0,0,0,0,0,0,0,28.0,0.0,1,0.0,0.0,0.0,0.2,2.0,0.0,12.0,14.0,85.7,2.0,4.0,0.0,0.0,0.0,/en/matches/3dee3681/West-Bromwich-Albion-Southampton-April-12-2021-Premier-League,1.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,2021-04-22,Thu,Premier League,Matchweek 32,Away,L 0–3,West Brom,Leicester City,Y*,CB,90,0,0,0,0,0,0,1,0,36.0,2.0,0,3.0,0.0,0.0,0.0,0.0,0.0,22.0,29.0,75.9,2.0,20.0,0.0,0.0,0.0,/en/matches/be6edfdf/Leicester-City-West-Bromwich-Albion-April-22-2021-Premier-League,0.0,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,2021-04-25,Sun,Premier League,Matchweek 33,Away,D 2–2,West Brom,Aston Villa,Y*,CB,90,0,0,0,0,0,0,0,0,28.0,0.0,1,1.0,0.0,0.0,0.0,1.0,0.0,12.0,19.0,63.2,2.0,7.0,0.0,0.0,0.0,/en/matches/2ab535fa/Aston-Villa-West-Bromwich-Albion-April-25-2021-Premier-League,0.5,0.6666666666666666,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,2021-05-03,Mon,Premier League,Matchweek 34,Home,D 1–1,West Brom,Wolves,Y*,CB,90,0,0,0,0,0,0,0,0,39.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,30.0,83.3,1.0,15.0,0.0,1.0,1.0,/en/matches/378a8a95/West-Bromwich-Albion-Wolverhampton-Wanderers-May-3-2021-Premier-League,0.5,0.5,0.5
27,27,27,27,27,27,27,27,27,27,27,27,27,27,2021-05-09,Sun,Premier League,Matchweek 35,Away,L 1–3,West Brom,Arsenal,Y*,CB,90,0,0,0,0,1,0,0,0,38.0,2.0,2,1.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,0.0,16.0,0.0,0.0,0.0,/en/matches/49369ed5/Arsenal-West-Bromwich-Albion-May-9-2021-Premier-League,0.0,0.3333333333333333,0.5
28,28,28,28,28,28,28,28,28,28,28,28,28,28,2021-05-16,Sun,Premier League,Matchweek 36,Home,L 1–2,West Brom,Liverpool,Y*,CB,90,0,0,0,0,1,0,0,0,26.0,0.0,2,4.0,0.1,0.1,0.0,0.0,0.0,6.0,11.0,54.5,1.0,7.0,0.0,0.0,0.0,/en/matches/6a834f6e/West-Bromwich-Albion-Liverpool-May-16-2021-Premier-League,0.0,0.3333333333333333,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,2021-05-19,Wed,Premier League,Matchweek 37,Home,L 1–3,West Brom,West Ham,Y*,CB,90,0,0,0,0,0,0,0,0,44.0,3.0,2,2.0,0.0,0.0,0.1,2.0,1.0,22.0,32.0,68.8,1.0,18.0,0.0,1.0,1.0,/en/matches/88927a77/West-Bromwich-Albion-West-Ham-United-May-19-2021-Premier-League,0.0,0.1666666666666666,0.5
