,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-08-31,Sat,Matchweek 6,Away,L 0–2,Norwich City,Burnley,Y,CB,90,59,57,2,0,0,0,0,2,0,0,0,0,47,0,2,/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League
1,2019-08-31,Sat,Matchweek 7,Away,L 0–2,Norwich City,Crystal Palace,Y,CB,90,58,54,4,4,0,0,0,0,0,0,0,0,54,0,0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League
2,2019-08-31,Sat,Matchweek 8,Home,L 1–5,Norwich City,Aston Villa,Y,CB,90,34,34,0,0,0,0,0,0,0,0,0,0,30,0,0,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League
3,2019-08-31,Sat,Matchweek 9,Away,D 0–0,Norwich City,Bournemouth,Y,CB,90,46,45,1,1,0,0,0,0,0,0,0,0,43,0,0,/en/matches/d71c01eb/Bournemouth-Norwich-City-October-19-2019-Premier-League
4,2019-08-31,Sun,Matchweek 10,Home,L 1–3,Norwich City,Manchester Utd,Y,"CB,AM",90,38,37,1,0,0,0,0,1,0,0,0,0,35,0,0,/en/matches/a31a1d67/Norwich-City-Manchester-United-October-27-2019-Premier-League
5,2019-08-31,Sat,Matchweek 11,Away,L 0–2,Norwich City,Brighton,N,"On matchday squad, but did not play",/en/matches/21f39009/Brighton-and-Hove-Albion-Norwich-City-November-2-2019-Premier-League,,,,,,,,,,,,,,,,
6,2019-08-31,Fri,Matchweek 12,Home,L 0–2,Norwich City,Watford,N,"On matchday squad, but did not play",/en/matches/e92f4d2c/Norwich-City-Watford-November-8-2019-Premier-League,,,,,,,,,,,,,,,,
7,2019-08-31,Sat,Matchweek 13,Away,W 2–0,Norwich City,Everton,N,CB,3,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,/en/matches/464461f5/Everton-Norwich-City-November-23-2019-Premier-League
8,2019-08-31,Sun,Matchweek 14,Home,D 2–2,Norwich City,Arsenal,Y,DM,90,39,39,0,0,0,0,1,0,0,0,0,0,37,0,0,/en/matches/39fce32e/Norwich-City-Arsenal-December-1-2019-Premier-League
9,2019-08-31,Wed,Matchweek 15,Away,L 1–2,Norwich City,Southampton,Y,"DM,CB",45,35,35,0,0,0,0,0,0,0,0,0,0,22,0,1,/en/matches/367829b6/Southampton-Norwich-City-December-4-2019-Premier-League
10,2019-08-31,Sun,Matchweek 16,Home,L 1–2,Norwich City,Sheffield Utd,N,"On matchday squad, but did not play",/en/matches/529b20fa/Norwich-City-Sheffield-United-December-8-2019-Premier-League,,,,,,,,,,,,,,,,
11,2019-08-31,Sat,Matchweek 17,Away,D 1–1,Norwich City,Leicester City,N,"On matchday squad, but did not play",/en/matches/3b2eb152/Leicester-City-Norwich-City-December-14-2019-Premier-League,,,,,,,,,,,,,,,,
12,2019-08-31,Sat,Matchweek 18,Home,L 1–2,Norwich City,Wolves,N,"On matchday squad, but did not play",/en/matches/223124ce/Norwich-City-Wolverhampton-Wanderers-December-21-2019-Premier-League,,,,,,,,,,,,,,,,
13,2019-08-31,Thu,Matchweek 19,Away,L 0–1,Norwich City,Aston Villa,N,"On matchday squad, but did not play",/en/matches/010301bf/Aston-Villa-Norwich-City-December-26-2019-Premier-League,,,,,,,,,,,,,,,,
14,2019-08-31,Sat,Matchweek 20,Home,D 2–2,Norwich City,Tottenham,N,"On matchday squad, but did not play",/en/matches/a6e8ab71/Norwich-City-Tottenham-Hotspur-December-28-2019-Premier-League,,,,,,,,,,,,,,,,
15,2019-08-31,Wed,Matchweek 21,Home,D 1–1,Norwich City,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/5bbec2c4/Norwich-City-Crystal-Palace-January-1-2020-Premier-League,,,,,,,,,,,,,,,,
16,2019-08-31,Sat,Matchweek 22,Away,L 0–4,Norwich City,Manchester Utd,N,CB,26,15,15,0,0,0,0,0,0,0,0,0,0,14,0,0,/en/matches/db192bf5/Manchester-United-Norwich-City-January-11-2020-Premier-League
17,2019-08-31,,,,,,,,,,,,,,,,,,,,,,,,,
18,2019-08-31,Wed,Matchweek 24,Away,L 1–2,Norwich City,Tottenham,N,"On matchday squad, but did not play",/en/matches/b36a7b4d/Tottenham-Hotspur-Norwich-City-January-22-2020-Premier-League,,,,,,,,,,,,,,,,
