,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP,Match Report
0,2019-12-16,Sat,Matchweek 26,Away,L 1–3,Crystal Palace,Everton,N,"On matchday squad, but did not play",/en/matches/4e620966/Everton-Crystal-Palace-February-8-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
1,2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-12-16,Sat,Matchweek 30,Away,W 2–0,Crystal Palace,Bournemouth,N,"On matchday squad, but did not play",/en/matches/c4d88352/Bournemouth-Crystal-Palace-June-20-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
3,2019-12-16,Wed,Matchweek 31,Away,L 0–4,Crystal Palace,Liverpool,N,"On matchday squad, but did not play",/en/matches/c486cf76/Liverpool-Crystal-Palace-June-24-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
4,2019-12-16,Mon,Matchweek 32,Home,L 0–1,Crystal Palace,Burnley,N,"On matchday squad, but did not play",/en/matches/d7661a5f/Crystal-Palace-Burnley-June-29-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2019-12-16,Sat,Matchweek 33,Away,L 0–3,Crystal Palace,Leicester City,N,LB,8,10,11,90.9,129,60,8,8,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,3,0,0,1,/en/matches/88e800c1/Leicester-City-Crystal-Palace-July-4-2020-Premier-League
6,2019-12-16,Tue,Matchweek 34,Home,L 2–3,Crystal Palace,Chelsea,N,"On matchday squad, but did not play",/en/matches/61407f3d/Crystal-Palace-Chelsea-July-7-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
7,2019-12-16,Sun,Matchweek 35,Away,L 0–2,Crystal Palace,Aston Villa,N,"On matchday squad, but did not play",/en/matches/b30bf2e8/Aston-Villa-Crystal-Palace-July-12-2020-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
8,2019-12-16,Thu,Matchweek 36,Home,L 0–2,Crystal Palace,Manchester Utd,N,LB,7,7,10,70.0,87,19,6,8,75.0,1,1,100.0,0,0,,0,0.0,0.0,1,0,0,0,1,/en/matches/69a16f9d/Crystal-Palace-Manchester-United-July-16-2020-Premier-League
9,2019-12-16,Mon,Matchweek 37,Away,L 0–2,Crystal Palace,Wolves,Y,LB,90,42,50,84.0,476,228,28,30,93.3,11,13,84.6,0,2,0.0,0,0.1,0.1,2,2,1,1,5,/en/matches/70598e52/Wolverhampton-Wanderers-Crystal-Palace-July-20-2020-Premier-League
10,2019-12-16,Sun,Matchweek 38,Home,D 1–1,Crystal Palace,Tottenham,Y,LB,90,44,56,78.6,697,354,26,28,92.9,15,19,78.9,3,6,50.0,0,0.0,0.1,1,5,2,1,5,/en/matches/61616d45/Crystal-Palace-Tottenham-Hotspur-July-26-2020-Premier-League
