,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2019-08-28,Wed,EFL Cup,Second round,Home,L 1–3,Burnley,Sunderland,Y,CM,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/9aacde1d/Burnley-Sunderland-August-28-2019-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,2019-12-03,Tue,Premier League,Matchweek 15,Home,L 1–4,Burnley,Manchester City,Y,CM,58,0,0,0,0,0,0,0,0,28.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.0,58.3,0.0,9.0,0.0,0.0,0.0,/en/matches/4d718594/Burnley-Manchester-City-December-3-2019-Premier-League,0.0,0.5,0.6547619047619048
2,2,2,2,2,2,2020-01-12,Sun,Premier League,Matchweek 22,Home,L 1–6,Aston Villa,Manchester City,Y,CM,78,0,0,0,0,0,0,0,0,42.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,32.0,35.0,91.4,0.0,28.0,0.0,2.0,1.0,/en/matches/ffb4946c/Aston-Villa-Manchester-City-January-12-2020-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,2020-01-18,Sat,Premier League,Matchweek 23,Away,D 1–1,Aston Villa,Brighton,Y,CM,67,0,0,0,0,2,0,1,0,51.0,1.0,2,2.0,0.1,0.1,0.0,1.0,0.0,29.0,41.0,70.7,3.0,20.0,1.0,0.0,0.0,/en/matches/bd044bad/Brighton-and-Hove-Albion-Aston-Villa-January-18-2020-Premier-League,0.5,0.0,0.5
4,4,4,4,4,4,2020-01-21,Tue,Premier League,Matchweek 24,Home,W 2–1,Aston Villa,Watford,Y,CM,55,0,0,0,0,0,0,0,0,48.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,34.0,43.0,79.1,9.0,23.0,1.0,1.0,0.0,/en/matches/3deb145e/Aston-Villa-Watford-January-21-2020-Premier-League,1.0,0.1666666666666666,0.5
5,5,5,5,5,5,2020-02-16,Sun,Premier League,Matchweek 26,Home,L 2–3,Aston Villa,Tottenham,Y,CM,59,0,0,0,0,0,0,0,0,59.0,1.0,1,2.0,0.0,0.0,0.0,2.0,0.0,43.0,50.0,86.0,8.0,26.0,0.0,1.0,0.0,/en/matches/ebfe971d/Aston-Villa-Tottenham-Hotspur-February-16-2020-Premier-League,0.0,0.5,0.5
