,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-08-29,Sat,Community Shield,FA Community Shield,Neutral,D 1 (5)–1 (4),Arsenal,Liverpool,Y,RM,57,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/1f445267/Arsenal-Liverpool-August-29-2020-FA-Community-Shield,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Premier League,Matchweek 1,Away,W 3–0,Arsenal,Fulham,Y,RM,90,0,0,0,0,0.0,0.0,1,0,71.0,0.0,1.0,0.0,0.0,0.0,0.1,2.0,0.0,59.0,68.0,86.8,8.0,46.0,8.0,2.0,1.0,/en/matches/bf52349b/Fulham-Arsenal-September-12-2020-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2020-09-19,Sat,Premier League,Matchweek 2,Home,W 2–1,Arsenal,West Ham,Y,RM,90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,41.0,52.0,78.8,4.0,30.0,0.0,1.0,0.0,/en/matches/f4835ec2/Arsenal-West-Ham-United-September-19-2020-Premier-League,1.0,0.5,0.4880952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2020-09-23,Wed,EFL Cup,Third round,Away,W 2–0,Arsenal,Leicester City,N,,4,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6d62a0f4/Leicester-City-Arsenal-September-23-2020-EFL-Cup,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2020-09-28,Mon,Premier League,Matchweek 3,Away,L 1–3,Arsenal,Liverpool,Y,RM,90,0,0,0,0,0.0,0.0,1,0,44.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,38.0,73.7,1.0,16.0,2.0,2.0,2.0,/en/matches/ebe4e309/Liverpool-Arsenal-September-28-2020-Premier-League,0.0,1.0,0.8571428571428573
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2020-10-04,Sun,Premier League,Matchweek 4,Home,W 2–1,Arsenal,Sheffield Utd,Y,RB,90,0,2,0,0,0.0,0.0,0,0,76.0,1.0,4.0,0.0,0.0,0.0,0.4,2.0,2.0,57.0,67.0,85.1,2.0,35.0,1.0,4.0,2.0,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League,1.0,0.6666666666666666,0.1428571428571428
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2020-10-17,Sat,Premier League,Matchweek 5,Away,L 0–1,Arsenal,Manchester City,Y,RB,90,0,0,0,0,0.0,0.0,0,0,48.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,40.0,85.0,2.0,19.0,0.0,0.0,0.0,/en/matches/e95b8546/Manchester-City-Arsenal-October-17-2020-Premier-League,0.0,0.6666666666666666,0.5384615384615384
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2020-10-22,Thu,Europa Lg,Group stage,Away,W 2–1,eng Arsenal,at Rapid Wien,N,"RB,WB",30,0,1,0,0,1.0,1.0,0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.7,2.0,1.0,14.0,19.0,73.7,1.0,12.0,1.0,1.0,0.0,/en/matches/e4074aa9/Rapid-Wien-Arsenal-October-22-2020-Europa-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2020-10-25,Sun,Premier League,Matchweek 6,Home,L 0–1,Arsenal,Leicester City,Y,"RM,RB",90,0,0,0,0,1.0,1.0,1,0,69.0,1.0,2.0,1.0,0.1,0.1,0.0,0.0,0.0,48.0,55.0,87.3,2.0,36.0,3.0,1.0,0.0,/en/matches/bcd3a9b4/Arsenal-Leicester-City-October-25-2020-Premier-League,0.0,0.6666666666666666,0.5714285714285714
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2020-11-01,Sun,Premier League,Matchweek 7,Away,W 1–0,Arsenal,Manchester Utd,Y,"RM,RB",90,0,0,0,0,0.0,0.0,0,0,59.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,42.0,52.0,80.8,2.0,31.0,0.0,0.0,0.0,/en/matches/75dd1359/Manchester-United-Arsenal-November-1-2020-Premier-League,1.0,0.3333333333333333,0.7857142857142857
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2020-11-08,Sun,Premier League,Matchweek 8,Home,L 0–3,Arsenal,Aston Villa,Y,RM,90,0,0,0,0,1.0,0.0,0,0,76.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,53.0,64.0,82.8,8.0,44.0,3.0,2.0,1.0,/en/matches/90fd3597/Arsenal-Aston-Villa-November-8-2020-Premier-League,0.0,0.6666666666666666,0.3611111111111111
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2020-11-11,Wed,Friendlies (M),Friendlies (M),Away,D 1–1,es Spain,nl Netherlands,Y,RB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/702a3b72/Netherlands-Spain-November-11-2020-Friendlies-M,0.5,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2020-11-22,Sun,Premier League,Matchweek 9,Away,D 0–0,Arsenal,Leeds United,Y,RB,90,0,0,0,0,0.0,0.0,0,0,48.0,0.0,2.0,1.0,0.0,0.0,0.4,4.0,0.0,28.0,39.0,71.8,3.0,15.0,0.0,0.0,0.0,/en/matches/0dd6b39b/Leeds-United-Arsenal-November-22-2020-Premier-League,0.5,0.5,0.3461538461538461
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2020-11-29,Sun,Premier League,Matchweek 10,Home,L 1–2,Arsenal,Wolves,Y,RB,90,0,0,0,0,0.0,0.0,1,0,61.0,0.0,1.0,4.0,0.0,0.0,0.4,4.0,1.0,44.0,50.0,88.0,9.0,33.0,0.0,1.0,0.0,/en/matches/fa17687c/Arsenal-Wolverhampton-Wanderers-November-29-2020-Premier-League,0.0,0.3333333333333333,0.5714285714285714
