,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,2019-12-07,Sat,Premier League,Matchweek 16,Away,W 3–0,Liverpool,Bournemouth,Y,RM,90,1,1,0,0,3.0,2.0,0,0,110.0,3.0,2.0,2.0,0.5,0.5,0.5,7.0,2.0,90.0,95.0,94.7,11.0,85.0,3.0,1.0,1.0,/en/matches/b7f0ca17/Bournemouth-Liverpool-December-7-2019-Premier-League,1.0,0.8333333333333334,0.119047619047619
11,11,11,11,11,11,11,11,11,11,11,2019-12-10,Tue,Champions Lg,Group stage,Away,W 2–0,eng Liverpool,at RB Salzburg,Y,"RM,RW,AM",86,1,0,0,0,3.0,2.0,0,0,55.0,3.0,1.0,1.0,0.8,0.8,0.3,5.0,0.0,33.0,40.0,82.5,5.0,40.0,1.0,4.0,4.0,/en/matches/714da51b/Red-Bull-Salzburg-Liverpool-December-10-2019-Champions-League,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,2019-12-26,Thu,Premier League,Matchweek 19,Away,W 4–0,Liverpool,Leicester City,Y,RM,69,0,0,0,0,0.0,0.0,0,0,49.0,1.0,2.0,0.0,0.0,0.0,0.1,1.0,0.0,37.0,41.0,90.2,7.0,31.0,2.0,7.0,7.0,/en/matches/4b8063da/Leicester-City-Liverpool-December-26-2019-Premier-League,1.0,1.0,0.4166666666666666
13,13,13,13,13,13,13,13,13,13,13,2019-12-29,Sun,Premier League,Matchweek 20,Home,W 1–0,Liverpool,Wolves,N,"RW,AM",24,0,0,0,0,0.0,0.0,0,0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,1.0,7.0,0.0,0.0,0.0,/en/matches/9892a4f1/Liverpool-Wolverhampton-Wanderers-December-29-2019-Premier-League,1.0,1.0,0.7380952380952381
14,14,14,14,14,14,14,14,14,14,14,2020-01-29,Wed,Premier League,Matchweek 18,Away,W 2–0,Liverpool,West Ham,N,RM,14,0,0,0,0,1.0,1.0,0,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,100.0,0.0,12.0,0.0,0.0,0.0,/en/matches/7b057bc1/West-Ham-United-Liverpool-January-29-2020-Premier-League,1.0,1.0,0.5
15,15,15,15,15,15,15,15,15,15,15,2020-02-01,Sat,Premier League,Matchweek 25,Home,W 4–0,Liverpool,Southampton,N,"LM,LW",18,0,0,0,0,0.0,0.0,0,0,15.0,0.0,1.0,2.0,0.0,0.0,0.7,2.0,0.0,9.0,11.0,81.8,3.0,9.0,2.0,0.0,0.0,/en/matches/ab9e9e23/Liverpool-Southampton-February-1-2020-Premier-League,1.0,1.0,0.5
16,16,16,16,16,16,16,16,16,16,16,2020-02-15,Sat,Premier League,Matchweek 26,Away,W 1–0,Liverpool,Norwich City,Y,"RM,LM",83,0,0,0,0,3.0,2.0,1,0,87.0,5.0,0.0,4.0,0.9,0.9,0.1,4.0,0.0,55.0,72.0,76.4,8.0,54.0,7.0,3.0,2.0,/en/matches/9c238122/Norwich-City-Liverpool-February-15-2020-Premier-League,1.0,1.0,0.5
17,17,17,17,17,17,17,17,17,17,17,2020-02-24,Mon,Premier League,Matchweek 27,Home,W 3–2,Liverpool,West Ham,Y,RM,56,0,0,0,0,0.0,0.0,0,0,46.0,4.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,35.0,39.0,89.7,3.0,28.0,0.0,3.0,1.0,/en/matches/3aee1ba7/Liverpool-West-Ham-United-February-24-2020-Premier-League,1.0,1.0,0.5
18,18,18,18,18,18,18,18,18,18,18,2020-06-21,Sun,Premier League,Matchweek 30,Away,D 0–0,Liverpool,Everton,Y,LM,64,0,0,0,0,1.0,0.0,0,0,50.0,2.0,1.0,1.0,0.1,0.1,0.0,3.0,0.0,38.0,43.0,88.4,6.0,31.0,3.0,0.0,0.0,/en/matches/603174fb/Merseyside-Derby-Everton-Liverpool-June-21-2020-Premier-League,0.5,1.0,0.5
19,19,19,19,19,19,19,19,19,19,19,2020-06-24,Wed,Premier League,Matchweek 31,Home,W 4–0,Liverpool,Crystal Palace,N,LW,7,0,0,0,0,0.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,15.0,86.7,2.0,10.0,0.0,0.0,0.0,/en/matches/c486cf76/Liverpool-Crystal-Palace-June-24-2020-Premier-League,1.0,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,20,20,20,2020-07-02,Thu,Premier League,Matchweek 32,Away,L 0–4,Liverpool,Manchester City,N,LM,29,0,0,0,0,0.0,0.0,0,0,31.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,31.0,90.3,4.0,24.0,4.0,1.0,1.0,/en/matches/5dffd237/Manchester-City-Liverpool-July-2-2020-Premier-League,0.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,2020-07-05,Sun,Premier League,Matchweek 33,Home,W 2–0,Liverpool,Aston Villa,Y,LM,84,0,1,0,0,0.0,0.0,0,0,92.0,1.0,0.0,3.0,0.0,0.0,0.5,2.0,1.0,71.0,84.0,84.5,11.0,50.0,1.0,2.0,2.0,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,2020-07-08,Wed,Premier League,Matchweek 34,Away,W 3–1,Liverpool,Brighton,Y,RM,60,0,1,0,0,0.0,0.0,0,0,37.0,2.0,0.0,2.0,0.0,0.0,0.9,7.0,2.0,25.0,31.0,80.6,5.0,26.0,2.0,3.0,3.0,/en/matches/3296482a/Brighton-and-Hove-Albion-Liverpool-July-8-2020-Premier-League,1.0,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,2020-07-11,Sat,Premier League,Matchweek 35,Home,D 1–1,Liverpool,Burnley,N,LM,22,0,0,0,0,0.0,0.0,0,0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,22.0,23.0,95.7,3.0,21.0,3.0,1.0,1.0,/en/matches/267d7e78/Liverpool-Burnley-July-11-2020-Premier-League,0.5,0.6666666666666666,0.5
24,24,24,24,24,24,24,24,24,24,24,2020-07-15,Wed,Premier League,Matchweek 36,Away,L 1–2,Liverpool,Arsenal,N,"RM,LM",30,0,0,0,0,1.0,1.0,0,0,34.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,26.0,31.0,83.9,1.0,23.0,3.0,3.0,3.0,/en/matches/12f95828/Arsenal-Liverpool-July-15-2020-Premier-League,0.0,0.8333333333333334,0.5
25,25,25,25,25,25,25,25,25,25,25,2020-07-22,Wed,Premier League,Matchweek 37,Home,W 5–3,Liverpool,Chelsea,Y,RM,65,1,0,0,0,1.0,1.0,0,0,60.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,88.0,0.0,31.0,1.0,1.0,1.0,/en/matches/a80ba6fe/Liverpool-Chelsea-July-22-2020-Premier-League,1.0,0.5,0.5
26,26,26,26,26,26,26,26,26,26,26,2020-07-26,Sun,Premier League,Matchweek 38,Away,W 3–1,Liverpool,Newcastle Utd,Y,RM,84,0,0,0,0,2.0,0.0,0,0,78.0,4.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,57.0,65.0,87.7,2.0,65.0,4.0,1.0,1.0,/en/matches/b6b1209d/Newcastle-United-Liverpool-July-26-2020-Premier-League,1.0,0.5,0.5
