,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,SCA,PassLive,PassDead,TO,Sh,Fld,Def,GCA,PassLive,PassDead,TO,Sh,Fld,Def,Match Report
0,2022-08-22,Sun,Matchweek 9,Away,L 3–6,Manchester Utd,Manchester City,N,FW,32,1,0,0,0,0,1,0,1,0,0,0,0,1,0,/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League
1,2022-08-22,Sun,Matchweek 10,Away,W 2–1,Manchester Utd,Everton,Y,FW,28,1,1,0,0,0,0,0,1,1,0,0,0,0,0,/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League
2,2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,
3,2022-08-22,Sun,Matchweek 15,Away,L 1–3,Manchester Utd,Aston Villa,N,AM,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League
4,2022-08-22,Sun,Matchweek 16,Away,W 2–1,Manchester Utd,Fulham,Y,FW,71,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League
5,2022-08-22,Tue,Matchweek 17,Home,W 3–0,Manchester Utd,Nott'ham Forest,Y,FW,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League
6,2022-08-22,Sat,Matchweek 18,Away,W 1–0,Manchester Utd,Wolves,Y,FW,80,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/8ef80305/Wolverhampton-Wanderers-Manchester-United-December-31-2022-Premier-League
7,2022-08-22,Tue,Matchweek 19,Home,W 3–0,Manchester Utd,Bournemouth,Y,FW,68,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/63fc7f12/Manchester-United-Bournemouth-January-3-2023-Premier-League
8,2022-08-22,Sat,Matchweek 20,Home,W 2–1,Manchester Utd,Manchester City,Y,FW,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/f0fd7541/Manchester-Derby-Manchester-United-Manchester-City-January-14-2023-Premier-League
9,2022-08-22,,,,,,,,,,,,,,,,,,,,,,,,
10,2022-08-22,Sun,Matchweek 29,Away,L 0–2,Manchester Utd,Newcastle Utd,N,FW,29,2,1,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/1ed948f6/Newcastle-United-Manchester-United-April-2-2023-Premier-League
11,2022-08-22,Wed,Matchweek 25,Home,W 1–0,Manchester Utd,Brentford,N,FW,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/f3e6e475/Manchester-United-Brentford-April-5-2023-Premier-League
12,2022-08-22,Sat,Matchweek 30,Home,W 2–0,Manchester Utd,Everton,N,"FW,LW",31,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League
13,2022-08-22,Sun,Matchweek 31,Away,W 2–0,Manchester Utd,Nott'ham Forest,Y,FW,71,3,1,0,0,1,0,1,1,0,0,0,1,0,0,/en/matches/4ca8f9f6/Nottingham-Forest-Manchester-United-April-16-2023-Premier-League
14,2022-08-22,Thu,Matchweek 33,Away,D 2–2,Manchester Utd,Tottenham,N,FW,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/8c9a5c5c/Tottenham-Hotspur-Manchester-United-April-27-2023-Premier-League
15,2022-08-22,Sun,Matchweek 34,Home,W 1–0,Manchester Utd,Aston Villa,N,FW,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/08607696/Manchester-United-Aston-Villa-April-30-2023-Premier-League
16,2022-08-22,Thu,Matchweek 28,Away,L 0–1,Manchester Utd,Brighton,Y,FW,83,3,3,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/16209587/Brighton-and-Hove-Albion-Manchester-United-May-4-2023-Premier-League
17,2022-08-22,Sun,Matchweek 35,Away,L 0–1,Manchester Utd,West Ham,N,FW,34,2,1,0,0,1,0,0,0,0,0,0,0,0,0,/en/matches/98f0c145/West-Ham-United-Manchester-United-May-7-2023-Premier-League
18,2022-08-22,Sat,Matchweek 36,Home,W 2–0,Manchester Utd,Wolves,Y,FW,68,3,3,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League
19,2022-08-22,Sat,Matchweek 37,Away,W 1–0,Manchester Utd,Bournemouth,Y,FW,56,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/ec496eca/Bournemouth-Manchester-United-May-20-2023-Premier-League
20,2022-08-22,Thu,Matchweek 32,Home,W 4–1,Manchester Utd,Chelsea,Y,FW,69,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League
21,2022-08-22,Sun,Matchweek 38,Home,W 2–1,Manchester Utd,Fulham,N,"FW,LW",24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,/en/matches/64823dc9/Manchester-United-Fulham-May-28-2023-Premier-League
