,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-13,Sun,Premier League,Matchweek 1,Home,D 2–2,Brentford,Tottenham,Y,CM,48,0,0,0,0,0,0,0,0,34.0,2.0,0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,26.0,50.0,2.0,15.0,1.0,2.0,0.0,/en/matches/67ed3ba2/Brentford-Tottenham-Hotspur-August-13-2023-Premier-League,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,W 3–0,Brentford,Fulham,Y,"LM,CM",90,0,0,0,0,2,1,0,0,71.0,3.0,2,0.0,0.1,0.1,0.3,7.0,0.0,46.0,59.0,78.0,6.0,36.0,1.0,3.0,2.0,/en/matches/46be83af/Fulham-Brentford-August-19-2023-Premier-League,1.0,0.5,0.5104166666666666
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-26,Sat,Premier League,Matchweek 3,Home,D 1–1,Brentford,Crystal Palace,Y,RM,70,0,0,0,0,0,0,0,0,53.0,1.0,0,3.0,0.0,0.0,0.1,2.0,0.0,35.0,43.0,81.4,3.0,24.0,0.0,0.0,0.0,/en/matches/537b2b0b/Brentford-Crystal-Palace-August-26-2023-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-08-29,Tue,EFL Cup,Second round,Away,D 1 (3)–1 (0),Brentford,Newport County,N,,59,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/a56e715b/Newport-County-Brentford-August-29-2023-EFL-Cup,0.5,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-02,Sat,Premier League,Matchweek 4,Home,D 2–2,Brentford,Bournemouth,Y,RM,80,1,0,0,0,1,1,1,0,62.0,3.0,0,1.0,0.0,0.0,0.4,3.0,0.0,36.0,50.0,72.0,1.0,20.0,0.0,1.0,0.0,/en/matches/e2946b10/Brentford-Bournemouth-September-2-2023-Premier-League,0.5,0.6666666666666666,0.3452380952380952
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-07,Thu,Euro Qualifying,Group stage,Home,W 4–0,dk Denmark,sm San Marino,Y,CM,57,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/a3a9342c/Denmark-San-Marino-September-7-2023-Euro-Qualifying,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Away,L 0–1,Brentford,Newcastle Utd,Y,CM,90,0,0,0,0,0,0,0,0,70.0,3.0,3,2.0,0.0,0.0,0.2,3.0,0.0,41.0,60.0,68.3,11.0,37.0,0.0,0.0,0.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,0.0,0.6666666666666666,0.1666666666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-23,Sat,Premier League,Matchweek 6,Home,L 1–3,Brentford,Everton,Y,"RM,CM",90,1,0,0,0,1,1,0,0,58.0,2.0,0,2.0,0.1,0.1,0.0,0.0,0.0,37.0,50.0,74.0,2.0,31.0,2.0,3.0,0.0,/en/matches/96681b93/Brentford-Everton-September-23-2023-Premier-League,0.0,0.5,0.4230769230769231
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-27,Wed,EFL Cup,Third round,Home,L 0–1,Brentford,Arsenal,N,,28,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/80d68b2d/Brentford-Arsenal-September-27-2023-EFL-Cup,0.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-01,Sun,Premier League,Matchweek 7,Away,D 1–1,Brentford,Nott'ham Forest,Y,RM,68,0,1,0,0,0,0,0,0,42.0,2.0,1,0.0,0.0,0.0,0.3,3.0,1.0,20.0,31.0,64.5,5.0,22.0,0.0,0.0,0.0,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,0.5,0.0,0.4374999999999999
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-07,Sat,Premier League,Matchweek 8,Away,L 1–2,Brentford,Manchester Utd,Y,CM,82,1,0,0,0,1,1,0,0,43.0,3.0,0,3.0,0.1,0.1,0.1,5.0,0.0,26.0,34.0,76.5,2.0,17.0,0.0,1.0,1.0,/en/matches/5006142a/Manchester-United-Brentford-October-7-2023-Premier-League,0.0,0.1666666666666666,0.3541666666666666
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-17,Tue,Euro Qualifying,Group stage,Away,W 2–1,dk Denmark,sm San Marino,N,,1,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0bf0bc66/San-Marino-Denmark-October-17-2023-Euro-Qualifying,1.0,0.1666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-21,Sat,Premier League,Matchweek 9,Home,W 3–0,Brentford,Burnley,Y,LM,75,0,0,0,0,1,0,1,0,52.0,2.0,0,2.0,0.1,0.1,0.3,5.0,0.0,34.0,44.0,77.3,4.0,22.0,1.0,3.0,2.0,/en/matches/52781f37/Brentford-Burnley-October-21-2023-Premier-League,1.0,0.5,0.4062499999999999
