,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2021-08-14,Sat,Matchweek 3,Away,D 1–1,Chelsea,Liverpool,Y,AM,45,18,2,5,7,6,2,18,0,0,,0,,9,48,20,2,0,1,0,1,14,2,/en/matches/78aa75e6/Liverpool-Chelsea-August-28-2021-Premier-League
1,2021-08-14,Sat,Matchweek 4,Home,W 3–0,Chelsea,Aston Villa,Y,AM,63,34,3,6,19,10,3,34,2,0,0.0,2,100.0,18,96,40,2,1,1,3,0,21,5,/en/matches/67bbc3a5/Chelsea-Aston-Villa-September-11-2021-Premier-League
2,2021-08-14,Sun,Matchweek 5,Away,W 3–0,Chelsea,Tottenham,Y,"AM,FW",69,46,1,6,16,24,4,46,3,0,0.0,3,100.0,25,137,73,2,3,1,5,3,32,6,/en/matches/eaf98461/Tottenham-Hotspur-Chelsea-September-19-2021-Premier-League
3,2021-08-14,Sat,Matchweek 6,Home,L 0–1,Chelsea,Manchester City,N,AM,31,7,0,3,3,1,1,7,0,0,,0,,4,14,2,0,0,0,1,0,6,2,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League
4,2021-08-14,Sat,Matchweek 7,Home,W 3–1,Chelsea,Southampton,N,"On matchday squad, but did not play",/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League,,,,,,,,,,,,,,,,,,,,,,,
5,2021-08-14,Sat,Matchweek 8,Away,W 1–0,Chelsea,Brentford,N,FW,15,9,5,6,2,1,0,9,0,0,,0,,0,0,0,0,0,0,0,0,3,1,/en/matches/866cfb1f/Brentford-Chelsea-October-16-2021-Premier-League
6,2021-08-14,Sat,Matchweek 9,Home,W 7–0,Chelsea,Norwich City,Y,FW,69,37,0,0,14,23,4,37,3,2,66.7,1,33.3,25,132,64,3,2,1,5,2,31,11,/en/matches/a6ff9cf9/Chelsea-Norwich-City-October-23-2021-Premier-League
7,2021-08-14,Sat,Matchweek 10,Away,W 3–0,Chelsea,Newcastle Utd,Y,FW,90,43,2,2,17,24,6,43,2,2,100.0,0,0.0,23,131,54,0,0,0,1,0,36,7,/en/matches/49478cd2/Newcastle-United-Chelsea-October-30-2021-Premier-League
8,2021-08-14,Sat,Matchweek 11,Home,D 1–1,Chelsea,Burnley,Y,FW,90,50,0,3,17,31,9,50,0,0,,0,,17,155,110,3,0,2,4,0,41,13,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League
9,2021-08-14,Sat,Matchweek 12,Away,W 3–0,Chelsea,Leicester City,Y,FW,61,35,1,1,19,15,0,35,2,1,50.0,1,50.0,16,112,72,4,3,0,4,0,26,7,/en/matches/2fd486d6/Leicester-City-Chelsea-November-20-2021-Premier-League
