,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-04,Sat,UEFA Nations League,League A,Away,L 0–1,eng England,hu Hungary,Y,FW,90,0,0,0,0,4.0,2.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/058c813b/Hungary-England-June-4-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-07,Tue,UEFA Nations League,League A,Away,D 1–1,eng England,de Germany,N,,11,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d7df9e02/Germany-England-June-7-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-11,Sat,UEFA Nations League,League A,Home,D 0–0,eng England,it Italy,N,,25,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c75dc433/England-Italy-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-06-14,Tue,UEFA Nations League,League A,Home,L 0–4,eng England,hu Hungary,Y,FW,45,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c8aefffb/England-Hungary-June-14-2022-UEFA-Nations-League,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-07,Sun,Premier League,Matchweek 1,Home,L 0–2,West Ham,Manchester City,Y,"RW,RM,AM",89,0,0,0,0,1.0,0.0,0,0,23.0,0.0,2.0,2.0,0.2,0.2,0.0,1.0,0.0,5.0,11.0,45.5,2.0,10.0,1.0,3.0,0.0,/en/matches/ece62baf/West-Ham-United-Manchester-City-August-7-2022-Premier-League,0.0,0.3333333333333333,0.4166666666666667
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-14,Sun,Premier League,Matchweek 2,Away,L 0–1,West Ham,Nott'ham Forest,Y,RW,84,0,0,0,0,1.0,0.0,0,0,36.0,1.0,1.0,1.0,0.1,0.1,0.0,0.0,0.0,15.0,25.0,60.0,0.0,18.0,1.0,0.0,0.0,/en/matches/b1ebeda5/Nottingham-Forest-West-Ham-United-August-14-2022-Premier-League,0.0,0.1666666666666666,0.4404761904761904
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-18,Thu,Conf Lg,Play-off round,Home,W 3–1,eng West Ham,dk Viborg,Y,FW,64,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/3d017f98/West-Ham-United-Viborg-August-18-2022-Europa-Conference-League,1.0,0.0,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-21,Sun,Premier League,Matchweek 3,Home,L 0–2,West Ham,Brighton,Y,RW,90,0,0,0,0,3.0,0.0,0,0,47.0,3.0,0.0,3.0,0.1,0.1,0.0,3.0,0.0,24.0,33.0,72.7,3.0,31.0,2.0,2.0,1.0,/en/matches/aa2a3517/West-Ham-United-Brighton-and-Hove-Albion-August-21-2022-Premier-League,0.0,0.3333333333333333,0.5238095238095238
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-08-28,Sun,Premier League,Matchweek 4,Away,W 1–0,West Ham,Aston Villa,Y,"FW,RW",90,0,0,0,0,1.0,0.0,0,0,31.0,3.0,0.0,1.0,0.3,0.3,0.0,0.0,0.0,12.0,20.0,60.0,2.0,25.0,3.0,4.0,1.0,/en/matches/659b9113/Aston-Villa-West-Ham-United-August-28-2022-Premier-League,1.0,0.3333333333333333,0.5777777777777777
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-08-31,Wed,Premier League,Matchweek 5,Home,D 1–1,West Ham,Tottenham,Y,RW,90,0,0,0,0,3.0,0.0,0,0,25.0,1.0,1.0,1.0,0.3,0.3,0.1,2.0,0.0,10.0,15.0,66.7,2.0,14.0,2.0,0.0,0.0,/en/matches/9f221621/West-Ham-United-Tottenham-Hotspur-August-31-2022-Premier-League,0.5,0.6666666666666666,0.8055555555555555
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-09-03,Sat,Premier League,Matchweek 6,Away,L 1–2,West Ham,Chelsea,Y,"FW,RM",90,0,0,0,0,2.0,1.0,0,0,23.0,1.0,1.0,0.0,0.0,0.0,0.2,2.0,0.0,10.0,15.0,66.7,0.0,14.0,2.0,4.0,4.0,/en/matches/d7642197/Chelsea-West-Ham-United-September-3-2022-Premier-League,0.0,0.5,0.3854166666666666
