,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Home,W 5–1,Newcastle Utd,Aston Villa,Y,RW,85,0,0,0,0,1,1,0,0,39.0,2.0,1,1.0,0.1,0.1,0.3,4.0,0.0,31.0,32.0,96.9,2.0,34.0,4.0,2.0,0.0,/en/matches/8ff2f8fe/Newcastle-United-Aston-Villa-August-12-2023-Premier-League,1.0,0.5,0.5104166666666667
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-19,Sat,Premier League,Matchweek 2,Away,L 0–1,Newcastle Utd,Manchester City,Y,RW,85,0,0,0,0,2,0,0,0,39.0,0.0,0,2.0,0.1,0.1,0.1,2.0,0.0,23.0,29.0,79.3,3.0,32.0,7.0,1.0,0.0,/en/matches/0b8f50a5/Manchester-City-Newcastle-United-August-19-2023-Premier-League,0.0,0.5,0.6060606060606061
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-08-27,Sun,Premier League,Matchweek 3,Home,L 1–2,Newcastle Utd,Liverpool,Y,RW,90,0,0,0,0,6,1,0,0,45.0,1.0,1,1.0,0.5,0.5,0.0,3.0,0.0,31.0,36.0,86.1,3.0,30.0,6.0,0.0,0.0,/en/matches/b31156ab/Newcastle-United-Liverpool-August-27-2023-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-02,Sat,Premier League,Matchweek 4,Away,L 1–3,Newcastle Utd,Brighton,Y,RW,57,0,0,0,0,0,0,0,0,33.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,0.0,19.0,2.0,1.0,1.0,/en/matches/4f754e0a/Brighton-and-Hove-Albion-Newcastle-United-September-2-2023-Premier-League,0.0,0.3333333333333333,0.6041666666666666
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-07,Thu,WCQ,WCQ — CONMEBOL (M),Home,D 0–0,py Paraguay,pe Peru,Y,FW,90,0,0,0,0,3,2,0,0,,,1,,,,,,,,,,,,,,,/en/matches/e29564c5/Paraguay-Peru-September-7-2023-WCQ----CONMEBOL-M,0.5,0.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-12,Tue,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,py Paraguay,ve Venezuela,Y,FW,84,0,0,0,0,5,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6c17b321/Venezuela-Paraguay-September-12-2023-WCQ----CONMEBOL-M,0.0,0.1666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-16,Sat,Premier League,Matchweek 5,Home,W 1–0,Newcastle Utd,Brentford,N,RW,8,0,0,0,0,0,0,0,0,6.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,100.0,0.0,3.0,0.0,1.0,0.0,/en/matches/71b7e5e2/Newcastle-United-Brentford-September-16-2023-Premier-League,1.0,0.1666666666666666,0.53125
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-09-19,Tue,Champions Lg,Group stage,Away,D 0–0,eng Newcastle Utd,it Milan,N,RW,28,0,0,0,0,0,0,0,0,17.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,12.0,75.0,2.0,11.0,2.0,2.0,0.0,/en/matches/19789895/Milan-Newcastle-United-September-19-2023-Champions-League,0.5,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-09-24,Sun,Premier League,Matchweek 6,Away,W 8–0,Newcastle Utd,Sheffield Utd,Y,RW,69,1,0,0,0,3,1,0,0,42.0,2.0,1,3.0,0.4,0.4,0.0,2.0,2.0,24.0,29.0,82.8,3.0,27.0,0.0,1.0,1.0,/en/matches/cf4fef85/Sheffield-United-Newcastle-United-September-24-2023-Premier-League,1.0,0.5,0.3
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-09-27,Wed,EFL Cup,Third round,Home,W 1–0,Newcastle Utd,Manchester City,N,,29,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/ea61505c/Newcastle-United-Manchester-City-September-27-2023-EFL-Cup,1.0,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-09-30,Sat,Premier League,Matchweek 7,Home,W 2–0,Newcastle Utd,Burnley,Y,RW,89,1,0,0,0,1,1,0,0,53.0,2.0,1,0.0,0.1,0.1,0.0,4.0,0.0,28.0,42.0,66.7,7.0,22.0,5.0,4.0,2.0,/en/matches/a79ff136/Newcastle-United-Burnley-September-30-2023-Premier-League,1.0,0.8333333333333334,0.4166666666666667
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-04,Wed,Champions Lg,Group stage,Home,W 4–1,eng Newcastle Utd,fr Paris S-G,Y,RW,70,1,0,0,0,2,1,0,0,25.0,3.0,0,1.0,0.2,0.2,0.0,3.0,1.0,11.0,16.0,68.8,1.0,20.0,2.0,1.0,0.0,/en/matches/4d5a6bf1/Newcastle-United-Paris-Saint-Germain-October-4-2023-Champions-League,1.0,1.0,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2023-10-08,Sun,Premier League,Matchweek 8,Away,D 2–2,Newcastle Utd,West Ham,Y,RW,81,0,0,0,0,1,0,1,0,48.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,43.0,83.7,4.0,35.0,6.0,0.0,0.0,/en/matches/017c9ca5/West-Ham-United-Newcastle-United-October-8-2023-Premier-League,0.5,1.0,0.717948717948718
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2023-10-12,Thu,WCQ,WCQ — CONMEBOL (M),Away,L 0–1,py Paraguay,ar Argentina,Y,FW,85,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/26b9c13c/Argentina-Paraguay-October-12-2023-WCQ----CONMEBOL-M,0.0,0.8333333333333334,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2023-10-17,Tue,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,py Paraguay,bo Bolivia,Y,AM,90,0,0,0,0,2,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/55a75f54/Paraguay-Bolivia-October-17-2023-WCQ----CONMEBOL-M,1.0,0.5,0.5
