,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Match Report
0,2020-09-14,Sun,Matchweek 3,Home,L 0–1,Sheffield Utd,Leeds United,Y,CM,90,47,1,6,32,13,1,47,2,2,100.0,0,0.0,28,327,202,7,5,1,1,1,25,0,/en/matches/51fb894e/Sheffield-United-Leeds-United-September-27-2020-Premier-League
1,2020-09-14,Sun,Matchweek 4,Away,L 1–2,Sheffield Utd,Arsenal,Y,CM,90,57,3,8,33,16,1,57,2,2,100.0,0,0.0,38,247,128,1,2,0,2,0,45,1,/en/matches/09725cb3/Arsenal-Sheffield-United-October-4-2020-Premier-League
2,2020-09-14,Sun,Matchweek 5,Home,D 1–1,Sheffield Utd,Fulham,Y,CM,90,46,1,5,16,26,2,46,3,1,33.3,2,66.7,27,324,204,9,6,2,3,0,28,8,/en/matches/5529e7a0/Sheffield-United-Fulham-October-18-2020-Premier-League
3,2020-09-14,Sat,Matchweek 6,Away,L 1–2,Sheffield Utd,Liverpool,Y,CM,90,52,4,11,22,19,4,51,2,2,100.0,0,0.0,27,210,60,2,0,0,2,0,34,3,/en/matches/0bc8d984/Liverpool-Sheffield-United-October-24-2020-Premier-League
4,2020-09-14,Sat,Matchweek 7,Home,L 0–1,Sheffield Utd,Manchester City,Y,"CM,RM",90,46,3,9,18,20,3,46,6,3,50.0,3,50.0,29,258,124,3,3,2,2,0,25,3,/en/matches/9aadc93d/Sheffield-United-Manchester-City-October-31-2020-Premier-League
5,2020-09-14,Sat,Matchweek 8,Away,L 1–4,Sheffield Utd,Chelsea,Y,CM,90,49,3,10,29,10,2,49,2,1,50.0,1,50.0,22,82,19,0,0,0,3,2,29,3,/en/matches/089916ee/Chelsea-Sheffield-United-November-7-2020-Premier-League
6,2020-09-14,Sun,Matchweek 9,Home,L 0–1,Sheffield Utd,West Ham,Y,CM,90,64,3,8,34,22,2,64,2,0,0.0,2,100.0,43,290,137,3,3,0,1,1,48,1,/en/matches/8ed7d991/Sheffield-United-West-Ham-United-November-22-2020-Premier-League
7,2020-09-14,Sat,Matchweek 10,Away,L 0–1,Sheffield Utd,West Brom,Y,"CM,RM",90,57,5,13,32,15,4,57,4,3,75.0,1,25.0,43,343,191,5,4,2,1,3,44,1,/en/matches/bd68404c/West-Bromwich-Albion-Sheffield-United-November-28-2020-Premier-League
8,2020-09-14,Sun,Matchweek 11,Home,L 1–2,Sheffield Utd,Leicester City,Y,CM,90,35,1,13,13,9,1,35,2,2,100.0,0,0.0,20,193,71,1,1,0,4,1,21,0,/en/matches/c1c08638/Sheffield-United-Leicester-City-December-6-2020-Premier-League
9,2020-09-14,Sun,Matchweek 12,Away,L 0–3,Sheffield Utd,Southampton,Y,"CM,RM",90,32,1,7,12,14,2,32,4,2,50.0,2,50.0,22,120,39,1,1,0,1,2,21,4,/en/matches/9bec56c6/Southampton-Sheffield-United-December-13-2020-Premier-League
10,2020-09-14,Thu,Matchweek 13,Home,L 2–3,Sheffield Utd,Manchester Utd,Y,CM,11,6,0,0,4,2,0,6,1,0,0.0,1,100.0,2,53,0,0,1,0,1,0,3,1,/en/matches/3b3cc5f6/Sheffield-United-Manchester-United-December-17-2020-Premier-League
11,2020-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2020-09-14,Sun,Matchweek 34,Away,L 0–4,Sheffield Utd,Tottenham,N,AM,45,21,0,3,11,7,2,21,0,0,,0,,16,84,43,2,0,0,0,0,18,1,/en/matches/8b2e31ef/Tottenham-Hotspur-Sheffield-United-May-2-2021-Premier-League
13,2020-09-14,Sat,Matchweek 35,Home,L 0–2,Sheffield Utd,Crystal Palace,Y,CM,59,18,0,2,11,6,3,18,1,1,100.0,0,0.0,13,72,18,1,1,1,1,3,16,5,/en/matches/02c409c1/Sheffield-United-Crystal-Palace-May-8-2021-Premier-League
