,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-27,Tue,EFL Cup,Second round,Away,W 2–0,West Ham,Newport County,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9e898faf/Newport-County-West-Ham-United-August-27-2019-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-25,Wed,EFL Cup,Third round,Away,L 0–4,West Ham,Oxford United,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/171578bd/Oxford-United-West-Ham-United-September-25-2019-EFL-Cup,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-28,Sat,Premier League,Matchweek 7,Away,D 2–2,West Ham,Bournemouth,N,GK,57,0,0,0,0,0,0,0,0,23.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,9.5,0.0,14.0,0.0,0.0,0.0,/en/matches/704e536e/Bournemouth-West-Ham-United-September-28-2019-Premier-League,0.5,0.5,0.7142857142857142
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-10-05,Sat,Premier League,Matchweek 8,Home,L 1–2,West Ham,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,61.5,0.0,11.0,0.0,0.0,0.0,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,0.0,0.5,0.5641025641025641
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-10-19,Sat,Premier League,Matchweek 9,Away,L 0–2,West Ham,Everton,Y,GK,90,0,0,0,0,0,0,0,0,42.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,38.0,47.4,0.0,20.0,0.0,0.0,0.0,/en/matches/0fa45675/Everton-West-Ham-United-October-19-2019-Premier-League,0.0,0.1666666666666666,0.3452380952380953
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-26,Sat,Premier League,Matchweek 10,Home,D 1–1,West Ham,Sheffield Utd,Y,GK,90,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,28.0,39.3,0.0,15.0,0.0,0.0,0.0,/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,0.5,0.1666666666666666,0.4761904761904761
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-11-02,Sat,Premier League,Matchweek 11,Home,L 2–3,West Ham,Newcastle Utd,Y,GK,90,0,0,0,0,0,0,0,0,26.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,77.3,0.0,11.0,0.0,0.0,0.0,/en/matches/ac4523c2/West-Ham-United-Newcastle-United-November-2-2019-Premier-League,0.0,0.1666666666666666,0.3809523809523809
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-11-09,Sat,Premier League,Matchweek 12,Away,L 0–3,West Ham,Burnley,Y,GK,90,0,0,0,0,0,0,0,0,51.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,43.0,44.2,0.0,25.0,0.0,0.0,0.0,/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League,0.0,0.1666666666666666,0.141025641025641
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-23,Sat,Premier League,Matchweek 13,Home,L 2–3,West Ham,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,28.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.0,56.0,0.0,13.0,0.0,0.0,0.0,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League,0.0,0.1666666666666666,0.6904761904761906
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-26,Thu,Premier League,Matchweek 19,Away,L 1–2,West Ham,Crystal Palace,Y,GK,90,0,0,0,0,0,0,0,0,29.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,27.0,55.6,0.0,8.0,0.0,0.0,0.0,/en/matches/048fa915/Crystal-Palace-West-Ham-United-December-26-2019-Premier-League,0.0,0.0,0.3928571428571428
