,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2020-09-23,Wed,EFL Cup,Third round,Home,L 0–2,Leicester City,Arsenal,Y,AM,90,0,0,0,0,3.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6d62a0f4/Leicester-City-Arsenal-September-23-2020-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,2020-11-23,Mon,PL2 — Div. 1,Matchweek 9,Home,W 2–1,Leicester City,West Ham,Y,AM,87,2,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/5778ea03/Leicester-City-U23-West-Ham-United-U23-November-23-2020-Premier-League-2----Division-1,1.0,0.5,0.5
2,2,2,2,2,2,2020-12-04,Fri,PL2 — Div. 1,Matchweek 7,Away,L 1–2,Leicester City,Chelsea,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/98ae271a/Chelsea-U23-Leicester-City-U23-December-4-2020-Premier-League-2----Division-1,0.0,0.5,0.5
3,3,3,3,3,3,2020-12-12,Sat,PL2 — Div. 1,Matchweek 11,Away,L 2–5,Leicester City,Southampton,Y,AM,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c7dd99e7/Southampton-U23-Leicester-City-U23-December-12-2020-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,2020-12-18,Fri,PL2 — Div. 1,Matchweek 12,Away,L 1–2,Leicester City,Arsenal,Y,AM,82,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/11bf5011/Arsenal-U23-Leicester-City-U23-December-18-2020-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
5,5,5,5,5,5,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Leicester City,Crystal Palace,N,FW,19,0,0,0,0,1.0,0.0,0,0,14.0,1.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,7.0,11.0,63.6,0.0,8.0,1.0,1.0,0.0,/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League,0.5,0.0,0.3461538461538461
6,6,6,6,6,6,2021-02-06,Sat,Bundesliga,Matchweek 20,Home,W 5–2,Leverkusen,Stuttgart,N,LW,17,1,0,0,0,3.0,2.0,0,0,13.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,0.0,6.0,7.0,85.7,0.0,8.0,1.0,1.0,0.0,/en/matches/3f791652/Bayer-Leverkusen-Stuttgart-February-6-2021-Bundesliga,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,2021-02-13,Sat,Bundesliga,Matchweek 21,Home,D 2–2,Leverkusen,Mainz 05,N,LW,19,0,1,0,0,1.0,0.0,0,0,12.0,0.0,0.0,1.0,0.0,0.0,0.3,1.0,1.0,6.0,8.0,75.0,1.0,8.0,1.0,1.0,0.0,/en/matches/99d32e78/Bayer-Leverkusen-Mainz-05-February-13-2021-Bundesliga,0.5,0.5,0.5
8,8,8,8,8,8,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,L 3–4,de Leverkusen,ch Young Boys,Y,LW,90,0,0,0,0,3.0,1.0,0,0,36.0,2.0,0.0,0.0,0.5,0.5,0.5,2.0,0.0,19.0,26.0,73.1,1.0,23.0,2.0,8.0,6.0,/en/matches/73e641b5/Young-Boys-Bayer-Leverkusen-February-18-2021-Europa-League,0.0,0.6666666666666666,0.5
9,9,9,9,9,9,2021-02-21,Sun,Bundesliga,Matchweek 22,Away,D 1–1,Leverkusen,Augsburg,N,CB,17,0,1,0,0,1.0,0.0,0,0,9.0,0.0,0.0,0.0,0.0,0.0,0.1,2.0,1.0,7.0,8.0,87.5,0.0,9.0,0.0,0.0,0.0,/en/matches/2f2af4c0/Augsburg-Bayer-Leverkusen-February-21-2021-Bundesliga,0.5,0.5,0.5
10,10,10,10,10,10,2021-02-25,Thu,Europa Lg,Round of 32,Neutral,L 0–2,de Leverkusen,ch Young Boys,N,"RM,LM",28,0,0,0,0,0.0,0.0,0,0,22.0,0.0,0.0,0.0,0.0,0.0,0.3,4.0,0.0,13.0,21.0,61.9,0.0,16.0,5.0,2.0,2.0,/en/matches/7f4b1e82/Bayer-Leverkusen-Young-Boys-February-25-2021-Europa-League,0.0,0.3333333333333333,0.5
