,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2023-08-12,Sat,Matchweek 3,Away,L 2–3,Nott'ham Forest,Manchester Utd,N,"On matchday squad, but did not play",/en/matches/70d9b1ab/Manchester-United-Nottingham-Forest-August-26-2023-Premier-League,,,,,,,,,,,,,,,,,
1,2023-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2023-08-12,Sat,Matchweek 8,Away,D 0–0,Nott'ham Forest,Crystal Palace,N,"On matchday squad, but did not play",/en/matches/1828106c/Crystal-Palace-Nottingham-Forest-October-7-2023-Premier-League,,,,,,,,,,,,,,,,,
