,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,2021-08-20,Fri,PL2 — Div. 2,Matchweek 2,Away,W 2–1,Aston Villa,Middlesbrough,N,,40,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/bdae13ea/Middlesbrough-U23-Aston-Villa-U23-August-20-2021-Premier-League-2----Division-2,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,2021-08-24,Tue,EFL Cup,Second round,Away,W 6–0,Aston Villa,Barrow,Y,AM,72,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/c211cfee/Barrow-Aston-Villa-August-24-2021-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2021-08-28,Sat,Premier League,Matchweek 3,Home,D 1–1,Aston Villa,Brentford,Y,CM,62,0,0,0,0,0.0,0.0,0,0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,76.5,1.0,12.0,1.0,1.0,1.0,/en/matches/a08ef96c/Aston-Villa-Brentford-August-28-2021-Premier-League,0.5,0.5,0.619047619047619
3,3,3,3,3,3,3,3,3,3,2021-09-10,Fri,PL2 — Div. 2,Matchweek 4,Away,L 2–4,Aston Villa,Norwich City,Y,FW,71,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0592dc2b/Norwich-City-U23-Aston-Villa-U23-September-10-2021-Premier-League-2----Division-2,0.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,2021-09-22,Wed,EFL Cup,Third round,Away,D 1 (3)–1 (4),Aston Villa,Chelsea,N,,49,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/29251311/Chelsea-Aston-Villa-September-22-2021-EFL-Cup,0.5,0.5,0.5
5,5,5,5,5,5,5,5,5,5,2021-09-27,Mon,PL2 — Div. 2,Matchweek 6,Away,W 8–0,Aston Villa,Stoke City,Y,CM,82,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a4415f57/Stoke-City-U23-Aston-Villa-U23-September-27-2021-Premier-League-2----Division-2,1.0,0.3333333333333333,0.5
6,6,6,6,6,6,6,6,6,6,2021-10-22,Fri,PL2 — Div. 2,Matchweek 9,Home,L 2–3,Aston Villa,Sunderland,Y,DM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/0a3d225d/Aston-Villa-U23-Sunderland-U23-October-22-2021-Premier-League-2----Division-2,0.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,2021-11-22,Mon,PL2 — Div. 2,Matchweek 12,Home,W 4–1,Aston Villa,Burnley,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/60cabdd2/Aston-Villa-U23-Burnley-U23-November-22-2021-Premier-League-2----Division-2,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,2021-12-01,Wed,Premier League,Matchweek 14,Home,L 1–2,Aston Villa,Manchester City,N,AM,24,0,0,0,0,1.0,1.0,0,0,14.0,1.0,0.0,1.0,0.4,0.4,0.0,0.0,0.0,5.0,7.0,71.4,0.0,9.0,1.0,1.0,0.0,/en/matches/1993b7ec/Aston-Villa-Manchester-City-December-1-2021-Premier-League,0.0,0.6666666666666666,0.8888888888888888
9,9,9,9,9,9,9,9,9,9,2021-12-05,Sun,Premier League,Matchweek 15,Home,W 2–1,Aston Villa,Leicester City,N,"FW,LW",13,0,0,0,0,0.0,0.0,0,0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,60.0,0.0,6.0,0.0,1.0,1.0,/en/matches/49cc65ac/Aston-Villa-Leicester-City-December-5-2021-Premier-League,1.0,0.3333333333333333,0.7261904761904763
