,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-07,Sat,Community Shield,FA Community Shield,Neutral,W 1–0,Leicester City,Manchester City,Y,CB,90,0,,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6a1fc101/Leicester-City-Manchester-City-August-7-2021-FA-Community-Shield,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-14,Sat,Premier League,Matchweek 1,Home,W 1–0,Leicester City,Wolves,Y,CB,90,0,0.0,0,0,0.0,0.0,0,0,104.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,87.0,95.0,91.6,1.0,77.0,1.0,1.0,0.0,/en/matches/0b346a62/Leicester-City-Wolverhampton-Wanderers-August-14-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-23,Mon,Premier League,Matchweek 2,Away,L 1–4,Leicester City,West Ham,Y,CB,90,0,0.0,0,0,0.0,0.0,0,0,120.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0,106.0,85.8,1.0,90.0,0.0,0.0,0.0,/en/matches/1d07228e/West-Ham-United-Leicester-City-August-23-2021-Premier-League,0.0,0.5,0.5384615384615384
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-28,Sat,Premier League,Matchweek 3,Away,W 2–1,Leicester City,Norwich City,Y,CB,90,0,0.0,0,0,0.0,0.0,0,0,78.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,66.0,81.8,3.0,42.0,0.0,2.0,2.0,/en/matches/78c685cc/Norwich-City-Leicester-City-August-28-2021-Premier-League,1.0,0.6666666666666666,0.4642857142857143
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-04,Sat,WCQ,First round,Away,W 3–0,tr Türkiye,gi Gibraltar,Y,CB,80,0,0.0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4134164c/Gibraltar-Turkiye-September-4-2021-WCQ----UEFA-M,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-07,Tue,WCQ,First round,Away,L 1–6,tr Türkiye,nl Netherlands,Y,CB,43,0,0.0,0,0,1.0,1.0,2,1,,,1.0,,,,,,,,,,,,,,,/en/matches/3b32eef9/Netherlands-Turkiye-September-7-2021-WCQ----UEFA-M,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-11,Sat,Premier League,Matchweek 4,Home,L 0–1,Leicester City,Manchester City,Y,CB,90,0,0.0,0,0,0.0,0.0,1,0,83.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,56.0,64.0,87.5,2.0,49.0,2.0,0.0,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,0.0,0.6666666666666666,0.7948717948717948
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-16,Thu,Europa Lg,Group stage,Home,D 2–2,eng Leicester City,it Napoli,N,CB,45,0,0.0,0,0,0.0,0.0,1,0,29.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,95.2,1.0,17.0,0.0,0.0,0.0,/en/matches/ca7a900a/Leicester-City-Napoli-September-16-2021-Europa-League,0.5,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-19,Sun,Premier League,Matchweek 5,Away,L 1–2,Leicester City,Brighton,Y,CB,90,0,0.0,0,0,1.0,0.0,0,0,72.0,2.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,58.0,66.0,87.9,4.0,49.0,0.0,0.0,0.0,/en/matches/723f5105/Brighton-and-Hove-Albion-Leicester-City-September-19-2021-Premier-League,0.0,0.1666666666666666,0.7023809523809524
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-09-22,Wed,EFL Cup,Third round,Away,W 2–0,Leicester City,Millwall,Y,CB,90,0,0.0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/70b9eff1/Millwall-Leicester-City-September-22-2021-EFL-Cup,1.0,0.1666666666666666,0.5
