,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-27,Tue,EFL Cup,Second round,Away,W 1–0,Southampton,Fulham,N,,15,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/354cc28f/Fulham-Southampton-August-27-2019-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-31,Sat,Premier League,Matchweek 4,Home,D 1–1,Southampton,Manchester Utd,N,"FW,RM",29,0,0,0,0,0,0,0,0,20.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,14.0,64.3,0.0,8.0,1.0,0.0,0.0,/en/matches/bfd4d929/Southampton-Manchester-United-August-31-2019-Premier-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 1–0,Southampton,Sheffield Utd,N,FW,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,1.0,0.5,0.4880952380952381
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-24,Tue,EFL Cup,Third round,Away,W 4–0,Southampton,Portsmouth,N,,8,0,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/5f8e6b6f/Portsmouth-Southampton-September-24-2019-EFL-Cup,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-28,Sat,Premier League,Matchweek 7,Away,L 1–2,Southampton,Tottenham,N,FW,3,0,0,0,0,0,0,0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/23ec5db0/Tottenham-Hotspur-Southampton-September-28-2019-Premier-League,0.0,0.8333333333333334,0.4880952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-10-06,Sun,Premier League,Matchweek 8,Home,L 1–4,Southampton,Chelsea,Y,LW,72,0,0,0,0,0,0,0,0,22.0,2.0,0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,16.0,43.8,0.0,9.0,0.0,1.0,1.0,/en/matches/078b24d4/Southampton-Chelsea-October-6-2019-Premier-League,0.0,0.6666666666666666,0.6904761904761905
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-10-29,Tue,EFL Cup,Fourth round,Away,L 1–3,Southampton,Manchester City,Y,FW,67,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/dc030e24/Manchester-City-Southampton-October-29-2019-EFL-Cup,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-11-23,Sat,Premier League,Matchweek 13,Away,D 2–2,Southampton,Arsenal,N,FW,18,0,0,0,0,0,0,0,0,14.0,0.0,0,1.0,0.0,0.0,0.2,2.0,0.0,8.0,10.0,80.0,2.0,8.0,0.0,0.0,0.0,/en/matches/19a8b14e/Arsenal-Southampton-November-23-2019-Premier-League,0.5,0.0,0.4047619047619047
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 2–1,Southampton,Watford,N,FW,34,0,0,0,0,2,1,0,0,11.0,0.0,0,0.0,0.8,0.8,0.0,0.0,0.0,3.0,6.0,50.0,0.0,6.0,0.0,0.0,0.0,/en/matches/3f1fdbad/Southampton-Watford-November-30-2019-Premier-League,1.0,0.1666666666666666,0.2976190476190475
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-12-04,Wed,Premier League,Matchweek 15,Home,W 2–1,Southampton,Norwich City,Y,FW,84,0,1,0,0,3,1,0,0,41.0,2.0,0,2.0,0.2,0.2,0.6,3.0,1.0,18.0,27.0,66.7,2.0,22.0,1.0,3.0,1.0,/en/matches/367829b6/Southampton-Norwich-City-December-4-2019-Premier-League,1.0,0.5,0.4523809523809524
