,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,L 1–2,Burnley,Brighton,Y,FW,90,0,0,0,0,3.0,1.0,0,0,29.0,0.0,0.0,0.0,0.1,0.1,0.2,2.0,0.0,11.0,19.0,57.9,4.0,15.0,0.0,2.0,0.0,/en/matches/4eb36e37/Burnley-Brighton-and-Hove-Albion-August-14-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Burnley,Liverpool,Y,FW,74,0,0,0,0,1.0,1.0,0,0,14.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,7.0,11.0,63.6,0.0,3.0,0.0,1.0,1.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,0.0,0.5,0.5357142857142858
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-25,Wed,EFL Cup,Second round,Away,D 0 (4)–0 (3),Burnley,Newcastle Utd,Y,FW,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-29,Sun,Premier League,Matchweek 3,Home,D 1–1,Burnley,Leeds United,Y,FW,90,1,0,0,0,3.0,2.0,0,0,39.0,1.0,0.0,0.0,0.8,0.8,0.1,4.0,0.0,20.0,30.0,66.7,2.0,19.0,1.0,0.0,0.0,/en/matches/2e5db698/Burnley-Leeds-United-August-29-2021-Premier-League,0.5,0.1666666666666666,0.5128205128205128
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-13,Mon,Premier League,Matchweek 4,Away,L 1–3,Burnley,Everton,Y,FW,85,0,0,0,0,3.0,1.0,0,0,34.0,1.0,0.0,2.0,0.4,0.4,0.0,1.0,0.0,12.0,22.0,54.5,2.0,10.0,0.0,1.0,0.0,/en/matches/668b2f97/Everton-Burnley-September-13-2021-Premier-League,0.0,0.3333333333333333,0.7380952380952381
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–1,Burnley,Arsenal,Y,FW,81,0,0,0,0,1.0,0.0,0,0,22.0,1.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,10.0,16.0,62.5,2.0,8.0,0.0,0.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,0.0,0.3333333333333333,0.6666666666666667
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-21,Tue,EFL Cup,Third round,Home,W 4–1,Burnley,Rochdale,N,,14,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/05af5985/Burnley-Rochdale-September-21-2021-EFL-Cup,1.0,0.1666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 2–2,Burnley,Leicester City,Y,FW,90,0,0,0,0,1.0,0.0,0,0,28.0,1.0,0.0,3.0,0.1,0.1,0.0,1.0,0.0,11.0,18.0,61.1,2.0,6.0,1.0,1.0,1.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.3333333333333333,0.3214285714285713
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 0–0,Burnley,Norwich City,Y,FW,79,0,0,0,0,3.0,0.0,1,0,22.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,10.0,16.0,62.5,0.0,12.0,0.0,0.0,0.0,/en/matches/9231df9a/Burnley-Norwich-City-October-2-2021-Premier-League,0.5,0.5,0.0595238095238095
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-09,Sat,Friendlies (M),Friendlies (M),Neutral,W 2–1,nz New Zealand,cw Curaçao,Y*,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c8d8b15c/New-Zealand-Curacao-October-9-2021-Friendlies-M,1.0,0.6666666666666666,0.5
