,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,2022-11-10,Thu,EFL Cup,Third round,Home,W 4–2,Manchester Utd,Aston Villa,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/067d8b49/Manchester-United-Aston-Villa-November-10-2022-EFL-Cup,1.0,0.5,0.5
1,1,1,1,2022-11-17,Thu,Friendlies (M),Friendlies (M),Neutral,D 2–2,sk Slovakia,me Montenegro,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/49f86091/Montenegro-Slovakia-November-17-2022-Friendlies-M,0.5,0.5,0.5
2,2,2,2,2022-11-20,Sun,Friendlies (M),Friendlies (M),Neutral,D 0–0,sk Slovakia,cl Chile,Y,GK,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b0eed346/Slovakia-Chile-November-20-2022-Friendlies-M,0.5,0.5,0.5
3,3,3,3,2022-12-21,Wed,EFL Cup,Fourth round,Home,W 2–0,Manchester Utd,Burnley,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/19231fc9/Manchester-United-Burnley-December-21-2022-EFL-Cup,1.0,0.6666666666666666,0.5
4,4,4,4,2023-01-07,Sat,FA Cup,Third round proper,Away,L 1–2,Newcastle Utd,Sheffield Weds,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b7923c49/Sheffield-Wednesday-Newcastle-United-January-7-2023-FA-Cup,0.0,0.6666666666666666,0.5
5,5,5,5,2023-02-18,Sat,Premier League,Matchweek 24,Home,L 0–2,Newcastle Utd,Liverpool,N,GK,67,0,0,0,0,0.0,0.0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,22.0,86.4,0.0,16.0,0.0,0.0,0.0,/en/matches/2f909763/Newcastle-United-Liverpool-February-18-2023-Premier-League,0.0,0.5,0.5
6,6,6,6,2023-03-23,Thu,Euro Qualifying,Group stage,Home,D 0–0,sk Slovakia,lu Luxembourg,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/882573bd/Slovakia-Luxembourg-March-23-2023-Euro-Qualifying,0.5,0.3333333333333333,0.5
7,7,7,7,2023-03-26,Sun,Euro Qualifying,Group stage,Home,W 2–0,sk Slovakia,ba Bosnia & Herz'na,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/09a0a1f9/Slovakia-Bosnia-and-Herzegovina-March-26-2023-Euro-Qualifying,1.0,0.1666666666666666,0.5
8,8,8,8,2023-05-28,Sun,Premier League,Matchweek 38,Away,D 1–1,Newcastle Utd,Chelsea,Y,GK,90,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,32.0,93.8,0.0,22.0,0.0,0.0,0.0,/en/matches/4f7b1a0d/Chelsea-Newcastle-United-May-28-2023-Premier-League,0.5,0.5,0.5
9,9,9,9,2023-06-17,Sat,Euro Qualifying,Group stage,Away,W 2–1,sk Slovakia,is Iceland,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4b47f729/Iceland-Slovakia-June-17-2023-Euro-Qualifying,1.0,0.6666666666666666,0.5
10,10,10,10,2023-06-20,Tue,Euro Qualifying,Group stage,Away,W 1–0,sk Slovakia,li Liechtenstein,Y,GK,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/326896d1/Liechtenstein-Slovakia-June-20-2023-Euro-Qualifying,1.0,0.8333333333333334,0.5
