,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Wed,EFL Cup,Third round,Home,W 6–0,Chelsea,Barnsley,Y,CB,60,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,Match Report
1,Sat,Premier League,Matchweek 3,Away,D 3–3,Chelsea,West Brom,Y*,CB,72,0,0,0,0,0,0,0,0,91,0,1,0,0.0,0.0,0.0,3,0,80,87,92.0,3,71,0,0,0,Match Report
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,Sat,Premier League,Matchweek 4,Home,W 4–0,Chelsea,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,125,1,2,1,0.0,0.0,0.1,3,0,112,117,95.7,3,75,0,0,0,Match Report
4,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 5–0,br Brazil,bo Bolivia,Y,CB,70,0,0,0,0,0,0,1,0,,,0,,,,,,,,,,,,,,,Match Report
5,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 4–2,br Brazil,pe Peru,Y*,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
6,Tue,Champions Lg,Group stage,Home,D 0–0,eng Chelsea,es Sevilla,Y,CB,90,0,0,0,0,0,0,0,0,64,1,0,2,0.0,0.0,0.0,0,0,54,60,90.0,4,39,0,1,1,Match Report
7,Sat,Premier League,Matchweek 6,Away,D 0–0,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,94,2,2,2,0.0,0.0,0.0,0,0,77,82,93.9,2,54,0,1,0,Match Report
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Sat,Premier League,Matchweek 7,Away,W 3–0,Chelsea,Burnley,Y*,CB,90,0,0,0,0,1,1,0,0,106,1,0,2,0.0,0.0,0.0,1,0,90,97,92.8,4,62,0,0,0,Match Report
10,Wed,Champions Lg,Group stage,Home,W 3–0,eng Chelsea,fr Rennes,Y,CB,67,0,0,0,0,0,0,0,0,76,2,0,2,0.0,0.0,0.0,1,0,62,68,91.2,10,53,0,0,0,Match Report
11,Sat,Premier League,Matchweek 8,Home,W 4–1,Chelsea,Sheffield Utd,Y*,CB,90,1,0,0,0,1,1,0,0,124,1,0,1,0.3,0.3,0.0,0,0,104,118,88.1,2,92,0,0,0,Match Report
12,Fri,WCQ,WCQ — CONMEBOL (M),Home,W 1–0,br Brazil,ve Venezuela,Y*,CB,90,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
13,Tue,WCQ,WCQ — CONMEBOL (M),Away,W 2–0,br Brazil,uy Uruguay,Y*,CB,90,0,0,0,0,0,0,0,0,,,2,,,,,,,,,,,,,,,Match Report
