,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-14,Sat,Premier League,Matchweek 1,Away,L 1–3,Southampton,Everton,Y,CM,79,0,0,0,0,1,0,0,0,55.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,30.0,45.0,66.7,5.0,32.0,0.0,0.0,0.0,/en/matches/c99ebbf5/Everton-Southampton-August-14-2021-Premier-League,0.0,0.5,0.5476190476190477
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,D 1–1,Southampton,Manchester Utd,Y,CM,90,0,0,0,0,0,0,0,0,59.0,6.0,0,3.0,0.0,0.0,0.0,0.0,0.0,25.0,36.0,69.4,2.0,14.0,1.0,1.0,0.0,/en/matches/345b3989/Southampton-Manchester-United-August-22-2021-Premier-League,0.5,0.5,0.5833333333333333
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-28,Sat,Premier League,Matchweek 3,Away,D 2–2,Southampton,Newcastle Utd,Y,CM,87,0,0,0,0,1,0,0,0,90.0,2.0,0,1.0,0.1,0.1,0.0,4.0,0.0,69.0,79.0,87.3,7.0,51.0,4.0,2.0,1.0,/en/matches/d81af076/Newcastle-United-Southampton-August-28-2021-Premier-League,0.5,0.5,0.3461538461538461
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Home,D 0–0,Southampton,West Ham,Y,DM,52,0,0,0,0,0,0,1,0,33.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,21.0,28.0,75.0,3.0,23.0,2.0,1.0,1.0,/en/matches/ddff1858/Southampton-West-Ham-United-September-11-2021-Premier-League,0.5,0.3333333333333333,0.7051282051282051
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-18,Sat,Premier League,Matchweek 5,Away,D 0–0,Southampton,Manchester City,Y,"CM,DM",90,0,0,0,0,0,0,0,0,46.0,3.0,2,0.0,0.0,0.0,0.0,2.0,0.0,35.0,40.0,87.5,4.0,21.0,0.0,0.0,0.0,/en/matches/1576c578/Manchester-City-Southampton-September-18-2021-Premier-League,0.5,0.5,0.7976190476190476
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-21,Tue,EFL Cup,Third round,Away,D 2 (4)–2 (2),Southampton,Sheffield Utd,Y*,DM,120,0,1,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/0d6f7957/Sheffield-United-Southampton-September-21-2021-EFL-Cup,0.5,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-26,Sun,Premier League,Matchweek 6,Home,L 0–1,Southampton,Wolves,Y,"CM,CB",90,0,0,0,0,1,0,0,0,90.0,1.0,3,1.0,0.0,0.0,0.2,5.0,0.0,68.0,82.0,82.9,10.0,52.0,1.0,0.0,0.0,/en/matches/d99f984c/Southampton-Wolverhampton-Wanderers-September-26-2021-Premier-League,0.0,0.5,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-10-02,Sat,Premier League,Matchweek 7,Away,L 1–3,Southampton,Chelsea,Y,"CB,CM",90,0,0,0,0,0,0,1,0,50.0,4.0,3,4.0,0.0,0.0,0.0,1.0,0.0,30.0,36.0,83.3,3.0,23.0,0.0,2.0,2.0,/en/matches/a6466617/Chelsea-Southampton-October-2-2021-Premier-League,0.0,0.3333333333333333,0.4047619047619047
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 1–0,Southampton,Leeds United,Y*,CM,90,0,0,0,0,0,0,0,0,44.0,3.0,2,0.0,0.0,0.0,0.0,2.0,0.0,34.0,41.0,82.9,3.0,25.0,0.0,1.0,0.0,/en/matches/8bde822c/Southampton-Leeds-United-October-16-2021-Premier-League,1.0,0.1666666666666666,0.6071428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-23,Sat,Premier League,Matchweek 9,Home,D 2–2,Southampton,Burnley,Y*,CM,90,0,0,0,0,0,0,0,0,74.0,1.0,0,1.0,0.0,0.0,0.1,2.0,0.0,55.0,65.0,84.6,8.0,48.0,1.0,0.0,0.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.3333333333333333,0.4285714285714285
