,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2021-08-13,Fri,Premier League,Matchweek 1,Away,L 0–2,Arsenal,Brentford,Y,CB,90,0,0,0,0,1,0,0,0,72.0,1.0,1,0.0,0.1,0.1,0.0,1.0,0.0,50.0,60.0,83.3,7.0,48.0,0.0,0.0,0.0,/en/matches/3adf2aa7/Brentford-Arsenal-August-13-2021-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Home,L 0–2,Arsenal,Chelsea,Y,CB,90,0,0,0,0,0,0,1,0,48.0,4.0,2,5.0,0.0,0.0,0.1,1.0,0.0,29.0,32.0,90.6,2.0,20.0,0.0,0.0,0.0,/en/matches/93954213/North-West-London-Derby-Arsenal-Chelsea-August-22-2021-Premier-League,0.0,0.5,0.5357142857142857
2,2,2,2,2,2,2,2021-09-22,Wed,EFL Cup,Third round,Home,W 3–0,Arsenal,AFC Wimbledon,Y,CB,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/ea446884/Arsenal-AFC-Wimbledon-September-22-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,2022-02-06,Sun,Serie A,Matchweek 24,Home,W 2–0,Udinese,Torino,Y,CB,90,0,0,0,0,0,0,0,0,49.0,1.0,0,0.0,0.0,0.0,0.0,2.0,0.0,17.0,40.0,42.5,2.0,10.0,0.0,0.0,0.0,/en/matches/94b5ad10/Udinese-Torino-February-6-2022-Serie-A,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,2022-02-13,Sun,Serie A,Matchweek 25,Away,L 0–4,Udinese,Hellas Verona,Y,CB,90,0,0,0,0,0,0,0,0,71.0,2.0,1,1.0,0.0,0.0,0.0,0.0,0.0,42.0,63.0,66.7,0.0,38.0,0.0,0.0,0.0,/en/matches/6e7906d8/Hellas-Verona-Udinese-February-13-2022-Serie-A,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,2022-02-20,Sun,Serie A,Matchweek 26,Home,D 1–1,Udinese,Lazio,Y,CB,90,0,0,0,0,0,0,0,0,65.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,48.0,60.0,80.0,2.0,44.0,0.0,0.0,0.0,/en/matches/3f1bbbcd/Udinese-Lazio-February-20-2022-Serie-A,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,2022-02-25,Fri,Serie A,Matchweek 27,Away,D 1–1,Udinese,Milan,Y,CB,90,0,0,0,0,0,0,0,0,46.0,0.0,2,0.0,0.0,0.0,0.0,2.0,0.0,23.0,34.0,67.6,1.0,13.0,0.0,0.0,0.0,/en/matches/cac946ce/Milan-Udinese-February-25-2022-Serie-A,0.5,0.5,0.5
7,7,7,7,7,7,7,2022-03-05,Sat,Serie A,Matchweek 28,Home,W 2–1,Udinese,Sampdoria,Y,CB,90,0,0,0,0,0,0,0,0,57.0,0.0,2,3.0,0.0,0.0,0.0,0.0,0.0,27.0,43.0,62.8,3.0,16.0,0.0,0.0,0.0,/en/matches/3f122955/Udinese-Sampdoria-March-5-2022-Serie-A,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,2022-03-13,Sun,Serie A,Matchweek 29,Home,D 1–1,Udinese,Roma,Y,CB,90,0,0,0,0,2,1,0,0,36.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,16.0,30.0,53.3,0.0,18.0,0.0,0.0,0.0,/en/matches/0d7c78dc/Udinese-Roma-March-13-2022-Serie-A,0.5,0.6666666666666666,0.5
9,9,9,9,9,9,9,2022-03-19,Sat,Serie A,Matchweek 30,Away,L 1–2,Udinese,Napoli,Y,CB,81,0,0,0,0,1,1,0,1,47.0,3.0,2,3.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,56.3,1.0,17.0,0.0,0.0,0.0,/en/matches/c6500034/Napoli-Udinese-March-19-2022-Serie-A,0.0,0.6666666666666666,0.5
