,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Match Report
0,2019-08-17,Sat,Matchweek 4,Home,L 0–3,Burnley,Liverpool,N,"On matchday squad, but did not play",/en/matches/af072d61/Burnley-Liverpool-August-31-2019-Premier-League,,,,,,,,,,,,,,,,
1,2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
2,2019-08-17,Sat,Matchweek 6,Home,W 2–0,Burnley,Norwich City,N,"On matchday squad, but did not play",/en/matches/f97b0ce8/Burnley-Norwich-City-September-21-2019-Premier-League,,,,,,,,,,,,,,,,
3,2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
4,2019-08-17,Sat,Matchweek 8,Home,W 1–0,Burnley,Everton,N,LB,36,20,17,3,0,0,0,1,3,0,0,0,0,16,0,0,/en/matches/2f9439d0/Burnley-Everton-October-5-2019-Premier-League
5,2019-08-17,Sat,Matchweek 9,Away,L 1–2,Burnley,Leicester City,N,"On matchday squad, but did not play",/en/matches/3529c097/Leicester-City-Burnley-October-19-2019-Premier-League,,,,,,,,,,,,,,,,
6,2019-08-17,Sat,Matchweek 10,Home,L 2–4,Burnley,Chelsea,N,"On matchday squad, but did not play",/en/matches/082dc9ef/Burnley-Chelsea-October-26-2019-Premier-League,,,,,,,,,,,,,,,,
7,2019-08-17,Sat,Matchweek 11,Away,L 0–3,Burnley,Sheffield Utd,N,LB,45,24,17,7,0,0,0,3,7,0,0,0,0,19,0,1,/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League
8,2019-08-17,Sat,Matchweek 12,Home,W 3–0,Burnley,West Ham,Y,LB,90,43,30,13,0,0,0,1,13,0,0,0,0,35,0,0,/en/matches/559f666e/Burnley-West-Ham-United-November-9-2019-Premier-League
9,2019-08-17,Sat,Matchweek 13,Away,W 3–0,Burnley,Watford,Y,LB,90,46,37,9,1,0,0,4,8,0,0,0,0,28,0,3,/en/matches/d4aea4c0/Watford-Burnley-November-23-2019-Premier-League
10,2019-08-17,Sat,Matchweek 14,Home,L 0–2,Burnley,Crystal Palace,Y,LB,35,22,13,9,0,0,0,0,9,0,0,0,0,17,0,0,/en/matches/86428aca/Burnley-Crystal-Palace-November-30-2019-Premier-League
11,2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,,
12,2019-08-17,Sat,Matchweek 18,Away,W 1–0,Burnley,Bournemouth,Y,LB,90,37,22,15,1,0,0,3,14,0,0,0,0,25,0,0,/en/matches/e8b74ca0/Bournemouth-Burnley-December-21-2019-Premier-League
13,2019-08-17,Thu,Matchweek 19,Away,L 0–1,Burnley,Everton,Y,LB,90,32,27,5,0,0,0,1,5,0,0,0,0,19,0,0,/en/matches/b23c6c90/Everton-Burnley-December-26-2019-Premier-League
14,2019-08-17,Sat,Matchweek 20,Home,L 0–2,Burnley,Manchester Utd,Y,LB,90,50,42,8,0,0,0,5,8,0,0,0,0,29,0,2,/en/matches/f66bbb03/Burnley-Manchester-United-December-28-2019-Premier-League
15,2019-08-17,Wed,Matchweek 21,Home,L 1–2,Burnley,Aston Villa,Y,LB,90,80,61,18,0,0,0,14,18,0,0,0,0,64,1,2,/en/matches/ac409026/Burnley-Aston-Villa-January-1-2020-Premier-League
16,2019-08-17,Sat,Matchweek 22,Away,L 0–3,Burnley,Chelsea,Y,LB,90,30,22,7,0,0,0,1,7,0,0,0,0,24,1,1,/en/matches/17a5a8ef/Chelsea-Burnley-January-11-2020-Premier-League
17,2019-08-17,Sun,Matchweek 23,Home,W 2–1,Burnley,Leicester City,Y,LB,90,63,44,19,0,0,0,3,19,0,0,0,0,46,0,3,/en/matches/bd102a2b/Burnley-Leicester-City-January-19-2020-Premier-League
18,2019-08-17,Wed,Matchweek 24,Away,W 2–0,Burnley,Manchester Utd,Y,LB,90,51,35,15,1,0,0,3,14,0,0,0,0,27,1,0,/en/matches/709e2aa4/Manchester-United-Burnley-January-22-2020-Premier-League
19,2019-08-17,Sun,Matchweek 25,Home,D 0–0,Burnley,Arsenal,Y,LB,90,56,39,16,0,0,0,5,16,0,0,0,0,43,1,2,/en/matches/a6b40849/Burnley-Arsenal-February-2-2020-Premier-League
20,2019-08-17,Sat,Matchweek 26,Away,W 2–1,Burnley,Southampton,Y,LB,90,67,45,22,0,0,0,5,22,0,0,0,0,39,0,4,/en/matches/738ade70/Southampton-Burnley-February-15-2020-Premier-League
21,2019-08-17,Sat,Matchweek 27,Home,W 3–0,Burnley,Bournemouth,Y,LB,90,52,43,9,0,0,0,6,9,0,0,0,0,27,0,6,/en/matches/bcdc3fb0/Burnley-Bournemouth-February-22-2020-Premier-League
22,2019-08-17,Sat,Matchweek 28,Away,D 0–0,Burnley,Newcastle Utd,Y,LB,90,47,35,12,0,0,0,4,12,0,0,0,0,29,0,3,/en/matches/5d623dc0/Newcastle-United-Burnley-February-29-2020-Premier-League
23,2019-08-17,Sat,Matchweek 29,Home,D 1–1,Burnley,Tottenham,Y,LB,90,62,47,15,2,0,1,8,13,0,0,0,0,47,0,0,/en/matches/1b4c17ec/Burnley-Tottenham-Hotspur-March-7-2020-Premier-League
24,2019-08-17,Mon,Matchweek 30,Away,L 0–5,Burnley,Manchester City,Y,LB,90,41,31,10,2,0,1,0,8,0,0,0,0,33,0,0,/en/matches/b1d3ebde/Manchester-City-Burnley-June-22-2020-Premier-League
25,2019-08-17,Thu,Matchweek 31,Home,W 1–0,Burnley,Watford,Y,LB,90,46,34,12,1,0,1,2,11,0,0,0,0,33,0,0,/en/matches/965fbb94/Burnley-Watford-June-25-2020-Premier-League
26,2019-08-17,Mon,Matchweek 32,Away,W 1–0,Burnley,Crystal Palace,Y,LB,90,55,44,11,0,0,0,4,11,0,0,0,0,42,0,2,/en/matches/d7661a5f/Crystal-Palace-Burnley-June-29-2020-Premier-League
27,2019-08-17,Sun,Matchweek 33,Home,D 1–1,Burnley,Sheffield Utd,Y,LB,90,54,41,13,1,0,0,4,12,0,0,0,0,38,0,1,/en/matches/c2378113/Burnley-Sheffield-United-July-5-2020-Premier-League
28,2019-08-17,Wed,Matchweek 34,Away,W 1–0,Burnley,West Ham,Y,LB,90,54,37,17,0,0,0,8,17,0,0,0,0,44,0,1,/en/matches/5c57bea6/West-Ham-United-Burnley-July-8-2020-Premier-League
29,2019-08-17,Sat,Matchweek 35,Away,D 1–1,Burnley,Liverpool,Y,LB,90,26,17,9,0,0,0,2,9,0,0,0,0,11,0,1,/en/matches/267d7e78/Liverpool-Burnley-July-11-2020-Premier-League
30,2019-08-17,Wed,Matchweek 36,Home,D 1–1,Burnley,Wolves,Y,LB,29,17,12,4,0,0,0,1,4,0,0,0,0,12,1,0,/en/matches/a7c5d31f/Burnley-Wolverhampton-Wanderers-July-15-2020-Premier-League
