,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,2023-02-25,Sat,Premier League,Matchweek 25,Home,L 1–4,Bournemouth,Manchester City,N,CM,32,0,0,0,0,0,0,0,0,18.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,100.0,2.0,11.0,2.0,1.0,0.0,/en/matches/e731c1dd/Bournemouth-Manchester-City-February-25-2023-Premier-League,0.0,0.5,0.5
11,11,11,11,11,11,11,2023-03-04,Sat,Premier League,Matchweek 26,Away,L 2–3,Bournemouth,Arsenal,Y,CM,70,0,1,0,0,0,0,0,0,24.0,1.0,2,4.0,0.0,0.0,0.2,3.0,2.0,7.0,10.0,70.0,2.0,9.0,0.0,1.0,0.0,/en/matches/3e9a33fc/Arsenal-Bournemouth-March-4-2023-Premier-League,0.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,2023-03-11,Sat,Premier League,Matchweek 27,Home,W 1–0,Bournemouth,Liverpool,Y,CM,90,0,0,0,0,0,0,0,0,36.0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,24.0,31.0,77.4,0.0,16.0,0.0,2.0,2.0,/en/matches/d376dff8/Bournemouth-Liverpool-March-11-2023-Premier-League,1.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,2023-03-18,Sat,Premier League,Matchweek 28,Away,L 0–3,Bournemouth,Aston Villa,Y,CM,58,0,0,0,0,0,0,0,0,20.0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.0,15.0,18.0,83.3,0.0,15.0,0.0,4.0,4.0,/en/matches/88981274/Aston-Villa-Bournemouth-March-18-2023-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,2023-04-01,Sat,Premier League,Matchweek 29,Home,W 2–1,Bournemouth,Fulham,Y,CM,71,0,0,0,0,0,0,0,0,37.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,68.8,4.0,18.0,0.0,1.0,1.0,/en/matches/f64320c3/Bournemouth-Fulham-April-1-2023-Premier-League,1.0,0.3333333333333333,0.5
15,15,15,15,15,15,15,2023-04-08,Sat,Premier League,Matchweek 30,Away,W 1–0,Bournemouth,Leicester City,Y,DM,58,0,0,0,0,1,0,1,0,44.0,1.0,0,1.0,0.1,0.1,0.5,6.0,0.0,30.0,37.0,81.1,2.0,25.0,1.0,3.0,3.0,/en/matches/72ca7930/Leicester-City-Bournemouth-April-8-2023-Premier-League,1.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,2023-04-15,Sat,Premier League,Matchweek 31,Away,W 3–2,Bournemouth,Tottenham,Y,CM,90,0,0,0,0,0,0,0,0,56.0,2.0,1,0.0,0.0,0.0,0.0,0.0,0.0,44.0,49.0,89.8,3.0,30.0,1.0,1.0,1.0,/en/matches/bfc49d95/Tottenham-Hotspur-Bournemouth-April-15-2023-Premier-League,1.0,0.6666666666666666,0.5
17,17,17,17,17,17,17,2023-04-23,Sun,Premier League,Matchweek 32,Home,L 0–4,Bournemouth,West Ham,Y,CM,45,0,0,0,0,0,0,0,0,45.0,1.0,0,0.0,0.0,0.0,0.1,2.0,0.0,40.0,43.0,93.0,4.0,34.0,3.0,0.0,0.0,/en/matches/3306d30f/Bournemouth-West-Ham-United-April-23-2023-Premier-League,0.0,1.0,0.5
18,18,18,18,18,18,18,2023-04-27,Thu,Premier League,Matchweek 33,Away,W 1–0,Bournemouth,Southampton,Y,CM,90,0,0,0,0,1,1,0,0,64.0,5.0,2,4.0,0.0,0.0,0.0,4.0,0.0,44.0,52.0,84.6,3.0,25.0,2.0,2.0,2.0,/en/matches/ccabe10f/Southampton-Bournemouth-April-27-2023-Premier-League,1.0,0.6666666666666666,0.5
19,19,19,19,19,19,19,2023-04-30,Sun,Premier League,Matchweek 34,Home,W 4–1,Bournemouth,Leeds United,Y,DM,72,0,0,0,0,0,0,0,0,40.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,29.0,36.0,80.6,1.0,19.0,2.0,0.0,0.0,/en/matches/0b0733ce/Bournemouth-Leeds-United-April-30-2023-Premier-League,1.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,2023-05-06,Sat,Premier League,Matchweek 35,Home,L 1–3,Bournemouth,Chelsea,Y,DM,58,0,0,0,0,0,0,0,0,26.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,23.0,82.6,2.0,16.0,1.0,1.0,0.0,/en/matches/6116824f/Bournemouth-Chelsea-May-6-2023-Premier-League,0.0,0.6666666666666666,0.5
21,21,21,21,21,21,21,2023-05-13,Sat,Premier League,Matchweek 36,Away,L 0–2,Bournemouth,Crystal Palace,Y,"DM,CM",80,0,0,0,0,0,0,0,0,34.0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,28.0,31.0,90.3,2.0,23.0,0.0,1.0,1.0,/en/matches/a4ffd11f/Crystal-Palace-Bournemouth-May-13-2023-Premier-League,0.0,0.6666666666666666,0.5
