,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2021-08-14,Sat,Premier League,Matchweek 1,Home,L 1–2,Burnley,Brighton,Y,LB,90,0,0,0,0,0,0,0,0,65.0,1.0,3,0.0,0.0,0.0,0.1,4.0,1.0,35.0,54.0,64.8,4.0,30.0,1.0,1.0,1.0,/en/matches/4eb36e37/Burnley-Brighton-and-Hove-Albion-August-14-2021-Premier-League,0.0,0.5
1,1,2021-08-21,Sat,Premier League,Matchweek 2,Away,L 0–2,Burnley,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,59.0,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,28.0,45.0,62.2,1.0,11.0,2.0,1.0,0.0,/en/matches/94d9dac0/Liverpool-Burnley-August-21-2021-Premier-League,0.0,0.5
2,2,2021-08-25,Wed,EFL Cup,Second round,Away,D 0 (4)–0 (3),Burnley,Newcastle Utd,N,,32,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/365a59d7/Newcastle-United-Burnley-August-25-2021-EFL-Cup,0.5,0.5
3,3,2021-08-29,Sun,Premier League,Matchweek 3,Home,D 1–1,Burnley,Leeds United,Y,LB,90,0,0,0,0,0,0,0,0,50.0,4.0,2,2.0,0.0,0.0,0.0,0.0,0.0,25.0,33.0,75.8,3.0,18.0,4.0,2.0,2.0,/en/matches/2e5db698/Burnley-Leeds-United-August-29-2021-Premier-League,0.5,0.16666666666666666
4,4,2021-09-13,Mon,Premier League,Matchweek 4,Away,L 1–3,Burnley,Everton,Y,LB,90,0,0,0,0,0,0,0,0,66.0,0.0,3,1.0,0.0,0.0,0.1,5.0,1.0,39.0,54.0,72.2,2.0,27.0,1.0,2.0,1.0,/en/matches/668b2f97/Everton-Burnley-September-13-2021-Premier-League,0.0,0.3333333333333333
5,5,2021-09-18,Sat,Premier League,Matchweek 5,Home,L 0–1,Burnley,Arsenal,Y,LB,90,0,0,0,0,0,0,0,0,70.0,2.0,2,0.0,0.0,0.0,0.0,3.0,0.0,37.0,61.0,60.7,4.0,35.0,3.0,0.0,0.0,/en/matches/a427debc/Burnley-Arsenal-September-18-2021-Premier-League,0.0,0.3333333333333333
6,6,2021-09-25,Sat,Premier League,Matchweek 6,Away,D 2–2,Burnley,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,61.0,2.0,4,2.0,0.0,0.0,0.0,0.0,0.0,30.0,40.0,75.0,3.0,18.0,0.0,1.0,0.0,/en/matches/2d61f328/Leicester-City-Burnley-September-25-2021-Premier-League,0.5,0.16666666666666666
7,7,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 0–0,Burnley,Norwich City,Y,LB,90,0,0,0,0,0,0,0,0,79.0,1.0,2,2.0,0.0,0.0,0.5,5.0,0.0,50.0,69.0,72.5,7.0,40.0,1.0,2.0,2.0,/en/matches/9231df9a/Burnley-Norwich-City-October-2-2021-Premier-League,0.5,0.16666666666666666
8,8,2021-10-23,Sat,Premier League,Matchweek 9,Away,D 2–2,Burnley,Southampton,Y,LB,90,0,0,0,0,0,0,0,0,59.0,0.0,4,3.0,0.0,0.0,0.0,0.0,0.0,32.0,43.0,74.4,1.0,15.0,0.0,2.0,2.0,/en/matches/d5164fbe/Southampton-Burnley-October-23-2021-Premier-League,0.5,0.3333333333333333
9,9,2021-10-30,Sat,Premier League,Matchweek 10,Home,W 3–1,Burnley,Brentford,Y,LB,90,0,1,0,0,1,0,0,0,62.0,1.0,5,1.0,0.0,0.0,0.4,2.0,1.0,31.0,47.0,66.0,1.0,33.0,1.0,3.0,0.0,/en/matches/c8915e9e/Burnley-Brentford-October-30-2021-Premier-League,1.0,0.5
10,10,2021-11-06,Sat,Premier League,Matchweek 11,Away,D 1–1,Burnley,Chelsea,Y,LB,90,0,0,0,0,0,0,0,0,56.0,0.0,5,5.0,0.0,0.0,0.0,0.0,0.0,32.0,40.0,80.0,7.0,28.0,2.0,0.0,0.0,/en/matches/316c0296/Chelsea-Burnley-November-6-2021-Premier-League,0.5,0.6666666666666666
