,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-02,Thu,UEFA Nations League,League C,Home,L 0–1,nir Northern Ireland,gr Greece,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/dc9d54cb/Northern-Ireland-Greece-June-2-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-05,Sun,UEFA Nations League,League C,Away,D 0–0,nir Northern Ireland,cy Cyprus,Y,CB,90,0,0,0,0,1,0,1,0,,,0,,,,,,,,,,,,,,,/en/matches/09092853/Cyprus-Northern-Ireland-June-5-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-09,Thu,UEFA Nations League,League C,Away,L 2–3,nir Northern Ireland,xk Kosovo,Y,CB,90,0,0,0,0,1,0,0,0,,,2,,,,,,,,,,,,,,,/en/matches/d5220cb3/Kosovo-Northern-Ireland-June-9-2022-UEFA-Nations-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-06-12,Sun,UEFA Nations League,League C,Home,D 2–2,nir Northern Ireland,cy Cyprus,Y,CB,90,1,0,0,0,1,1,0,0,,,0,,,,,,,,,,,,,,,/en/matches/16aa0b77/Northern-Ireland-Cyprus-June-12-2022-UEFA-Nations-League,0.5,0.1666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-07,Sun,Premier League,Matchweek 1,Home,D 2–2,Leicester City,Brentford,Y*,CB,90,0,0,0,0,0,0,0,0,71.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,63.0,96.8,0.0,46.0,1.0,0.0,0.0,/en/matches/3249ba27/Leicester-City-Brentford-August-7-2022-Premier-League,0.5,0.3333333333333333,0.5625
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 2–4,Leicester City,Arsenal,Y*,CB,90,0,0,0,0,0,0,0,0,66.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,62.0,90.3,0.0,52.0,0.0,0.0,0.0,/en/matches/7483b97f/Arsenal-Leicester-City-August-13-2022-Premier-League,0.0,0.3333333333333333,0.5666666666666667
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-20,Sat,Premier League,Matchweek 3,Home,L 1–2,Leicester City,Southampton,Y*,CB,90,0,0,0,0,0,0,0,0,106.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,86.0,99.0,86.9,12.0,78.0,1.0,0.0,0.0,/en/matches/02efd4d1/Leicester-City-Southampton-August-20-2022-Premier-League,0.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 1–2,Leicester City,Chelsea,Y*,CB,90,0,0,0,0,0,0,0,0,80.0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,66.0,71.0,93.0,3.0,30.0,0.0,0.0,0.0,/en/matches/b737a3a7/Chelsea-Leicester-City-August-27-2022-Premier-League,0.0,0.1666666666666666,0.5111111111111111
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-01,Thu,Premier League,Matchweek 5,Home,L 0–1,Leicester City,Manchester Utd,Y*,CB,90,0,0,0,0,0,0,0,0,106.0,2.0,7,1.0,0.0,0.0,0.0,0.0,0.0,80.0,93.0,86.0,2.0,50.0,0.0,0.0,0.0,/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League,0.0,0.0,0.6904761904761905
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-04,Sun,Premier League,Matchweek 6,Away,L 2–5,Leicester City,Brighton,Y*,CB,90,0,0,0,0,0,0,0,0,74.0,1.0,3,1.0,0.0,0.0,0.0,0.0,0.0,57.0,65.0,87.7,2.0,45.0,0.0,0.0,0.0,/en/matches/42d5b3b1/Brighton-and-Hove-Albion-Leicester-City-September-4-2022-Premier-League,0.0,0.0,0.6555555555555556
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-09-17,Sat,Premier League,Matchweek 8,Away,L 2–6,Leicester City,Tottenham,Y*,CB,90,0,0,0,0,0,0,0,0,95.0,2.0,1,1.0,0.0,0.0,0.0,1.0,0.0,79.0,85.0,92.9,4.0,64.0,1.0,0.0,0.0,/en/matches/99e44c16/Tottenham-Hotspur-Leicester-City-September-17-2022-Premier-League,0.0,0.0,0.7333333333333335
