,Date,Day,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Match Report
0,2019-08-17,Sat,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,N,FW,32,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League
1,2019-08-17,Mon,Matchweek 5,Home,D 0–0,Aston Villa,West Ham,N,RW,6,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,/en/matches/b26df467/Aston-Villa-West-Ham-United-September-16-2019-Premier-League
2,2019-08-17,Sun,Matchweek 6,Away,L 2–3,Aston Villa,Arsenal,N,"On matchday squad, but did not play",/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League,,,,,,,,,,,,,,,,,
3,2019-08-17,Sat,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,N,FW,3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/37a51188/Aston-Villa-Burnley-September-28-2019-Premier-League
4,2019-08-17,Sat,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,N,"On matchday squad, but did not play",/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,,,,,,,,,,,,,,,,,
5,2019-08-17,Sat,Matchweek 9,Home,W 2–1,Aston Villa,Brighton,N,FW,15,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/34685c72/Aston-Villa-Brighton-and-Hove-Albion-October-19-2019-Premier-League
6,2019-08-17,Sat,Matchweek 10,Away,L 0–3,Aston Villa,Manchester City,N,FW,20,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/e0a4db2d/Manchester-City-Aston-Villa-October-26-2019-Premier-League
7,2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2019-08-17,Sat,Matchweek 25,Away,L 1–2,Aston Villa,Bournemouth,N,FW,33,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,/en/matches/db21a88a/Bournemouth-Aston-Villa-February-1-2020-Premier-League
9,2019-08-17,,,,,,,,,,,,,,,,,,,,,,,,,,
10,2019-08-17,Mon,Matchweek 29,Away,L 0–4,Aston Villa,Leicester City,N,FW,24,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/76f492dc/Leicester-City-Aston-Villa-March-9-2020-Premier-League
11,2019-08-17,Wed,Matchweek 28,Home,D 0–0,Aston Villa,Sheffield Utd,Y,FW,68,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,/en/matches/18961bf7/Aston-Villa-Sheffield-United-June-17-2020-Premier-League
12,2019-08-17,Sun,Matchweek 30,Home,L 1–2,Aston Villa,Chelsea,Y,FW,56,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/827d4651/Aston-Villa-Chelsea-June-21-2020-Premier-League
13,2019-08-17,Wed,Matchweek 31,Away,D 1–1,Aston Villa,Newcastle Utd,N,FW,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/66027e20/Newcastle-United-Aston-Villa-June-24-2020-Premier-League
14,2019-08-17,Sat,Matchweek 32,Home,L 0–1,Aston Villa,Wolves,Y,FW,81,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,/en/matches/b4483d72/Aston-Villa-Wolverhampton-Wanderers-June-27-2020-Premier-League
15,2019-08-17,Sun,Matchweek 33,Away,L 0–2,Aston Villa,Liverpool,Y,FW,73,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,/en/matches/c2481cad/Liverpool-Aston-Villa-July-5-2020-Premier-League
16,2019-08-17,Thu,Matchweek 34,Home,L 0–3,Aston Villa,Manchester Utd,N,FW,32,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/61422f26/Aston-Villa-Manchester-United-July-9-2020-Premier-League
17,2019-08-17,Sun,Matchweek 35,Home,W 2–0,Aston Villa,Crystal Palace,N,FW,11,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/b30bf2e8/Aston-Villa-Crystal-Palace-July-12-2020-Premier-League
18,2019-08-17,Thu,Matchweek 36,Away,D 1–1,Aston Villa,Everton,N,FW,27,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/f855bc55/Everton-Aston-Villa-July-16-2020-Premier-League
19,2019-08-17,Tue,Matchweek 37,Home,W 1–0,Aston Villa,Arsenal,N,FW,19,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,/en/matches/ca0b21bc/Aston-Villa-Arsenal-July-21-2020-Premier-League
20,2019-08-17,Sun,Matchweek 38,Away,D 1–1,Aston Villa,West Ham,N,FW,23,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,/en/matches/a3f59c8e/West-Ham-United-Aston-Villa-July-26-2020-Premier-League
