,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2022-08-13,Sat,Premier League,Matchweek 2,Away,D 2–2,Leeds United,Southampton,N,DM,3,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,2.0,0.0,0.0,0.0,/en/matches/54b33a13/Southampton-Leeds-United-August-13-2022-Premier-League,0.5,0.5,0.4999999999999999
1,1,1,1,1,1,1,1,1,1,1,1,2022-08-15,Mon,PL2 — Div. 2,Matchweek 2,Home,D 2–2,Leeds United,Norwich City,Y*,DM,79,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c9ae0e8c/Leeds-United-U21-Norwich-City-U21-August-15-2022-Premier-League-2----Division-2,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2022-08-21,Sun,Premier League,Matchweek 3,Home,W 3–0,Leeds United,Chelsea,N,DM,30,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,1.0,3.0,0.0,0.0,0.0,/en/matches/a5632124/Leeds-United-Chelsea-August-21-2022-Premier-League,1.0,0.5,0.5333333333333333
3,3,3,3,3,3,3,3,3,3,3,3,2022-08-24,Wed,EFL Cup,Second round,Home,W 3–1,Leeds United,Barnsley,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/4103c177/Leeds-United-Barnsley-August-24-2022-EFL-Cup,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,2022-08-27,Sat,Premier League,Matchweek 4,Away,L 0–1,Leeds United,Brighton,N,DM,17,0,0,0,0,0.0,0.0,0,0,13.0,0.0,0.0,0.0,0.0,0.0,0.4,2.0,0.0,8.0,12.0,66.7,0.0,5.0,0.0,1.0,1.0,/en/matches/77c70160/Brighton-and-Hove-Albion-Leeds-United-August-27-2022-Premier-League,0.0,0.8333333333333334,0.7916666666666667
5,5,5,5,5,5,5,5,5,5,5,5,2022-12-28,Wed,Premier League,Matchweek 17,Home,L 1–3,Leeds United,Manchester City,Y,LM,64,0,0,0,0,0.0,0.0,0,0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,20.0,85.0,4.0,16.0,0.0,2.0,2.0,/en/matches/a85ef749/Leeds-United-Manchester-City-December-28-2022-Premier-League,0.0,0.6666666666666666,0.6547619047619049
6,6,6,6,6,6,6,6,6,6,6,6,2022-12-31,Sat,Premier League,Matchweek 18,Away,D 0–0,Leeds United,Newcastle Utd,Y,DM,45,0,0,0,0,0.0,0.0,0,0,28.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,23.0,82.6,3.0,18.0,0.0,2.0,1.0,/en/matches/0facecde/Newcastle-United-Leeds-United-December-31-2022-Premier-League,0.5,0.3333333333333333,0.9166666666666669
7,7,7,7,7,7,7,7,7,7,7,7,2023-04-17,Mon,Premier League,Matchweek 31,Home,L 1–6,Leeds United,Liverpool,N,LM,14,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,0.0,3.0,0.0,0.0,0.0,/en/matches/fd3d05f5/Leeds-United-Liverpool-April-17-2023-Premier-League,0.0,0.1666666666666666,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2023-04-22,Sat,Premier League,Matchweek 32,Away,L 1–2,Leeds United,Fulham,N,DM,11,0,0,0,0,0.0,0.0,0,0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,87.5,1.0,7.0,0.0,0.0,0.0,/en/matches/f2d8700d/Fulham-Leeds-United-April-22-2023-Premier-League,0.0,0.1666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,2023-04-30,Sun,Premier League,Matchweek 34,Away,L 1–4,Leeds United,Bournemouth,N,CM,20,0,0,0,0,0.0,0.0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,20.0,80.0,4.0,19.0,0.0,2.0,2.0,/en/matches/0b0733ce/Bournemouth-Leeds-United-April-30-2023-Premier-League,0.0,0.1666666666666666,0.5
10,10,10,10,10,10,10,10,10,10,10,10,2023-05-06,Sat,Premier League,Matchweek 35,Away,L 1–2,Leeds United,Manchester City,Y,AM,79,0,0,0,0,0.0,0.0,0,0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,16.0,68.8,1.0,14.0,0.0,1.0,0.0,/en/matches/7ee695ea/Manchester-City-Leeds-United-May-6-2023-Premier-League,0.0,0.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2023-05-13,Sat,Premier League,Matchweek 36,Home,D 2–2,Leeds United,Newcastle Utd,N,LM,45,0,0,0,0,0.0,0.0,0,0,34.0,3.0,1.0,3.0,0.0,0.0,0.1,2.0,0.0,20.0,24.0,83.3,6.0,14.0,0.0,0.0,0.0,/en/matches/d63581e0/Leeds-United-Newcastle-United-May-13-2023-Premier-League,0.5,0.0,0.5
