,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2022-08-13,Sat,Premier League,Matchweek 2,Away,L 0–4,Bournemouth,Manchester City,N,FW,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/311d705c/Manchester-City-Bournemouth-August-13-2022-Premier-League,0.0,0.5,0.4687499999999999
1,1,1,1,1,1,1,2022-09-27,Tue,Friendlies (M),Friendlies (M),Neutral,L 0–3,jm Jamaica,ar Argentina,N,,4,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/d73b7ead/Jamaica-Argentina-September-27-2022-Friendlies-M,0.0,0.5,0.5
2,2,2,2,2,2,2,2022-11-08,Tue,EFL Cup,Third round,Home,W 4–1,Bournemouth,Everton,Y,FW,87,1,0,0,0,6.0,3.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/9900f678/Bournemouth-Everton-November-8-2022-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,2022-12-20,Tue,EFL Cup,Fourth round,Away,L 0–1,Bournemouth,Newcastle Utd,N,,6,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/010f09cf/Newcastle-United-Bournemouth-December-20-2022-EFL-Cup,0.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,2022-12-31,Sat,Premier League,Matchweek 18,Home,L 0–2,Bournemouth,Crystal Palace,N,DM,11,0,0,0,0,0.0,0.0,0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,50.0,1.0,2.0,0.0,0.0,0.0,/en/matches/dab2ed3a/Bournemouth-Crystal-Palace-December-31-2022-Premier-League,0.0,0.3333333333333333,0.2261904761904761
5,5,5,5,5,5,5,2023-01-14,Sat,Championship,Matchweek 27,Away,D 2–2,QPR,Reading,N,LW,27,0,1,0,0,0.0,0.0,0,0,11.0,0.0,0.0,1.0,0.0,0.0,0.1,3.0,1.0,9.0,10.0,90.0,2.0,7.0,1.0,2.0,1.0,/en/matches/7969e868/Reading-Queens-Park-Rangers-January-14-2023-Championship,0.5,0.3333333333333333,0.5
6,6,6,6,6,6,6,2023-01-21,Sat,Championship,Matchweek 28,Home,D 1–1,QPR,Swansea City,Y,"AM,FW",90,1,0,0,0,4.0,2.0,0,0,21.0,0.0,0.0,1.0,0.7,0.7,0.0,0.0,0.0,10.0,12.0,83.3,1.0,12.0,2.0,1.0,0.0,/en/matches/871f2b5c/Queens-Park-Rangers-Swansea-City-January-21-2023-Championship,0.5,0.1666666666666666,0.5
7,7,7,7,7,7,7,2023-01-28,Sat,Championship,Matchweek 29,Away,L 0–3,QPR,Hull City,Y,FW,90,0,0,0,0,1.0,0.0,1,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,20.0,22.0,90.9,1.0,26.0,1.0,2.0,1.0,/en/matches/0215c33c/Hull-City-Queens-Park-Rangers-January-28-2023-Championship,0.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,2023-02-04,Sat,Championship,Matchweek 30,Away,D 1–1,QPR,Huddersfield,Y,FW,90,1,0,0,0,2.0,2.0,0,0,22.0,2.0,0.0,0.0,0.2,0.2,0.2,4.0,0.0,6.0,10.0,60.0,0.0,10.0,1.0,3.0,2.0,/en/matches/813a062e/Huddersfield-Town-Queens-Park-Rangers-February-4-2023-Championship,0.5,0.3333333333333333,0.5
9,9,9,9,9,9,9,2023-02-11,Sat,Championship,Matchweek 31,Home,L 1–2,QPR,Millwall,Y,"FW,RM",90,0,0,0,0,1.0,0.0,0,0,30.0,2.0,0.0,1.0,0.1,0.1,0.0,1.0,0.0,12.0,19.0,63.2,2.0,17.0,1.0,2.0,0.0,/en/matches/204d9de0/Queens-Park-Rangers-Millwall-February-11-2023-Championship,0.0,0.3333333333333333,0.5
