,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,2020-09-12,Sat,PL2 — Div. 1,Matchweek 1,Home,D 3–3,Manchester City,Derby County,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/202cbf6e/Manchester-City-U23-Derby-County-U23-September-12-2020-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,1,1,2020-09-24,Thu,EFL Cup,Third round,Home,W 2–1,Manchester City,Bournemouth,Y,FW,90,1,0,0,0,1.0,1.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/dace08b9/Manchester-City-Bournemouth-September-24-2020-EFL-Cup,1.0,0.5,0.5
2,2,2,2,2,2,2020-09-27,Sun,Premier League,Matchweek 3,Home,L 2–5,Manchester City,Leicester City,N,FW,40,0,0,0,0,1.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,83.3,0.0,5.0,0.0,0.0,0.0,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,0.0,0.5,0.6428571428571429
3,3,3,3,3,3,2020-10-18,Sun,PL2 — Div. 1,Matchweek 5,Home,W 4–0,Manchester City,Leicester City,Y,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/a457e2d9/Manchester-City-U23-Leicester-City-U23-October-18-2020-Premier-League-2----Division-1,1.0,0.5,0.5
4,4,4,4,4,4,2020-10-24,Sat,PL2 — Div. 1,Matchweek 6,Home,W 4–1,Manchester City,Arsenal,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6b15b807/Manchester-City-U23-Arsenal-U23-October-24-2020-Premier-League-2----Division-1,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,2020-11-07,Sat,PL2 — Div. 1,Matchweek 8,Away,L 2–5,Manchester City,Southampton,Y,FW,83,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/959f9b8a/Southampton-U23-Manchester-City-U23-November-7-2020-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,2020-11-22,Sun,PL2 — Div. 1,Matchweek 9,Home,D 2–2,Manchester City,Chelsea,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f904d6a4/Manchester-City-U23-Chelsea-U23-November-22-2020-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
7,7,7,7,7,7,2020-11-28,Sat,PL2 — Div. 1,Matchweek 10,Away,W 7–2,Manchester City,Liverpool,Y,FW,79,2,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/34b1f8f6/Liverpool-U23-Manchester-City-U23-November-28-2020-Premier-League-2----Division-1,1.0,0.5,0.5
8,8,8,8,8,8,2020-12-04,Fri,PL2 — Div. 1,Matchweek 7,Home,W 2–1,Manchester City,Brighton,Y,FW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c64cc10b/Manchester-City-U23-Brighton-and-Hove-Albion-U23-December-4-2020-Premier-League-2----Division-1,1.0,0.5,0.5
9,9,9,9,9,9,2020-12-13,Sun,PL2 — Div. 1,Matchweek 11,Away,D 2–2,Manchester City,Manchester Utd,Y,FW,81,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/0227923f/Manchester-United-U23-Manchester-City-U23-December-13-2020-Premier-League-2----Division-1,0.5,0.8333333333333334,0.5
