,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-07-02,Fri,UEFA Euro,Quarter-finals,Away,D 1 (3)–1 (1),es Spain,ch Switzerland,Y,CB,120,0,0,0,0,1.0,0.0,1,0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,125.0,141.0,88.7,7.0,115.0,4.0,0.0,0.0,/en/matches/18c4e831/Switzerland-Spain-July-2-2021-UEFA-Euro,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-07-06,Tue,UEFA Euro,Semi-finals,Away,D 1 (2)–1 (4),es Spain,it Italy,Y,CB,120,0,0,0,0,0.0,0.0,0,0,157.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,134.0,146.0,91.8,14.0,106.0,1.0,0.0,0.0,/en/matches/997fefb3/Italy-Spain-July-6-2021-UEFA-Euro,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-08-21,Sat,Premier League,Matchweek 2,Home,W 5–0,Manchester City,Norwich City,Y,CB,90,1,0,0,0,2.0,1.0,0,0,115.0,0.0,1.0,0.0,0.3,0.3,0.0,3.0,2.0,111.0,113.0,98.2,9.0,94.0,1.0,0.0,0.0,/en/matches/ab6db0d6/Manchester-City-Norwich-City-August-21-2021-Premier-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-08-28,Sat,Premier League,Matchweek 3,Home,W 5–0,Manchester City,Arsenal,Y,CB,90,0,0,0,0,5.0,0.0,0,0,98.0,2.0,0.0,0.0,0.3,0.3,0.0,0.0,0.0,85.0,88.0,96.6,8.0,62.0,2.0,1.0,0.0,/en/matches/d4650aa2/Manchester-City-Arsenal-August-28-2021-Premier-League,1.0,0.6666666666666666,0.4761904761904761
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-02,Thu,WCQ,First round,Away,L 1–2,es Spain,se Sweden,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/a2c7d162/Sweden-Spain-September-2-2021-WCQ----UEFA-M,0.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-05,Sun,WCQ,First round,Home,W 4–0,es Spain,ge Georgia,Y,CB,45,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c964cf05/Spain-Georgia-September-5-2021-WCQ----UEFA-M,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-08,Wed,WCQ,First round,Away,W 2–0,es Spain,xk Kosovo,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/d17ef599/Kosovo-Spain-September-8-2021-WCQ----UEFA-M,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-11,Sat,Premier League,Matchweek 4,Away,W 1–0,Manchester City,Leicester City,Y,CB,90,0,0,0,0,1.0,0.0,1,0,118.0,0.0,0.0,0.0,0.2,0.2,0.0,2.0,0.0,107.0,113.0,94.7,18.0,90.0,0.0,0.0,0.0,/en/matches/8dd69c8d/Leicester-City-Manchester-City-September-11-2021-Premier-League,1.0,0.6666666666666666,0.6904761904761905
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-09-25,Sat,Premier League,Matchweek 6,Away,W 1–0,Manchester City,Chelsea,Y,CB,90,0,0,0,0,2.0,0.0,1,0,82.0,0.0,2.0,1.0,0.4,0.4,0.0,0.0,0.0,71.0,73.0,97.3,5.0,48.0,4.0,0.0,0.0,/en/matches/fc59faf7/Chelsea-Manchester-City-September-25-2021-Premier-League,1.0,1.0,0.9047619047619049
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-09-28,Tue,Champions Lg,Group stage,Away,L 0–2,eng Manchester City,fr Paris S-G,Y,CB,90,0,0,0,0,0.0,0.0,0,0,59.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,53.0,54.0,98.1,9.0,46.0,1.0,0.0,0.0,/en/matches/9aa65428/Paris-Saint-Germain-Manchester-City-September-28-2021-Champions-League,0.0,1.0,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-03,Sun,Premier League,Matchweek 7,Away,D 2–2,Manchester City,Liverpool,Y,CB,90,0,0,0,0,0.0,0.0,0,0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,66.0,90.9,2.0,49.0,0.0,0.0,0.0,/en/matches/2598b046/Liverpool-Manchester-City-October-3-2021-Premier-League,0.5,0.6666666666666666,0.8461538461538461
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-10-06,Wed,UEFA Nations League,Semi-finals,Neutral,W 2–1,es Spain,it Italy,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/5c6a2cfd/Italy-Spain-October-6-2021-UEFA-Nations-League,1.0,0.5,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-10-10,Sun,UEFA Nations League,Final,Neutral,L 1–2,es Spain,fr France,Y,CB,90,0,0,0,0,0.0,0.0,1,0,,,0.0,,,,,,,,,,,,,,,/en/matches/82df6636/Spain-France-October-10-2021-UEFA-Nations-League,0.0,0.5,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-10-16,Sat,Premier League,Matchweek 8,Home,W 2–0,Manchester City,Burnley,Y,CB,71,0,0,0,0,1.0,0.0,1,0,80.0,2.0,0.0,1.0,0.2,0.2,0.0,3.0,0.0,68.0,75.0,90.7,8.0,46.0,0.0,1.0,1.0,/en/matches/55778d0d/Manchester-City-Burnley-October-16-2021-Premier-League,1.0,0.5,0.5476190476190477
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-10-19,Tue,Champions Lg,Group stage,Away,W 5–1,eng Manchester City,be Club Brugge,Y,CB,55,0,0,0,0,0.0,0.0,1,0,40.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,40.0,92.5,3.0,36.0,2.0,0.0,0.0,/en/matches/a39621f2/Club-Brugge-Manchester-City-October-19-2021-Champions-League,1.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2021-10-23,Sat,Premier League,Matchweek 9,Away,W 4–1,Manchester City,Brighton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,53.0,59.0,89.8,3.0,40.0,0.0,1.0,1.0,/en/matches/dc93611c/Brighton-and-Hove-Albion-Manchester-City-October-23-2021-Premier-League,1.0,0.6666666666666666,0.5595238095238095
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2021-10-30,Sat,Premier League,Matchweek 10,Home,L 0–2,Manchester City,Crystal Palace,Y,CB,44,0,0,0,0,0.0,0.0,0,1,49.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,47.0,49.0,95.9,6.0,28.0,1.0,0.0,0.0,/en/matches/eb6c294f/Manchester-City-Crystal-Palace-October-30-2021-Premier-League,0.0,1.0,0.5714285714285714
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2021-11-03,Wed,Champions Lg,Group stage,Home,W 4–1,eng Manchester City,be Club Brugge,Y,CB,90,0,0,0,0,0.0,0.0,0,0,96.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,81.0,93.8,9.0,64.0,2.0,1.0,0.0,/en/matches/7e276b93/Manchester-City-Club-Brugge-November-3-2021-Champions-League,1.0,0.6666666666666666,0.5
