,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-25,Sun,Premier League,Matchweek 3,Home,L 0–1,Tottenham,Newcastle Utd,Y,"LW,RW",90,0,0,0,0,6.0,2.0,0,0,76.0,0.0,0.0,1.0,0.2,0.2,0.1,5.0,0.0,53.0,59.0,89.8,4.0,56.0,2.0,5.0,2.0,/en/matches/c224d1e8/Tottenham-Hotspur-Newcastle-United-August-25-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-09-01,Sun,Premier League,Matchweek 4,Away,D 2–2,Tottenham,Arsenal,Y,"FW,RW",78,0,0,0,0,2.0,2.0,0,0,44.0,0.0,1.0,2.0,0.1,0.1,0.1,5.0,1.0,21.0,27.0,77.8,3.0,25.0,4.0,3.0,2.0,/en/matches/0b6b8aaf/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2019-Premier-League,0.5,0.5,0.5897435897435899
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-09-05,Thu,Friendlies (M),Friendlies (M),Neutral,D 2–2,kr Korea Republic,ge Georgia,Y*,FW,60,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/aec77319/Korea-Republic-Georgia-September-5-2019-Friendlies-M,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-09-10,Tue,WCQ,Second round,Away,W 2–0,kr Korea Republic,tm Turkmenistan,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/fc0b25d4/Turkmenistan-Korea-Republic-September-10-2019-WCQ----AFC-M,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-14,Sat,Premier League,Matchweek 5,Home,W 4–0,Tottenham,Crystal Palace,Y,FW,90,2,0,0,0,5.0,3.0,0,0,44.0,1.0,1.0,1.0,0.2,0.2,0.0,3.0,1.0,26.0,33.0,78.8,4.0,31.0,3.0,1.0,1.0,/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,1.0,0.6666666666666666,0.6904761904761906
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-18,Wed,Champions Lg,Group stage,Away,D 2–2,eng Tottenham,gr Olympiacos,N,LW,18,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,62.5,0.0,6.0,1.0,1.0,1.0,/en/matches/a6045d6f/Olympiacos-Tottenham-Hotspur-September-18-2019-Champions-League,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-21,Sat,Premier League,Matchweek 6,Away,L 1–2,Tottenham,Leicester City,Y,FW,90,0,1,0,0,3.0,0.0,0,0,44.0,0.0,0.0,1.0,0.4,0.4,0.5,5.0,1.0,29.0,32.0,90.6,4.0,35.0,2.0,5.0,2.0,/en/matches/e30adc4b/Leicester-City-Tottenham-Hotspur-September-21-2019-Premier-League,0.0,0.8333333333333334,0.5476190476190476
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-24,Tue,EFL Cup,Third round,Away,D 0 (3)–0 (4),Tottenham,Colchester Utd,N,,55,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/e19b8e86/Colchester-United-Tottenham-Hotspur-September-24-2019-EFL-Cup,0.5,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–1,Tottenham,Southampton,Y,"LW,LM",63,0,1,0,0,1.0,1.0,0,0,37.0,4.0,0.0,1.0,0.0,0.0,0.2,6.0,2.0,13.0,20.0,65.0,2.0,24.0,4.0,9.0,3.0,/en/matches/23ec5db0/Tottenham-Hotspur-Southampton-September-28-2019-Premier-League,1.0,0.3333333333333333,0.630952380952381
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-01,Tue,Champions Lg,Group stage,Home,L 2–7,eng Tottenham,de Bayern Munich,Y,"FW,LM,RW",90,1,0,0,0,5.0,3.0,0,0,37.0,1.0,0.0,0.0,0.6,0.6,0.0,3.0,0.0,22.0,29.0,75.9,2.0,22.0,5.0,5.0,3.0,/en/matches/ff840ac5/Tottenham-Hotspur-Bayern-Munich-October-1-2019-Champions-League,0.0,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-05,Sat,Premier League,Matchweek 8,Away,L 0–3,Tottenham,Brighton,Y,"AM,FW,LW",72,0,0,0,0,0.0,0.0,0,0,29.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,17.0,22.0,77.3,1.0,23.0,3.0,4.0,3.0,/en/matches/aafb2d3a/Brighton-and-Hove-Albion-Tottenham-Hotspur-October-5-2019-Premier-League,0.0,0.5,0.3095238095238095
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-10,Thu,WCQ,Second round,Home,W 8–0,kr Korea Republic,lk Sri Lanka,Y*,FW,61,2,1,1,1,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/bc33066e/Korea-Republic-Sri-Lanka-October-10-2019-WCQ----AFC-M,1.0,0.3333333333333333,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-10-19,Sat,Premier League,Matchweek 9,Home,D 1–1,Tottenham,Watford,N,"AM,FW",45,0,0,0,0,1.0,0.0,0,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,24.0,87.5,3.0,21.0,3.0,4.0,2.0,/en/matches/4df24be7/Tottenham-Hotspur-Watford-October-19-2019-Premier-League,0.5,0.3333333333333333,0.4285714285714285
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2019-10-22,Tue,Champions Lg,Group stage,Home,W 5–0,eng Tottenham,rs Red Star,Y,LW,67,2,0,0,0,4.0,3.0,0,0,48.0,5.0,0.0,0.0,0.8,0.8,0.8,6.0,0.0,28.0,36.0,77.8,6.0,29.0,7.0,4.0,3.0,/en/matches/0b56c2fe/Tottenham-Hotspur-Red-Star-Belgrade-October-22-2019-Champions-League,1.0,0.5,0.5
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2019-10-27,Sun,Premier League,Matchweek 10,Away,L 1–2,Tottenham,Liverpool,Y,"LW,AM",90,0,0,0,0,5.0,1.0,0,0,39.0,2.0,1.0,2.0,0.5,0.5,0.0,4.0,1.0,18.0,23.0,78.3,1.0,23.0,4.0,4.0,2.0,/en/matches/16f28685/Liverpool-Tottenham-Hotspur-October-27-2019-Premier-League,0.0,0.8333333333333334,0.8095238095238094
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2019-11-03,Sun,Premier League,Matchweek 11,Away,D 1–1,Tottenham,Everton,Y,"RW,FW",78,0,1,0,0,1.0,0.0,0,1,21.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,1.0,13.0,14.0,92.9,1.0,15.0,1.0,1.0,1.0,/en/matches/efe9c8f4/Everton-Tottenham-Hotspur-November-3-2019-Premier-League,0.5,0.5,0.5952380952380952
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2019-11-06,Wed,Champions Lg,Group stage,Away,W 4–0,eng Tottenham,rs Red Star,Y,LW,74,2,1,0,0,6.0,2.0,0,0,44.0,0.0,1.0,0.0,2.1,2.1,0.0,4.0,1.0,30.0,36.0,83.3,2.0,35.0,3.0,4.0,3.0,/en/matches/fb273c61/Red-Star-Belgrade-Tottenham-Hotspur-November-6-2019-Champions-League,1.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2019-11-09,Sat,Premier League,Matchweek 12,Home,D 1–1,Tottenham,Sheffield Utd,Y,"LW,AM",90,1,0,0,0,7.0,3.0,0,0,45.0,0.0,0.0,0.0,1.0,1.0,0.2,9.0,0.0,26.0,30.0,86.7,2.0,36.0,4.0,9.0,5.0,/en/matches/ec70bb2c/Tottenham-Hotspur-Sheffield-United-November-9-2019-Premier-League,0.5,0.5,0.7820512820512822
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2019-11-14,Thu,WCQ,Second round,Away,D 0–0,kr Korea Republic,lb Lebanon,Y*,FW,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b4f971c0/Lebanon-Korea-Republic-November-14-2019-WCQ----AFC-M,0.5,0.6666666666666666,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2019-11-19,Tue,Friendlies (M),Friendlies (M),Neutral,L 0–3,kr Korea Republic,br Brazil,Y*,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/59ca2e24/Brazil-Korea-Republic-November-19-2019-Friendlies-M,0.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2019-11-23,Sat,Premier League,Matchweek 13,Away,W 3–2,Tottenham,West Ham,Y,LW,90,1,1,0,0,3.0,2.0,0,0,37.0,2.0,0.0,1.0,0.3,0.3,1.1,6.0,1.0,23.0,28.0,82.1,2.0,24.0,6.0,1.0,1.0,/en/matches/a7dc884b/West-Ham-United-Tottenham-Hotspur-November-23-2019-Premier-League,1.0,0.3333333333333333,0.2738095238095238
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2019-11-26,Tue,Champions Lg,Group stage,Home,W 4–2,eng Tottenham,gr Olympiacos,Y,LW,90,0,1,0,0,2.0,1.0,0,0,42.0,2.0,1.0,2.0,0.1,0.1,0.1,3.0,1.0,20.0,23.0,87.0,1.0,26.0,4.0,4.0,1.0,/en/matches/e3e9dc28/Tottenham-Hotspur-Olympiacos-November-26-2019-Champions-League,1.0,0.5,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2019-11-30,Sat,Premier League,Matchweek 14,Home,W 3–2,Tottenham,Bournemouth,Y,LW,87,0,2,0,0,2.0,0.0,0,0,40.0,5.0,0.0,1.0,0.3,0.3,1.1,4.0,2.0,26.0,29.0,89.7,4.0,26.0,5.0,1.0,0.0,/en/matches/1722ba52/Tottenham-Hotspur-Bournemouth-November-30-2019-Premier-League,1.0,0.6666666666666666,0.4102564102564102
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2019-12-04,Wed,Premier League,Matchweek 15,Away,L 1–2,Tottenham,Manchester Utd,Y,LW,90,0,0,0,0,1.0,0.0,0,0,49.0,0.0,1.0,2.0,0.1,0.1,0.0,3.0,0.0,32.0,40.0,80.0,4.0,33.0,4.0,9.0,8.0,/en/matches/614c7c1f/Manchester-United-Tottenham-Hotspur-December-4-2019-Premier-League,0.0,1.0,0.5769230769230769
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2019-12-07,Sat,Premier League,Matchweek 16,Home,W 5–0,Tottenham,Burnley,Y,"LW,RW,RM",90,1,1,0,0,3.0,2.0,0,0,48.0,0.0,1.0,0.0,0.8,0.8,0.5,8.0,4.0,26.0,33.0,78.8,3.0,34.0,6.0,9.0,6.0,/en/matches/56da163b/Tottenham-Hotspur-Burnley-December-7-2019-Premier-League,1.0,0.6666666666666666,0.2307692307692307
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2019-12-11,Wed,Champions Lg,Group stage,Away,L 1–3,eng Tottenham,de Bayern Munich,N,FW,26,0,0,0,0,1.0,1.0,0,0,8.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,2.0,5.0,40.0,0.0,7.0,1.0,3.0,2.0,/en/matches/44702c8f/Bayern-Munich-Tottenham-Hotspur-December-11-2019-Champions-League,0.0,0.6666666666666666,0.5
26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,2019-12-15,Sun,Premier League,Matchweek 17,Away,W 2–1,Tottenham,Wolves,Y,LW,89,0,0,0,0,1.0,1.0,0,0,34.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,20.0,25.0,80.0,3.0,19.0,2.0,4.0,4.0,/en/matches/e9e002fb/Wolverhampton-Wanderers-Tottenham-Hotspur-December-15-2019-Premier-League,1.0,0.3333333333333333,0.7424242424242425
27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,2019-12-22,Sun,Premier League,Matchweek 18,Home,L 0–2,Tottenham,Chelsea,Y,"LW,RW",61,0,0,0,0,1.0,0.0,0,1,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,18.0,66.7,1.0,16.0,1.0,0.0,0.0,/en/matches/a1a20337/Tottenham-Hotspur-Chelsea-December-22-2019-Premier-League,0.0,0.6666666666666666,0.3928571428571428
28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,2020-01-05,Sun,FA Cup,Third round,Away,D 1–1,Tottenham,Middlesbrough,Y,FW,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/4ba982c5/Middlesbrough-Tottenham-Hotspur-January-5-2020-FA-Cup,0.5,0.3333333333333333,0.5
29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,2020-01-11,Sat,Premier League,Matchweek 22,Home,L 0–1,Tottenham,Liverpool,Y,LM,90,0,0,0,0,4.0,1.0,0,0,27.0,0.0,1.0,0.0,0.2,0.2,0.0,3.0,0.0,16.0,18.0,88.9,1.0,17.0,2.0,4.0,2.0,/en/matches/39432697/Tottenham-Hotspur-Liverpool-January-11-2020-Premier-League,0.0,0.5,0.5
30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020-01-14,Tue,FA Cup,Third round,Home,W 2–1,Tottenham,Middlesbrough,N,,30,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/71cc4d4a/Tottenham-Hotspur-Middlesbrough-January-14-2020-FA-Cup,1.0,0.1666666666666666,0.5
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,2020-01-18,Sat,Premier League,Matchweek 23,Away,D 0–0,Tottenham,Watford,Y,LW,90,0,0,0,0,4.0,2.0,0,0,43.0,0.0,0.0,1.0,0.2,0.2,0.4,6.0,0.0,30.0,32.0,93.8,2.0,35.0,4.0,6.0,4.0,/en/matches/46697bf6/Watford-Tottenham-Hotspur-January-18-2020-Premier-League,0.5,0.5,0.5
