,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-01,Mon,Africa Cup of Nations,Group stage,Neutral,W 3–0,sn Senegal,ke Kenya,Y*,LB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/9c61558a/Kenya-Senegal-July-1-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-07-05,Fri,Africa Cup of Nations,Round of 16,Neutral,W 1–0,sn Senegal,ug Uganda,Y*,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/41daf32e/Uganda-Senegal-July-5-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-07-10,Wed,Africa Cup of Nations,Quarter-finals,Neutral,W 1–0,sn Senegal,bj Benin,Y*,LB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/81ae33ad/Senegal-Benin-July-10-2019-Africa-Cup-of-Nations,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-07-14,Sun,Africa Cup of Nations,Semi-finals,Neutral,W 1–0,sn Senegal,tn Tunisia,Y*,CB,120,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/685c3496/Senegal-Tunisia-July-14-2019-Africa-Cup-of-Nations,1.0,1.0,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-07-19,Fri,Africa Cup of Nations,Final,Neutral,L 0–1,sn Senegal,dz Algeria,Y*,CB,90,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/deaede2a/Senegal-Algeria-July-19-2019-Africa-Cup-of-Nations,0.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 2–1,Crystal Palace,Manchester Utd,Y,CM,82,0,0,0,0,0.0,0.0,0,0,35.0,6.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,16.0,20.0,80.0,0.0,11.0,0.0,1.0,1.0,/en/matches/7c1c4078/Manchester-United-Crystal-Palace-August-24-2019-Premier-League,1.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-08-31,Sat,Premier League,Matchweek 4,Home,W 1–0,Crystal Palace,Aston Villa,Y,LM,90,0,0,0,0,6.0,1.0,1,0,41.0,1.0,1.0,0.0,0.4,0.4,0.0,4.0,0.0,20.0,30.0,66.7,2.0,15.0,2.0,0.0,0.0,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League,1.0,0.6666666666666666,0.4285714285714284
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-14,Sat,Premier League,Matchweek 5,Away,L 0–4,Crystal Palace,Tottenham,Y,CM,75,0,0,0,0,1.0,0.0,0,0,32.0,0.0,1.0,0.0,0.1,0.1,0.0,1.0,0.0,18.0,26.0,69.2,4.0,12.0,0.0,0.0,0.0,/en/matches/1d812c17/Tottenham-Hotspur-Crystal-Palace-September-14-2019-Premier-League,0.0,0.6666666666666666,0.6071428571428571
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-22,Sun,Premier League,Matchweek 6,Home,D 1–1,Crystal Palace,Wolves,Y,CM,90,0,0,0,0,2.0,0.0,0,0,45.0,4.0,3.0,1.0,0.1,0.1,0.0,2.0,0.0,25.0,31.0,80.6,0.0,17.0,0.0,2.0,1.0,/en/matches/d76eb681/Crystal-Palace-Wolverhampton-Wanderers-September-22-2019-Premier-League,0.5,0.6666666666666666,0.2142857142857142
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Crystal Palace,Norwich City,Y,CM,69,0,0,0,0,1.0,0.0,0,0,38.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,27.0,85.2,9.0,18.0,1.0,1.0,0.0,/en/matches/3b180c0d/Crystal-Palace-Norwich-City-September-28-2019-Premier-League,1.0,0.5,0.3214285714285713
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 2–1,Crystal Palace,West Ham,Y,CM,90,0,0,0,0,0.0,0.0,0,0,46.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,31.0,37.0,83.8,4.0,25.0,3.0,2.0,1.0,/en/matches/23fe51bc/West-Ham-United-Crystal-Palace-October-5-2019-Premier-League,1.0,0.5,0.5833333333333334
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2019-10-10,Thu,Friendlies (M),Friendlies (M),Away,D 1–1,sn Senegal,br Brazil,Y*,DM,65,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/92bc5fb4/Brazil-Senegal-October-10-2019-Friendlies-M,0.5,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2019-10-19,Sat,Premier League,Matchweek 9,Home,L 0–2,Crystal Palace,Manchester City,Y,CM,90,0,0,0,0,1.0,0.0,0,0,26.0,2.0,0.0,2.0,0.0,0.0,0.1,2.0,0.0,12.0,15.0,80.0,1.0,11.0,0.0,1.0,1.0,/en/matches/f334b1dc/Crystal-Palace-Manchester-City-October-19-2019-Premier-League,0.0,0.8333333333333334,0.6025641025641025
