,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,2021-08-16,Mon,PL2 — Div. 1,Matchweek 1,Home,D 2–2,Tottenham,Chelsea,Y,CB,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f089a05c/Tottenham-Hotspur-U23-Chelsea-U23-August-16-2021-Premier-League-2----Division-1,0.5,0.5,0.5
1,1,1,1,1,1,1,1,1,2021-08-19,Thu,Conf Lg,Play-off round,Away,L 0–1,eng Tottenham,pt Paços,Y,RM,80,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e9098b8d/Pacos-de-Ferreira-Tottenham-Hotspur-August-19-2021-Europa-Conference-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2021-08-26,Thu,Conf Lg,Play-off round,Home,W 3–0,eng Tottenham,pt Paços,Y,CM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c2e330d2/Tottenham-Hotspur-Pacos-de-Ferreira-August-26-2021-Europa-Conference-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,2021-11-21,Sun,Premier League,Matchweek 12,Home,W 2–1,Tottenham,Leeds United,N,WB,12,0,0,0,0,0.0,0.0,0,0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,37.5,0.0,4.0,0.0,0.0,0.0,/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,1.0,0.5,0.4880952380952381
4,4,4,4,4,4,4,4,4,2021-11-25,Thu,Conf Lg,Group stage,Away,L 1–2,eng Tottenham,si NŠ Mura,Y,WB,31,0,0,0,0,1.0,0.0,2,1,16.0,1.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,9.0,11.0,81.8,1.0,10.0,1.0,1.0,0.0,/en/matches/c28fbe33/NS-Mura-Tottenham-Hotspur-November-25-2021-Europa-Conference-League,0.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,2021-12-05,Sun,Premier League,Matchweek 15,Home,W 3–0,Tottenham,Norwich City,N,WB,69,0,0,0,0,0.0,0.0,0,0,35.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,20.0,26.0,76.9,1.0,21.0,3.0,4.0,1.0,/en/matches/78e62deb/Tottenham-Hotspur-Norwich-City-December-5-2021-Premier-League,1.0,0.6666666666666666,0.630952380952381
6,6,6,6,6,6,6,6,6,2021-12-19,Sun,Premier League,Matchweek 18,Home,D 2–2,Tottenham,Liverpool,Y,LB,85,0,0,0,0,0.0,0.0,0,0,56.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,73.2,2.0,22.0,2.0,3.0,1.0,/en/matches/4ac8dee4/Tottenham-Hotspur-Liverpool-December-19-2021-Premier-League,0.5,0.6666666666666666,0.9523809523809524
7,7,7,7,7,7,7,7,7,2022-01-09,Sun,FA Cup,Third round proper,Home,W 3–1,Tottenham,Morecambe,Y,LB,86,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/0127adcc/Tottenham-Hotspur-Morecambe-January-9-2022-FA-Cup,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,2022-01-12,Wed,EFL Cup,Semi-finals,Home,L 0–1,Tottenham,Chelsea,N,,26,0,0,0,0,1.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/fb1c09a8/Tottenham-Hotspur-Chelsea-January-12-2022-EFL-Cup,0.0,0.8333333333333334,0.5
9,9,9,9,9,9,9,9,9,2022-01-23,Sun,Premier League,Matchweek 23,Away,L 0–2,Tottenham,Chelsea,Y,LM,55,0,0,0,0,1.0,0.0,0,0,18.0,1.0,1.0,2.0,0.1,0.1,0.0,0.0,0.0,4.0,8.0,50.0,0.0,8.0,1.0,1.0,0.0,/en/matches/29e164e3/Chelsea-Tottenham-Hotspur-January-23-2022-Premier-League,0.0,0.5,0.5
10,10,10,10,10,10,10,10,10,2022-02-13,Sun,Premier League,Matchweek 25,Home,L 0–2,Tottenham,Wolves,Y,WB,27,0,0,0,0,0.0,0.0,0,0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,64.3,0.0,9.0,0.0,1.0,1.0,/en/matches/fe93b491/Tottenham-Hotspur-Wolverhampton-Wanderers-February-13-2022-Premier-League,0.0,0.3333333333333333,0.5
11,11,11,11,11,11,11,11,11,2022-02-19,Sat,Premier League,Matchweek 26,Away,W 3–2,Tottenham,Manchester City,Y,WB,89,0,0,0,0,0.0,0.0,0,0,34.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,14.0,20.0,70.0,2.0,16.0,0.0,2.0,0.0,/en/matches/cd797899/Manchester-City-Tottenham-Hotspur-February-19-2022-Premier-League,1.0,0.0,0.5
12,12,12,12,12,12,12,12,12,2022-02-23,Wed,Premier League,Matchweek 13,Away,L 0–1,Tottenham,Burnley,Y,WB,78,0,0,0,0,0.0,0.0,0,0,57.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,39.0,46.0,84.8,2.0,38.0,4.0,1.0,1.0,/en/matches/f8d646cb/Burnley-Tottenham-Hotspur-February-23-2022-Premier-League,0.0,0.3333333333333333,0.5
13,13,13,13,13,13,13,13,13,2022-02-26,Sat,Premier League,Matchweek 27,Away,W 4–0,Tottenham,Leeds United,Y,WB,77,0,1,0,0,2.0,1.0,1,0,26.0,1.0,2.0,0.0,0.0,0.0,0.4,2.0,1.0,12.0,16.0,75.0,3.0,18.0,2.0,1.0,0.0,/en/matches/05d37de9/Leeds-United-Tottenham-Hotspur-February-26-2022-Premier-League,1.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,2022-03-01,Tue,FA Cup,Fifth round proper,Away,L 0–1,Tottenham,Middlesbrough,Y,DM,80,0,0,0,0,1.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7d6f88e7/Middlesbrough-Tottenham-Hotspur-March-1-2022-FA-Cup,0.0,0.6666666666666666,0.5
15,15,15,15,15,15,15,15,15,2022-03-07,Mon,Premier League,Matchweek 28,Home,W 5–0,Tottenham,Everton,Y,WB,45,0,0,0,0,0.0,0.0,0,0,31.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,22.0,77.3,3.0,17.0,0.0,3.0,1.0,/en/matches/6e11eac6/Tottenham-Hotspur-Everton-March-7-2022-Premier-League,1.0,0.3333333333333333,0.5
16,16,16,16,16,16,16,16,16,2022-04-23,Sat,Premier League,Matchweek 34,Away,D 0–0,Tottenham,Brentford,Y,LM,73,0,0,0,0,0.0,0.0,0,0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,39.0,61.5,1.0,20.0,4.0,0.0,0.0,/en/matches/9c939b7f/Brentford-Tottenham-Hotspur-April-23-2022-Premier-League,0.5,0.6666666666666666,0.5
17,17,17,17,17,17,17,17,17,2022-05-01,Sun,Premier League,Matchweek 35,Home,W 3–1,Tottenham,Leicester City,Y,LM,90,0,0,0,0,0.0,0.0,0,0,44.0,3.0,1.0,4.0,0.0,0.0,0.1,1.0,0.0,25.0,31.0,80.6,2.0,25.0,1.0,1.0,0.0,/en/matches/26ff83e6/Tottenham-Hotspur-Leicester-City-May-1-2022-Premier-League,1.0,0.5,0.5
18,18,18,18,18,18,18,18,18,2022-05-07,Sat,Premier League,Matchweek 36,Away,D 1–1,Tottenham,Liverpool,Y,LM,77,0,1,0,0,0.0,0.0,1,0,45.0,5.0,0.0,2.0,0.0,0.0,0.6,2.0,1.0,17.0,32.0,53.1,1.0,21.0,4.0,0.0,0.0,/en/matches/9a93e9b2/Liverpool-Tottenham-Hotspur-May-7-2022-Premier-League,0.5,0.8333333333333334,0.5
19,19,19,19,19,19,19,19,19,2022-05-12,Thu,Premier League,Matchweek 22,Home,W 3–0,Tottenham,Arsenal,Y,WB,90,0,0,0,0,1.0,0.0,0,0,35.0,2.0,0.0,1.0,0.1,0.1,0.7,2.0,0.0,19.0,23.0,82.6,1.0,10.0,0.0,1.0,1.0,/en/matches/607d0562/North-London-Derby-Tottenham-Hotspur-Arsenal-May-12-2022-Premier-League,1.0,0.6666666666666666,0.5
20,20,20,20,20,20,20,20,20,2022-05-15,Sun,Premier League,Matchweek 37,Home,W 1–0,Tottenham,Burnley,Y,WB,90,0,0,0,0,2.0,0.0,0,0,79.0,2.0,0.0,0.0,0.1,0.1,0.8,8.0,1.0,54.0,68.0,79.4,1.0,46.0,6.0,1.0,0.0,/en/matches/1d0f7282/Tottenham-Hotspur-Burnley-May-15-2022-Premier-League,1.0,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,2022-05-22,Sun,Premier League,Matchweek 38,Away,W 5–0,Tottenham,Norwich City,Y,WB,90,0,0,0,0,0.0,0.0,0,0,39.0,0.0,0.0,1.0,0.0,0.0,0.1,2.0,0.0,28.0,34.0,82.4,3.0,27.0,3.0,0.0,0.0,/en/matches/771ecae9/Norwich-City-Tottenham-Hotspur-May-22-2022-Premier-League,1.0,0.8333333333333334,0.5
