,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-06,Sat,PL2 — Div. 1,Matchweek 1,Home,W 3–1,Arsenal,Manchester Utd,Y,RB,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/083931ec/Arsenal-U21-Manchester-United-U21-August-6-2022-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Home,W 4–2,Arsenal,Leicester City,N,RB,16,0,0,0,0,0.0,0.0,1,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,10.0,90.0,0.0,4.0,0.0,0.0,0.0,/en/matches/7483b97f/Arsenal-Leicester-City-August-13-2022-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Away,W 3–0,Arsenal,Bournemouth,N,RB,16,0,0,0,0,0.0,0.0,0,0,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,1.0,7.0,0.0,0.0,0.0,/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League,1.0,0.5,0.4761904761904761
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 2–1,Arsenal,Fulham,N,LB,2,0,0,0,0,0.0,0.0,0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League,1.0,1.0,0.59375
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-31,Wed,Premier League,Matchweek 5,Home,W 2–1,Arsenal,Aston Villa,N,"RB,WB",26,0,0,0,0,0.0,0.0,0,0,24.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,13.0,19.0,68.4,3.0,11.0,0.0,0.0,0.0,/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League,1.0,1.0,0.3571428571428571
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-04,Sun,Premier League,Matchweek 6,Away,L 1–3,Arsenal,Manchester Utd,N,CB,11,0,0,0,0,0.0,0.0,0,0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,85.7,4.0,5.0,0.0,0.0,0.0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,0.0,1.0,0.9
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-08,Thu,Europa Lg,Group stage,Away,W 2–1,eng Arsenal,ch Zürich,Y,RB,90,0,0,0,0,1.0,0.0,0,0,93.0,3.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,81.0,87.0,93.1,16.0,74.0,3.0,0.0,0.0,/en/matches/e77d99bf/Zurich-Arsenal-September-8-2022-Europa-League,1.0,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-09-18,Sun,Premier League,Matchweek 8,Away,W 3–0,Arsenal,Brentford,N,RB,5,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,9.0,88.9,1.0,6.0,0.0,1.0,0.0,/en/matches/fd5626e6/Brentford-Arsenal-September-18-2022-Premier-League,1.0,0.6666666666666666,0.6666666666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-09-23,Fri,Friendlies (M),Friendlies (M),Neutral,W 2–0,jp Japan,us United States,Y,CB,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/676aab42/Japan-United-States-September-23-2022-Friendlies-M,1.0,0.6666666666666666,0.5
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-01,Sat,Premier League,Matchweek 9,Home,W 3–1,Arsenal,Tottenham,N,RB,2,0,0,0,0,0.0,0.0,0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,0.0,0.0,0.0,/en/matches/aefe3b90/North-London-Derby-Arsenal-Tottenham-Hotspur-October-1-2022-Premier-League,1.0,1.0,0.7604166666666667
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2022-10-06,Thu,Europa Lg,Group stage,Home,W 3–0,eng Arsenal,no Bodø/Glimt,Y,"RB,LB",90,0,0,0,0,0.0,0.0,0,0,81.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,72.0,81.9,10.0,51.0,2.0,2.0,2.0,/en/matches/91a1d3df/Arsenal-BodoGlimt-October-6-2022-Europa-League,1.0,1.0,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2022-10-09,Sun,Premier League,Matchweek 10,Home,W 3–2,Arsenal,Liverpool,Y,"LB,CB",90,0,0,0,0,0.0,0.0,0,0,67.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,76.8,6.0,30.0,1.0,0.0,0.0,/en/matches/84a48413/Arsenal-Liverpool-October-9-2022-Premier-League,1.0,1.0,0.7604166666666669
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2022-10-13,Thu,Europa Lg,Group stage,Away,W 1–0,eng Arsenal,no Bodø/Glimt,N,RB,21,0,0,0,0,0.0,0.0,0,0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,18.0,94.4,2.0,11.0,0.0,0.0,0.0,/en/matches/04e59775/BodoGlimt-Arsenal-October-13-2022-Europa-League,1.0,1.0,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2022-10-16,Sun,Premier League,Matchweek 11,Away,W 1–0,Arsenal,Leeds United,Y,"LB,WB,RB",90,0,0,0,0,0.0,0.0,0,0,66.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,45.0,55.0,81.8,12.0,37.0,1.0,1.0,1.0,/en/matches/92885cfc/Leeds-United-Arsenal-October-16-2022-Premier-League,1.0,1.0,0.3444444444444443
