,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-13,Sat,Premier League,Matchweek 2,Home,W 2–1,Aston Villa,Everton,Y,CB,90,0,0,0,0,0,0,0,0,67.0,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,53.0,60.0,88.3,5.0,46.0,0.0,0.0,0.0,/en/matches/8cd71c65/Aston-Villa-Everton-August-13-2022-Premier-League,1.0,0.5,0.4888888888888889
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-20,Sat,Premier League,Matchweek 3,Away,L 1–3,Aston Villa,Crystal Palace,Y,CB,90,0,0,0,0,0,0,0,0,76.0,0.0,2,0.0,0.0,0.0,0.0,3.0,1.0,54.0,67.0,80.6,3.0,31.0,0.0,0.0,0.0,/en/matches/3f89bccf/Crystal-Palace-Aston-Villa-August-20-2022-Premier-League,0.0,0.5,0.4791666666666667
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-23,Tue,EFL Cup,Second round,Away,W 4–1,Aston Villa,Bolton,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/275fe5c5/Bolton-Wanderers-Aston-Villa-August-23-2022-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-31,Wed,Premier League,Matchweek 5,Away,L 1–2,Aston Villa,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,49.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,28.0,38.0,73.7,1.0,28.0,0.0,0.0,0.0,/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League,0.0,0.6666666666666666,0.9
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-09-03,Sat,Premier League,Matchweek 6,Home,D 1–1,Aston Villa,Manchester City,Y,CB,90,0,0,0,0,0,0,0,0,37.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,86.2,1.0,16.0,0.0,0.0,0.0,/en/matches/3091f0b8/Aston-Villa-Manchester-City-September-3-2022-Premier-League,0.5,0.3333333333333333,0.8461538461538461
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-16,Fri,Premier League,Matchweek 8,Home,W 1–0,Aston Villa,Southampton,Y,CB,90,0,0,0,0,0,0,0,0,53.0,2.0,0,0.0,0.0,0.0,0.0,1.0,0.0,30.0,41.0,73.2,2.0,22.0,0.0,0.0,0.0,/en/matches/1219daa1/Aston-Villa-Southampton-September-16-2022-Premier-League,1.0,0.5,0.3854166666666666
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-10-02,Sun,Premier League,Matchweek 9,Away,D 0–0,Aston Villa,Leeds United,Y,CB,90,0,0,0,0,1,0,0,0,63.0,1.0,1,0.0,0.0,0.0,0.0,2.0,0.0,51.0,58.0,87.9,3.0,36.0,1.0,0.0,0.0,/en/matches/627d2279/Leeds-United-Aston-Villa-October-2-2022-Premier-League,0.5,0.5,0.3541666666666666
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-10,Mon,Premier League,Matchweek 10,Away,D 1–1,Aston Villa,Nott'ham Forest,Y,CB,90,0,0,0,0,0,0,0,0,91.0,1.0,2,1.0,0.0,0.0,0.0,0.0,0.0,77.0,84.0,91.7,10.0,63.0,2.0,0.0,0.0,/en/matches/fb99ddf9/Nottingham-Forest-Aston-Villa-October-10-2022-Premier-League,0.5,0.6666666666666666,0.17857142857142855
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-16,Sun,Premier League,Matchweek 11,Home,L 0–2,Aston Villa,Chelsea,Y,CB,90,0,0,0,0,0,0,0,0,55.0,2.0,0,1.0,0.0,0.0,0.0,2.0,0.0,42.0,50.0,84.0,5.0,36.0,0.0,0.0,0.0,/en/matches/7113ce7f/Aston-Villa-Chelsea-October-16-2022-Premier-League,0.0,0.6666666666666666,0.96875
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-20,Thu,Premier League,Matchweek 12,Away,L 0–3,Aston Villa,Fulham,Y,CB,90,0,0,0,0,0,0,1,0,47.0,0.0,2,2.0,0.0,0.0,0.0,2.0,0.0,29.0,37.0,78.4,2.0,31.0,1.0,1.0,0.0,/en/matches/e6102606/Fulham-Aston-Villa-October-20-2022-Premier-League,0.0,0.3333333333333333,0.2708333333333332
