,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2020-09-05,Sat,EFL Cup,First round,Away,L 0–2,Swansea City,Newport County,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/73c69554/Newport-County-Swansea-City-September-5-2020-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2020-09-12,Sat,Championship,Matchweek 1,Away,W 1–0,Swansea City,Preston,Y,CB,90,0,0,0,0,0.0,0.0,0,0,46.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,31.0,48.4,0.0,13.0,0.0,0.0,0.0,/en/matches/d098a3bd/Preston-North-End-Swansea-City-September-12-2020-Championship,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2020-09-19,Sat,Championship,Matchweek 2,Home,D 0–0,Swansea City,Birmingham City,Y,CB,90,0,0,0,0,0.0,0.0,0,0,89.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,77.0,84.4,2.0,66.0,1.0,0.0,0.0,/en/matches/710a1bb7/Swansea-City-Birmingham-City-September-19-2020-Championship,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2020-09-26,Sat,Championship,Matchweek 3,Away,W 2–0,Swansea City,Wycombe,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,41.0,87.8,1.0,35.0,0.0,0.0,0.0,/en/matches/e934a1db/Wycombe-Wanderers-Swansea-City-September-26-2020-Championship,1.0,0.5,0.5
4,4,4,4,4,4,4,4,4,4,4,4,2020-10-03,Sat,Championship,Matchweek 4,Home,W 2–1,Swansea City,Millwall,Y,CB,90,0,0,0,0,0.0,0.0,0,0,82.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,59.0,67.0,88.1,4.0,54.0,0.0,0.0,0.0,/en/matches/33927e7a/Swansea-City-Millwall-October-3-2020-Championship,1.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,2020-10-08,Thu,Friendlies (M),Friendlies (M),Away,L 0–3,wls Wales,eng England,Y,CB,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4aa5cdf1/England-Wales-October-8-2020-Friendlies-M,0.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,2020-10-11,Sun,UEFA Nations League,League B,Away,D 0–0,wls Wales,ie Rep. of Ireland,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/cbe19e95/Republic-of-Ireland-Wales-October-11-2020-UEFA-Nations-League,0.5,0.6666666666666666,0.5
7,7,7,7,7,7,7,7,7,7,7,7,2020-10-14,Wed,UEFA Nations League,League B,Away,W 1–0,wls Wales,bg Bulgaria,Y,CB,90,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/21da9c27/Bulgaria-Wales-October-14-2020-UEFA-Nations-League,1.0,0.5,0.5
8,8,8,8,8,8,8,8,8,8,8,8,2020-10-26,Mon,Premier League,Matchweek 6,Away,W 1–0,Tottenham,Burnley,N,LW,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/4931660e/Burnley-Tottenham-Hotspur-October-26-2020-Premier-League,1.0,0.5,0.3205128205128205
9,9,9,9,9,9,9,9,9,9,9,9,2020-11-12,Thu,Friendlies (M),Friendlies (M),Home,D 0–0,wls Wales,us United States,N,,22,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c3990c04/Wales-United-States-November-12-2020-Friendlies-M,0.5,0.8333333333333334,0.5
10,10,10,10,10,10,10,10,10,10,10,10,2020-11-15,Sun,UEFA Nations League,League B,Home,W 1–0,wls Wales,ie Rep. of Ireland,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/c52b11de/Wales-Republic-of-Ireland-November-15-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2020-11-18,Wed,UEFA Nations League,League B,Home,W 3–1,wls Wales,fi Finland,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/5abe5d19/Wales-Finland-November-18-2020-UEFA-Nations-League,1.0,0.8333333333333334,0.5
12,12,12,12,12,12,12,12,12,12,12,12,2020-11-21,Sat,Premier League,Matchweek 9,Home,W 2–0,Tottenham,Manchester City,N,CB,10,0,0,0,0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,/en/matches/8a038069/Tottenham-Hotspur-Manchester-City-November-21-2020-Premier-League,1.0,0.8333333333333334,0.7307692307692307
13,13,13,13,13,13,13,13,13,13,13,13,2020-11-29,Sun,Premier League,Matchweek 10,Away,D 0–0,Tottenham,Chelsea,Y,CB,90,0,0,0,0,0.0,0.0,0,0,56.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,48.0,85.4,2.0,32.0,0.0,0.0,0.0,/en/matches/58306243/Chelsea-Tottenham-Hotspur-November-29-2020-Premier-League,0.5,1.0,0.9047619047619048
