,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2021-08-27,Fri,PL2 — Div. 1,Matchweek 3,Away,W 3–2,Leeds United,Derby County,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/cbdd909a/Derby-County-U23-Leeds-United-U23-August-27-2021-Premier-League-2----Division-1,1.0,0.5,0.5
1,1,1,1,1,2021-09-11,Sat,PL2 — Div. 1,Matchweek 4,Home,D 2–2,Leeds United,West Ham,Y,CM,90,0,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/cbdeee5b/Leeds-United-U23-West-Ham-United-U23-September-11-2021-Premier-League-2----Division-1,0.5,0.5,0.5
2,2,2,2,2,2021-09-19,Sun,PL2 — Div. 1,Matchweek 5,Away,W 4–0,Leeds United,Liverpool,N,,45,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/67b67bb1/Liverpool-U23-Leeds-United-U23-September-19-2021-Premier-League-2----Division-1,1.0,0.5,0.5
3,3,3,3,3,2021-09-21,Tue,EFL Cup,Third round,Away,D 0 (6)–0 (5),Leeds United,Fulham,N,,46,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/f0825c2c/Fulham-Leeds-United-September-21-2021-EFL-Cup,0.5,0.8333333333333334,0.5
4,4,4,4,4,2021-09-24,Fri,PL2 — Div. 1,Matchweek 6,Home,D 4–4,Leeds United,Blackburn,N,,35,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/adfa77e3/Leeds-United-U23-Blackburn-Rovers-U23-September-24-2021-Premier-League-2----Division-1,0.5,0.6666666666666666,0.5
5,5,5,5,5,2021-10-01,Fri,PL2 — Div. 1,Matchweek 7,Away,L 0–1,Leeds United,Leicester City,Y,RM,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/b474f487/Leicester-City-U23-Leeds-United-U23-October-1-2021-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
6,6,6,6,6,2021-10-18,Mon,PL2 — Div. 1,Matchweek 8,Away,L 2–4,Leeds United,Everton,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/6fcfdad1/Everton-U23-Leeds-United-U23-October-18-2021-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
7,7,7,7,7,2021-10-29,Fri,PL2 — Div. 1,Matchweek 10,Home,L 2–4,Leeds United,Arsenal,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/9aa6a285/Leeds-United-U23-Arsenal-U23-October-29-2021-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
8,8,8,8,8,2021-11-06,Sat,PL2 — Div. 1,Matchweek 11,Away,L 2–3,Leeds United,Manchester Utd,N,,32,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/9006f956/Manchester-United-U23-Leeds-United-U23-November-6-2021-Premier-League-2----Division-1,0.0,0.0,0.5
9,9,9,9,9,2021-11-21,Sun,Premier League,Matchweek 12,Away,L 1–2,Leeds United,Tottenham,N,RM,4,0,0,0,0,0.0,0.0,0,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,3.0,0.0,0.0,0.0,/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,0.0,0.0,0.5595238095238095
10,10,10,10,10,2021-11-29,Mon,PL2 — Div. 1,Matchweek 13,Away,L 2–3,Leeds United,Manchester City,Y,AM,90,0,1,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7fcf51b0/Manchester-City-U23-Leeds-United-U23-November-29-2021-Premier-League-2----Division-1,0.0,0.0,0.5
11,11,11,11,11,2021-12-03,Fri,PL2 — Div. 1,Matchweek 14,Home,L 1–3,Leeds United,Leicester City,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/57d35db4/Leeds-United-U23-Leicester-City-U23-December-3-2021-Premier-League-2----Division-1,0.0,0.0,0.5
12,12,12,12,12,2021-12-20,Mon,PL2 — Div. 1,Matchweek 15,Home,D 0–0,Leeds United,Everton,N,,45,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f08e203e/Leeds-United-U23-Everton-U23-December-20-2021-Premier-League-2----Division-1,0.5,0.0,0.5
13,13,13,13,13,2022-01-10,Mon,PL2 — Div. 1,Matchweek 16,Away,L 0–3,Leeds United,West Ham,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/f62d5c74/West-Ham-United-U23-Leeds-United-U23-January-10-2022-Premier-League-2----Division-1,0.0,0.1666666666666666,0.5
14,14,14,14,14,2022-01-17,Mon,PL2 — Div. 1,Matchweek 17,Home,W 2–0,Leeds United,Derby County,Y,RW,13,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/24695d51/Leeds-United-U23-Derby-County-U23-January-17-2022-Premier-League-2----Division-1,1.0,0.1666666666666666,0.5
15,15,15,15,15,2022-01-24,Mon,PL2 — Div. 1,Matchweek 18,Away,L 0–4,Leeds United,Blackburn,Y,,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7210816e/Blackburn-Rovers-U23-Leeds-United-U23-January-24-2022-Premier-League-2----Division-1,0.0,0.5,0.5
16,16,16,16,16,2022-02-28,Mon,PL2 — Div. 1,Matchweek 21,Away,D 1–1,Leeds United,Tottenham,Y,RM,90,0,0,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/fe519a8c/Tottenham-Hotspur-U23-Leeds-United-U23-February-28-2022-Premier-League-2----Division-1,0.5,0.3333333333333333,0.5
17,17,17,17,17,2022-03-15,Tue,PL2 — Div. 1,Matchweek 22,Home,W 3–0,Leeds United,Manchester Utd,Y,RW,90,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/48eb45ee/Leeds-United-U23-Manchester-United-U23-March-15-2022-Premier-League-2----Division-1,1.0,0.5,0.5
18,18,18,18,18,2022-03-20,Sun,PL2 — Div. 1,Matchweek 23,Away,L 0–1,Leeds United,Chelsea,Y,AM,84,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/278e7328/Chelsea-U23-Leeds-United-U23-March-20-2022-Premier-League-2----Division-1,0.0,0.5,0.5
19,19,19,19,19,2022-04-04,Mon,PL2 — Div. 1,Matchweek 24,Home,W 4–0,Leeds United,Crystal Palace,Y,AM,90,1,1,0,0,,,1,0,,,,,,,,,,,,,,,,,,/en/matches/30e693ac/Leeds-United-U23-Crystal-Palace-U23-April-4-2022-Premier-League-2----Division-1,1.0,0.5,0.5
20,20,20,20,20,2022-04-15,Fri,PL2 — Div. 1,Matchweek 20,Away,L 0–1,Leeds United,Brighton,Y,AM,59,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/80c7aa81/Brighton-and-Hove-Albion-U23-Leeds-United-U23-April-15-2022-Premier-League-2----Division-1,0.0,0.6666666666666666,0.5
21,21,21,21,21,2022-04-22,Fri,PL2 — Div. 1,Matchweek 25,Home,L 1–3,Leeds United,Manchester City,N,,18,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7ba1eb01/Leeds-United-U23-Manchester-City-U23-April-22-2022-Premier-League-2----Division-1,0.0,0.3333333333333333,0.5
