,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-07-06,Sat,Africa Cup of Nations,Round of 16,Neutral,L 0–1,eg Egypt,za South Africa,Y,AM,90,0,0,0,0,4.0,2.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/741601e1/Egypt-South-Africa-July-6-2019-Africa-Cup-of-Nations,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-10,Sat,Premier League,Matchweek 1,Away,L 1–3,Aston Villa,Tottenham,Y,RM,58,0,0,0,0,2.0,1.0,0,0,27.0,3.0,0.0,1.0,0.2,0.2,0.0,1.0,0.0,9.0,13.0,69.2,1.0,16.0,1.0,3.0,1.0,/en/matches/404ee5d3/Tottenham-Hotspur-Aston-Villa-August-10-2019-Premier-League,0.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-17,Sat,Premier League,Matchweek 2,Home,L 1–2,Aston Villa,Bournemouth,Y,RW,86,0,0,0,0,3.0,1.0,0,0,38.0,1.0,0.0,0.0,0.6,0.6,0.0,3.0,0.0,22.0,29.0,75.9,2.0,35.0,5.0,2.0,1.0,/en/matches/7ad0ed82/Aston-Villa-Bournemouth-August-17-2019-Premier-League,0.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-23,Fri,Premier League,Matchweek 3,Home,W 2–0,Aston Villa,Everton,Y,LM,85,0,0,0,0,0.0,0.0,1,0,35.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,15.0,53.3,0.0,15.0,0.0,4.0,0.0,/en/matches/3e805eff/Aston-Villa-Everton-August-23-2019-Premier-League,1.0,0.0,0.5357142857142857
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-08-31,Sat,Premier League,Matchweek 4,Away,L 0–1,Aston Villa,Crystal Palace,Y,LW,53,0,0,0,0,3.0,1.0,2,1,18.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,6.0,9.0,66.7,0.0,15.0,0.0,2.0,2.0,/en/matches/230f4fac/Crystal-Palace-Aston-Villa-August-31-2019-Premier-League,0.0,0.3333333333333333,0.5238095238095238
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-22,Sun,Premier League,Matchweek 6,Away,L 2–3,Aston Villa,Arsenal,Y,RW,67,0,0,0,0,2.0,1.0,0,0,41.0,4.0,1.0,2.0,0.1,0.1,0.1,4.0,0.0,21.0,26.0,80.8,3.0,27.0,7.0,6.0,3.0,/en/matches/d5fa0563/Arsenal-Aston-Villa-September-22-2019-Premier-League,0.0,0.3333333333333333,0.5833333333333333
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-25,Wed,EFL Cup,Third round,Away,W 3–1,Aston Villa,Brighton,Y,FW,79,0,0,0,0,6.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/61b05292/Brighton-and-Hove-Albion-Aston-Villa-September-25-2019-EFL-Cup,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-28,Sat,Premier League,Matchweek 7,Home,D 2–2,Aston Villa,Burnley,N,RW,21,0,1,0,0,0.0,0.0,1,0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,6.0,66.7,1.0,7.0,2.0,1.0,0.0,/en/matches/37a51188/Aston-Villa-Burnley-September-28-2019-Premier-League,0.5,0.3333333333333333,0.5256410256410257
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-10-05,Sat,Premier League,Matchweek 8,Away,W 5–1,Aston Villa,Norwich City,N,RW,27,0,0,0,0,1.0,0.0,0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,6.0,1.0,1.0,0.0,/en/matches/e50b8e5b/Norwich-City-Aston-Villa-October-5-2019-Premier-League,1.0,0.5,0.2738095238095238
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-10-14,Mon,Friendlies (M),Friendlies (M),Home,W 1–0,eg Egypt,bw Botswana,Y,AM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/7068b66f/Egypt-Botswana-October-14-2019-Friendlies-M,1.0,0.8333333333333334,0.5
