,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ,Match Report
0,Thu,UEFA Nations League,League B,Home,L 0–1,tr Türkiye,hu Hungary,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sun,UEFA Nations League,League B,Away,D 0–0,tr Türkiye,rs Serbia,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Sat,La Liga,Matchweek 1,Away,D 0–0,Celta Vigo,Eibar,Y,CM,90,0,0,0,0,0,0,1,0,44,2,1,0,0.0,0.0,0.0,0,0,22,31,71.0,2,15,1,3,3,Match Report
3,Sat,La Liga,Matchweek 2,Home,W 2–1,Celta Vigo,Valencia,N,"DM,CM",25,0,0,0,0,0,0,1,0,17,1,0,0,0.0,0.0,0.1,3,0,15,16,93.8,2,12,1,0,0,Match Report
4,Sun,La Liga,Matchweek 3,Away,D 1–1,Celta Vigo,Valladolid,N,"DM,CM",11,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,4,4,100.0,0,3,0,0,0,Match Report
5,Thu,La Liga,Matchweek 4,Home,L 0–3,Celta Vigo,Barcelona,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
6,Sun,La Liga,Matchweek 5,Away,L 0–2,Celta Vigo,Osasuna,Y,"CM,DM",90,0,0,0,0,1,0,0,0,68,3,2,0,0.0,0.0,0.0,1,0,45,53,84.9,6,32,1,2,2,Match Report
7,Wed,Friendlies (M),Friendlies (M),Away,D 3–3,tr Türkiye,de Germany,Y,DM,62,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,Match Report
8,Sun,UEFA Nations League,League B,Away,D 1–1,tr Türkiye,ru Russia,N,,11,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,,Match Report
9,Wed,UEFA Nations League,League B,Home,D 2–2,tr Türkiye,rs Serbia,Y,DM,90,0,0,0,0,1,0,1,0,,,4,,,,,,,,,,,,,,,Match Report
10,Sat,La Liga,Matchweek 6,Home,L 0–2,Celta Vigo,Atlético Madrid,N,"On matchday squad, but did not play",Match Report,,,,,,,,,,,,,,,,,,,,,,,,,,
