,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
10,10,10,10,10,10,10,10,10,10,10,2021-01-23,Sat,FA Cup,Fourth round proper,Home,W 1–0,Southampton,Arsenal,Y,CB,90,0,0,0,0,0,0,1,0,,,2,,,,,,,,,,,,,,,/en/matches/37753f62/Southampton-Arsenal-January-23-2021-FA-Cup,1.0,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,2021-01-26,Tue,Premier League,Matchweek 20,Home,L 1–3,Southampton,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,72.0,1.0,1,1.0,0.0,0.0,0.0,2.0,0.0,57.0,62.0,91.9,4.0,55.0,1.0,0.0,0.0,/en/matches/ac54f8a6/Southampton-Arsenal-January-26-2021-Premier-League,0.0,0.6666666666666666,0.5
12,12,12,12,12,12,12,12,12,12,12,2021-01-30,Sat,Premier League,Matchweek 21,Home,L 0–1,Southampton,Aston Villa,Y,CB,90,0,0,0,0,1,0,0,0,72.0,1.0,2,0.0,0.2,0.2,0.0,0.0,0.0,58.0,65.0,89.2,5.0,37.0,0.0,0.0,0.0,/en/matches/10d13e5b/Southampton-Aston-Villa-January-30-2021-Premier-League,0.0,0.6666666666666666,0.5
13,13,13,13,13,13,13,13,13,13,13,2021-02-02,Tue,Premier League,Matchweek 22,Away,L 0–9,Southampton,Manchester Utd,Y,CB,90,0,0,0,0,0,0,1,0,40.0,1.0,1,4.0,0.0,0.0,0.0,0.0,0.0,16.0,24.0,66.7,1.0,14.0,0.0,0.0,0.0,/en/matches/37a9f2fd/Manchester-United-Southampton-February-2-2021-Premier-League,0.0,0.3333333333333333,0.5
14,14,14,14,14,14,14,14,14,14,14,2021-02-06,Sat,Premier League,Matchweek 23,Away,L 2–3,Southampton,Newcastle Utd,Y,"RB,CB",80,0,0,0,0,0,0,0,0,70.0,2.0,2,3.0,0.0,0.0,0.0,1.0,0.0,53.0,61.0,86.9,6.0,40.0,2.0,0.0,0.0,/en/matches/5313627a/Newcastle-United-Southampton-February-6-2021-Premier-League,0.0,0.0,0.5
15,15,15,15,15,15,15,15,15,15,15,2021-03-10,Wed,Premier League,Matchweek 33,Away,L 2–5,Southampton,Manchester City,Y,CM,62,0,0,0,0,1,0,0,0,29.0,1.0,1,1.0,0.1,0.1,0.0,1.0,0.0,18.0,21.0,85.7,0.0,16.0,0.0,1.0,0.0,/en/matches/ba04db4f/Manchester-City-Southampton-March-10-2021-Premier-League,0.0,0.0,0.5
16,16,16,16,16,16,16,16,16,16,16,2021-03-20,Sat,FA Cup,Quarter-finals,Away,W 3–0,Southampton,Bournemouth,N,,14,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/bc6bd218/Bournemouth-Southampton-March-20-2021-FA-Cup,1.0,0.0,0.5
17,17,17,17,17,17,17,17,17,17,17,2021-04-30,Fri,Premier League,Matchweek 34,Home,D 1–1,Southampton,Leicester City,Y,LB,90,0,0,0,0,0,0,0,0,59.0,3.0,1,1.0,0.0,0.0,0.0,0.0,0.0,28.0,47.0,59.6,2.0,25.0,1.0,0.0,0.0,/en/matches/c0d4f879/Southampton-Leicester-City-April-30-2021-Premier-League,0.5,0.3333333333333333,0.5
18,18,18,18,18,18,18,18,18,18,18,2021-05-08,Sat,Premier League,Matchweek 35,Away,L 0–2,Southampton,Liverpool,Y,LB,90,0,0,0,0,0,0,0,0,70.0,0.0,1,2.0,0.0,0.0,0.0,1.0,0.0,52.0,61.0,85.2,3.0,30.0,0.0,1.0,0.0,/en/matches/e5923f92/Liverpool-Southampton-May-8-2021-Premier-League,0.0,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,2021-05-11,Tue,Premier League,Matchweek 32,Home,W 3–1,Southampton,Crystal Palace,Y,"CB,LB",90,0,0,0,0,1,0,0,0,87.0,2.0,0,2.0,0.0,0.0,0.0,1.0,0.0,74.0,79.0,93.7,2.0,48.0,1.0,0.0,0.0,/en/matches/5e4ec091/Southampton-Crystal-Palace-May-11-2021-Premier-League,1.0,0.5,0.5
20,20,20,20,20,20,20,20,20,20,20,2021-05-15,Sat,Premier League,Matchweek 36,Home,W 3–1,Southampton,Fulham,Y,CB,90,0,0,0,0,0,0,0,0,68.0,3.0,0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,60.0,90.0,8.0,49.0,2.0,0.0,0.0,/en/matches/34739ed7/Southampton-Fulham-May-15-2021-Premier-League,1.0,0.5,0.5
21,21,21,21,21,21,21,21,21,21,21,2021-05-18,Tue,Premier League,Matchweek 37,Home,L 0–2,Southampton,Leeds United,Y,CB,90,0,0,0,0,1,1,0,0,68.0,3.0,2,0.0,0.3,0.3,0.1,4.0,0.0,46.0,55.0,83.6,5.0,35.0,5.0,2.0,1.0,/en/matches/de4e566f/Southampton-Leeds-United-May-18-2021-Premier-League,0.0,0.6666666666666666,0.5
