,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-08-07,Sun,Premier League,Matchweek 1,Away,D 2–2,Brentford,Leicester City,Y,CB,58,0,0,0,0,0,0,0,0,69.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,55.0,65.0,84.6,4.0,56.0,1.0,0.0,0.0,/en/matches/3249ba27/Leicester-City-Brentford-August-7-2022-Premier-League,0.5,0.5,0.5277777777777778
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-08-13,Sat,Premier League,Matchweek 2,Home,W 4–0,Brentford,Manchester Utd,Y,CB,90,1,0,0,0,1,1,0,0,33.0,0.0,2,1.0,0.4,0.4,0.0,0.0,0.0,15.0,26.0,57.7,1.0,13.0,0.0,0.0,0.0,/en/matches/04712d4e/Brentford-Manchester-United-August-13-2022-Premier-League,1.0,0.5,0.4375
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-08-20,Sat,Premier League,Matchweek 3,Away,L 2–3,Brentford,Fulham,Y,CB,90,0,0,0,0,2,0,1,0,83.0,1.0,1,1.0,0.1,0.1,0.0,2.0,0.0,56.0,75.0,74.7,5.0,42.0,0.0,0.0,0.0,/en/matches/a107c037/Fulham-Brentford-August-20-2022-Premier-League,0.0,0.5,0.511904761904762
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-08-27,Sat,Premier League,Matchweek 4,Home,D 1–1,Brentford,Everton,Y,CB,90,0,0,0,0,1,0,0,0,79.0,0.0,4,2.0,0.1,0.1,0.0,3.0,0.0,54.0,65.0,83.1,0.0,52.0,0.0,0.0,0.0,/en/matches/db59fc65/Brentford-Everton-August-27-2022-Premier-League,0.5,0.5,0.3888888888888889
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-30,Tue,Premier League,Matchweek 5,Away,D 1–1,Brentford,Crystal Palace,Y,CB,90,0,0,0,0,2,0,0,0,74.0,1.0,1,0.0,0.3,0.3,0.0,0.0,0.0,55.0,68.0,80.9,0.0,49.0,0.0,0.0,0.0,/en/matches/e1d6440f/Crystal-Palace-Brentford-August-30-2022-Premier-League,0.5,0.5,0.611111111111111
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-09-03,Sat,Premier League,Matchweek 6,Home,W 5–2,Brentford,Leeds United,Y,CB,90,0,0,0,0,0,0,0,0,49.0,4.0,5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,63.6,0.0,18.0,0.0,0.0,0.0,/en/matches/88f9aad9/Brentford-Leeds-United-September-3-2022-Premier-League,1.0,0.3333333333333333,0.5520833333333334
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-09-18,Sun,Premier League,Matchweek 8,Home,L 0–3,Brentford,Arsenal,Y,CB,90,0,0,0,0,0,0,0,0,57.0,0.0,4,1.0,0.0,0.0,0.0,1.0,0.0,31.0,46.0,67.4,2.0,28.0,0.0,0.0,0.0,/en/matches/fd5626e6/Brentford-Arsenal-September-18-2022-Premier-League,0.0,0.6666666666666666,0.7083333333333333
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-10-01,Sat,Premier League,Matchweek 9,Away,D 0–0,Brentford,Bournemouth,Y,CB,90,0,0,0,0,1,1,0,0,83.0,3.0,1,2.0,0.0,0.0,0.0,0.0,0.0,55.0,70.0,78.6,2.0,50.0,0.0,1.0,1.0,/en/matches/f2e86b27/Bournemouth-Brentford-October-1-2022-Premier-League,0.5,0.5,0.611111111111111
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-10-08,Sat,Premier League,Matchweek 10,Away,L 1–5,Brentford,Newcastle Utd,Y,CB,70,0,0,0,0,0,0,0,0,35.0,1.0,2,2.0,0.0,0.0,0.0,0.0,0.0,24.0,29.0,82.8,1.0,15.0,0.0,0.0,0.0,/en/matches/7dd42d3f/Newcastle-United-Brentford-October-8-2022-Premier-League,0.0,0.5,0.6145833333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-10-14,Fri,Premier League,Matchweek 11,Home,W 2–0,Brentford,Brighton,Y,CB,90,0,0,0,0,1,0,0,0,37.0,0.0,1,5.0,0.1,0.1,0.0,0.0,0.0,12.0,23.0,52.2,1.0,10.0,0.0,0.0,0.0,/en/matches/69409682/Brentford-Brighton-and-Hove-Albion-October-14-2022-Premier-League,1.0,0.1666666666666666,0.4523809523809523
