,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,2022-06-01,Wed,UEFA Nations League,League A,Away,L 1–2,wls Wales,pl Poland,N,,45,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/394edf43/Poland-Wales-June-1-2022-UEFA-Nations-League,0.0,0.5,0.5
1,1,1,1,1,2022-06-11,Sat,UEFA Nations League,League A,Home,D 1–1,wls Wales,be Belgium,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/510eb1dc/Wales-Belgium-June-11-2022-UEFA-Nations-League,0.5,0.5,0.5
2,2,2,2,2,2022-06-14,Tue,UEFA Nations League,League A,Away,L 2–3,wls Wales,nl Netherlands,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/6e6d4c86/Netherlands-Wales-June-14-2022-UEFA-Nations-League,0.0,0.5,0.5
3,3,3,3,3,2022-08-23,Tue,EFL Cup,Second round,Away,W 3–0,Nott'ham Forest,Grimsby Town,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/9163b52e/Grimsby-Town-Nottingham-Forest-August-23-2022-EFL-Cup,1.0,0.1666666666666666,0.5
4,4,4,4,4,2022-09-22,Thu,UEFA Nations League,League A,Away,L 1–2,wls Wales,be Belgium,Y*,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/1bb5921e/Belgium-Wales-September-22-2022-UEFA-Nations-League,0.0,0.5,0.5
5,5,5,5,5,2022-09-25,Sun,UEFA Nations League,League A,Home,L 0–1,wls Wales,pl Poland,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/cfe4212b/Wales-Poland-September-25-2022-UEFA-Nations-League,0.0,0.3333333333333333,0.5
6,6,6,6,6,2022-11-09,Wed,EFL Cup,Third round,Home,W 2–0,Nott'ham Forest,Tottenham,Y,GK,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/3976d636/Nottingham-Forest-Tottenham-Hotspur-November-9-2022-EFL-Cup,1.0,0.3333333333333333,0.5
7,7,7,7,7,2022-11-21,Mon,World Cup,Group stage,Neutral,D 1–1,wls Wales,us United States,Y,GK,90,0,0,0,0,0,0,0,0,33.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,62.5,0.0,15.0,0.0,0.0,0.0,/en/matches/9de4c4cc/United-States-Wales-November-21-2022-FIFA-World-Cup,0.5,0.3333333333333333,0.5
8,8,8,8,8,2022-11-25,Fri,World Cup,Group stage,Neutral,L 0–2,wls Wales,ir IR Iran,Y,GK,85,0,0,0,0,0,0,0,1,35.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,34.0,88.2,0.0,28.0,0.0,0.0,0.0,/en/matches/ff2407b2/Wales-IR-Iran-November-25-2022-FIFA-World-Cup,0.0,0.5,0.5
9,9,9,9,9,2022-12-27,Tue,Premier League,Matchweek 17,Away,L 0–3,Nott'ham Forest,Manchester Utd,Y,GK,90,0,0,0,0,0,0,0,0,30.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,60.0,0.0,14.0,0.0,0.0,0.0,/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League,0.0,0.5,0.71875
