,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,2021-08-24,Tue,EFL Cup,Second round,Away,W 2–0,Brighton,Cardiff City,Y,AM,67,0,0,0,0,2.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/93461390/Cardiff-City-Brighton-and-Hove-Albion-August-24-2021-EFL-Cup,1.0,0.5,0.5
1,1,1,1,1,1,1,2021-08-28,Sat,Premier League,Matchweek 3,Home,L 0–2,Brighton,Everton,N,LM,18,0,0,0,0,1.0,0.0,0,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,82.4,1.0,16.0,1.0,0.0,0.0,/en/matches/ec8b667a/Brighton-and-Hove-Albion-Everton-August-28-2021-Premier-League,0.0,0.5,0.6666666666666666
2,2,2,2,2,2,2,2021-09-22,Wed,EFL Cup,Third round,Home,W 2–0,Brighton,Swansea City,Y,RM,90,0,0,0,0,2.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/927e6bc0/Brighton-and-Hove-Albion-Swansea-City-September-22-2021-EFL-Cup,1.0,0.5,0.5
3,3,3,3,3,3,3,2021-12-15,Wed,Premier League,Matchweek 17,Home,L 0–1,Brighton,Wolves,N,CM,7,0,0,0,0,0.0,0.0,0,0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,10.0,70.0,2.0,10.0,0.0,1.0,0.0,/en/matches/60178542/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-December-15-2021-Premier-League,0.0,0.6666666666666666,0.2499999999999999
4,4,4,4,4,4,4,2022-02-27,Sun,PL2 — Div. 2,Matchweek 21,Home,W 4–2,Birmingham City,Middlesbrough,Y,CM,45,1,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/4a15387d/Birmingham-City-U23-Middlesbrough-U23-February-27-2022-Premier-League-2----Division-2,1.0,0.3333333333333333,0.5
5,5,5,5,5,5,5,2022-03-12,Sat,Championship,Matchweek 37,Home,D 0–0,Birmingham City,Hull City,N,CM,22,0,0,0,0,0.0,0.0,0,0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,70.0,0.0,10.0,0.0,2.0,1.0,/en/matches/ce0652d3/Birmingham-City-Hull-City-March-12-2022-Championship,0.5,0.6666666666666666,0.5
6,6,6,6,6,6,6,2022-03-15,Tue,Championship,Matchweek 38,Home,L 0–2,Birmingham City,Middlesbrough,Y,"CM,RM",54,0,0,0,0,1.0,0.0,0,0,25.0,2.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,10.0,16.0,62.5,1.0,16.0,2.0,2.0,0.0,/en/matches/33a4c34a/Birmingham-City-Middlesbrough-March-15-2022-Championship,0.0,0.5,0.5
7,7,7,7,7,7,7,2022-03-19,Sat,Championship,Matchweek 39,Away,D 0–0,Birmingham City,Swansea City,N,CM,16,0,0,0,0,0.0,0.0,0,0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,1.0,0.0,0.0,/en/matches/6e2eb86d/Swansea-City-Birmingham-City-March-19-2022-Championship,0.5,0.5,0.5
8,8,8,8,8,8,8,2022-04-03,Sun,Championship,Matchweek 40,Home,W 1–0,Birmingham City,West Brom,N,RW,35,0,0,0,0,0.0,0.0,0,0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,66.7,0.0,2.0,1.0,1.0,0.0,/en/matches/314ea72a/Birmingham-City-West-Bromwich-Albion-April-3-2022-Championship,1.0,0.3333333333333333,0.5
9,9,9,9,9,9,9,2022-04-09,Sat,Championship,Matchweek 41,Away,L 0–2,Birmingham City,Nott'ham Forest,Y,FW,81,0,0,0,0,1.0,1.0,0,0,24.0,0.0,0.0,0.0,0.1,0.1,0.0,1.0,0.0,15.0,18.0,83.3,8.0,21.0,5.0,3.0,2.0,/en/matches/a56cfcfc/Nottingham-Forest-Birmingham-City-April-9-2022-Championship,0.0,0.5,0.5
10,10,10,10,10,10,10,2022-04-15,Fri,Championship,Matchweek 42,Home,L 2–4,Birmingham City,Coventry City,N,RM,15,0,0,0,0,1.0,0.0,1,0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,50.0,1.0,13.0,1.0,4.0,1.0,/en/matches/2fc28fe7/Birmingham-City-Coventry-City-April-15-2022-Championship,0.0,0.5,0.5
