,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-08-12,Sat,Premier League,Matchweek 1,Away,L 1–2,Nott'ham Forest,Arsenal,Y,CM,89,0,0,0,0,0.0,0.0,1,0,21.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,10.0,13.0,76.9,1.0,13.0,0.0,2.0,0.0,/en/matches/26a7f90c/Arsenal-Nottingham-Forest-August-12-2023-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2023-08-18,Fri,Premier League,Matchweek 2,Home,W 2–1,Nott'ham Forest,Sheffield Utd,Y,CM,68,0,0,0,0,0.0,0.0,0,0,34.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,19.0,24.0,79.2,2.0,15.0,0.0,0.0,0.0,/en/matches/a0a93f71/Nottingham-Forest-Sheffield-United-August-18-2023-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2023-09-02,Sat,Premier League,Matchweek 4,Away,W 1–0,Nott'ham Forest,Chelsea,Y,CM,71,0,0,0,0,1.0,0.0,0,0,27.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,14.0,18.0,77.8,2.0,8.0,0.0,2.0,0.0,/en/matches/44e89d37/Chelsea-Nottingham-Forest-September-2-2023-Premier-League,1.0,0.5,0.6222222222222222
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2023-09-09,Sat,Euro Qualifying,Group stage,Away,W 1–0,be Belgium,az Azerbaijan,N,,25,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/b4ef9ef7/Azerbaijan-Belgium-September-9-2023-Euro-Qualifying,1.0,0.6666666666666666,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2023-09-12,Tue,Euro Qualifying,Group stage,Home,W 5–0,be Belgium,ee Estonia,Y,CM,90,0,1,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/7f784306/Belgium-Estonia-September-12-2023-Euro-Qualifying,1.0,1.0,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2023-09-18,Mon,Premier League,Matchweek 5,Home,D 1–1,Nott'ham Forest,Burnley,Y,DM,70,0,0,0,0,2.0,0.0,1,0,36.0,1.0,0.0,1.0,0.1,0.1,0.0,3.0,0.0,24.0,28.0,85.7,1.0,18.0,0.0,0.0,0.0,/en/matches/ad7ecfad/Nottingham-Forest-Burnley-September-18-2023-Premier-League,0.5,1.0,0.3444444444444444
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2023-09-23,Sat,Premier League,Matchweek 6,Away,L 0–2,Nott'ham Forest,Manchester City,Y,"CM,DM",90,0,0,0,0,1.0,0.0,1,0,46.0,2.0,2.0,0.0,0.1,0.1,0.0,0.0,0.0,32.0,38.0,84.2,2.0,30.0,0.0,0.0,0.0,/en/matches/5dc7e234/Manchester-City-Nottingham-Forest-September-23-2023-Premier-League,0.0,0.8333333333333334,0.9642857142857144
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2023-10-01,Sun,Premier League,Matchweek 7,Home,D 1–1,Nott'ham Forest,Brentford,Y,"CM,DM",90,0,0,0,0,0.0,0.0,0,0,57.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,48.0,97.9,2.0,34.0,0.0,2.0,2.0,/en/matches/923467c5/Nottingham-Forest-Brentford-October-1-2023-Premier-League,0.5,0.5,0.0729166666666666
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2023-10-07,Sat,Premier League,Matchweek 8,Away,D 0–0,Nott'ham Forest,Crystal Palace,Y,CM,82,0,0,0,0,2.0,0.0,0,0,48.0,2.0,1.0,0.0,0.1,0.1,0.0,2.0,0.0,39.0,40.0,97.5,3.0,27.0,1.0,1.0,0.0,/en/matches/1828106c/Crystal-Palace-Nottingham-Forest-October-7-2023-Premier-League,0.5,0.3333333333333333,0.4743589743589743
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2023-10-13,Fri,Euro Qualifying,Group stage,Away,W 3–2,be Belgium,at Austria,Y,CM,63,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/d5babe70/Austria-Belgium-October-13-2023-Euro-Qualifying,1.0,0.3333333333333333,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2023-10-16,Mon,Euro Qualifying,Group stage,Home,D 1–1,be Belgium,se Sweden,Y,CM,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/2a681bd1/Belgium-Sweden-October-16-2023-Euro-Qualifying,0.5,0.6666666666666666,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2023-10-21,Sat,Premier League,Matchweek 9,Home,D 2–2,Nott'ham Forest,Luton Town,Y,CM,90,0,0,0,0,0.0,0.0,0,0,67.0,0.0,1.0,1.0,0.0,0.0,0.1,4.0,0.0,47.0,58.0,81.0,5.0,39.0,2.0,4.0,2.0,/en/matches/d1671efa/Nottingham-Forest-Luton-Town-October-21-2023-Premier-League,0.5,0.6666666666666666,0.3020833333333333
