,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019-08-11,Sun,Premier League,Matchweek 1,Away,L 0–4,Chelsea,Manchester Utd,Y,CB,90,0,0,0,0,0,0,0,0,66.0,2.0,1,2.0,0.0,0.0,0.0,1.0,0.0,53.0,59.0,89.8,6.0,42.0,0.0,1.0,1.0,/en/matches/d0583d0d/Manchester-United-Chelsea-August-11-2019-Premier-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2019-08-14,Wed,Super Cup,UEFA Super Cup,Away,D 2 (4)–2 (5),eng Chelsea,eng Liverpool,Y,CB,84,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/4a69dd20/Liverpool-Chelsea-August-14-2019-UEFA-Super-Cup,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2019-08-18,Sun,Premier League,Matchweek 2,Home,D 1–1,Chelsea,Leicester City,Y,CB,90,0,0,0,0,0,0,0,0,45.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,26.0,32.0,81.3,1.0,27.0,0.0,0.0,0.0,/en/matches/aebf58b9/Chelsea-Leicester-City-August-18-2019-Premier-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2019-08-24,Sat,Premier League,Matchweek 3,Away,W 3–2,Chelsea,Norwich City,Y,CB,90,0,0,0,0,1,1,0,0,71.0,4.0,2,1.0,0.1,0.1,0.0,1.0,0.0,55.0,59.0,93.2,3.0,42.0,0.0,0.0,0.0,/en/matches/4f4fd2d8/Norwich-City-Chelsea-August-24-2019-Premier-League,1.0,0.3333333333333333,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2019-09-05,Thu,UEFA Euro Qualifying,Group stage,Away,W 6–0,dk Denmark,gi Gibraltar,Y,CB,90,0,0,0,0,0,0,0,0,,,1,,,,,,,,,,,,,,,/en/matches/d584b012/Gibraltar-Denmark-September-5-2019-UEFA-Euro-Qualifying,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2019-09-08,Sun,UEFA Euro Qualifying,Group stage,Away,D 0–0,dk Denmark,ge Georgia,Y,CB,90,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,,/en/matches/09775efe/Georgia-Denmark-September-8-2019-UEFA-Euro-Qualifying,0.5,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2019-09-14,Sat,Premier League,Matchweek 5,Away,W 5–2,Chelsea,Wolves,Y,CB,90,0,0,0,0,0,0,1,0,65.0,1.0,1,0.0,0.0,0.0,0.0,1.0,1.0,48.0,53.0,90.6,2.0,41.0,0.0,0.0,0.0,/en/matches/0fa0a658/Wolverhampton-Wanderers-Chelsea-September-14-2019-Premier-League,1.0,0.8333333333333334,0.6428571428571429
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2019-09-17,Tue,Champions Lg,Group stage,Home,L 0–1,eng Chelsea,es Valencia,Y,CB,90,0,0,0,0,1,0,0,0,71.0,0.0,0,0.0,0.1,0.1,0.0,0.0,0.0,63.0,66.0,95.5,1.0,46.0,0.0,0.0,0.0,/en/matches/8c3140a0/Chelsea-Valencia-September-17-2019-Champions-League,0.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2019-09-22,Sun,Premier League,Matchweek 6,Home,L 1–2,Chelsea,Liverpool,Y,CB,41,0,0,0,0,0,0,0,0,22.0,0.0,1,1.0,0.0,0.0,0.4,1.0,0.0,18.0,18.0,100.0,2.0,13.0,0.0,0.0,0.0,/en/matches/02e3ae79/Chelsea-Liverpool-September-22-2019-Premier-League,0.0,0.5,0.5833333333333333
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2019-09-28,Sat,Premier League,Matchweek 7,Home,W 2–0,Chelsea,Brighton,Y,CB,90,0,0,0,0,0,0,1,0,70.0,3.0,0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,62.0,90.3,4.0,50.0,1.0,0.0,0.0,/en/matches/1d4b5564/Chelsea-Brighton-and-Hove-Albion-September-28-2019-Premier-League,1.0,0.3333333333333333,0.4285714285714285
