,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form
0,0,2019-07-26,Fri,First Division A,Regular season,Home,W 2–1,Genk,Kortrijk,Y,DM,90,0,0,0,0,0,0,0,0,82.0,3.0,0,3.0,0.0,0.0,0.0,1.0,0.0,64.0,70.0,91.4,7.0,55.0,6.0,1.0,1.0,/en/matches/e331f7ef/Genk-Kortrijk-July-26-2019-Belgian-First-Division-A,1.0,0.5
1,1,2019-08-03,Sat,First Division A,Regular season,Away,L 1–3,Genk,Mechelen,Y,DM,90,0,0,0,0,0,0,0,0,86.0,2.0,0,3.0,0.0,0.0,0.1,3.0,0.0,65.0,77.0,84.4,11.0,40.0,2.0,1.0,1.0,/en/matches/5ca2d86f/Mechelen-Genk-August-3-2019-Belgian-First-Division-A,0.0,0.5
2,2,2019-08-10,Sat,First Division A,Regular season,Home,L 0–2,Genk,Zulte Waregem,Y,DM,87,0,0,0,0,3,1,0,0,83.0,1.0,1,1.0,0.2,0.2,0.1,3.0,0.0,66.0,73.0,90.4,11.0,63.0,4.0,2.0,2.0,/en/matches/68426cb4/Genk-Zulte-Waregem-August-10-2019-Belgian-First-Division-A,0.0,0.5
3,3,2019-08-17,Sat,First Division A,Regular season,Away,W 4–0,Genk,Waasland-Bev,Y,DM,90,0,0,0,0,1,0,0,0,66.0,1.0,1,0.0,0.1,0.1,0.0,0.0,0.0,53.0,59.0,89.8,4.0,37.0,2.0,1.0,1.0,/en/matches/94ad89ef/Waasland-Beveren-Genk-August-17-2019-Belgian-First-Division-A,1.0,0.3333333333333333
4,4,2019-08-23,Fri,First Division A,Regular season,Home,W 1–0,Genk,Anderlecht,Y,DM,90,0,0,0,0,0,0,0,0,47.0,6.0,0,2.0,0.0,0.0,0.0,1.0,0.0,30.0,35.0,85.7,3.0,27.0,1.0,1.0,1.0,/en/matches/2cf32213/Genk-Anderlecht-August-23-2019-Belgian-First-Division-A,1.0,0.3333333333333333
5,5,2019-09-01,Sun,First Division A,Regular season,Away,D 1–1,Genk,Club Brugge,Y,DM,90,0,0,0,0,0,0,1,0,42.0,3.0,1,1.0,0.0,0.0,0.0,1.0,0.0,27.0,34.0,79.4,5.0,18.0,1.0,2.0,1.0,/en/matches/928cdc87/Club-Brugge-Genk-September-1-2019-Belgian-First-Division-A,0.5,0.6666666666666666
6,6,2019-09-05,Thu,UEFA Euro Qualifying,Group stage,Home,W 2–0,no Norway,mt Malta,Y,CM,90,1,0,0,0,1,1,0,0,,,1,,,,,,,,,,,,,,,/en/matches/3d2c1880/Norway-Malta-September-5-2019-UEFA-Euro-Qualifying,1.0,0.8333333333333334
7,7,2019-09-08,Sun,UEFA Euro Qualifying,Group stage,Away,D 1–1,no Norway,se Sweden,Y,CM,90,0,0,0,0,0,0,0,0,,,3,,,,,,,,,,,,,,,/en/matches/93f04abd/Sweden-Norway-September-8-2019-UEFA-Euro-Qualifying,0.5,0.8333333333333334
8,8,2019-09-13,Fri,First Division A,Regular season,Away,L 1–2,Genk,Charleroi,Y,"CM,DM",90,0,0,0,0,2,0,0,0,74.0,2.0,0,0.0,0.1,0.1,0.0,2.0,0.0,53.0,61.0,86.9,9.0,43.0,1.0,4.0,2.0,/en/matches/9c392c44/Charleroi-Genk-September-13-2019-Belgian-First-Division-A,0.0,0.6666666666666666
9,9,2019-09-17,Tue,Champions Lg,Group stage,Away,L 2–6,be Genk,at RB Salzburg,Y,CM,90,0,0,0,0,0,0,0,0,60.0,1.0,2,2.0,0.0,0.0,0.1,2.0,0.0,38.0,49.0,77.6,5.0,33.0,2.0,4.0,3.0,/en/matches/5b62cee4/Red-Bull-Salzburg-Genk-September-17-2019-Champions-League,0.0,0.5
