,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-08-29,Sun,Premier League,Matchweek 3,Away,W 1–0,Manchester Utd,Wolves,Y,CB,90,0,1,0,0,0.0,0.0,0,0,78.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,60.0,68.0,88.2,1.0,46.0,1.0,0.0,0.0,/en/matches/871109e6/Wolverhampton-Wanderers-Manchester-United-August-29-2021-Premier-League,1.0,0.5,0.4166666666666666
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2021-09-01,Wed,WCQ,First round,Home,D 1–1,fr France,ba Bosnia & Herz'na,Y,CB,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/f017fdc5/France-Bosnia-and-Herzegovina-September-1-2021-WCQ----UEFA-M,0.5,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2021-09-07,Tue,WCQ,First round,Home,W 2–0,fr France,fi Finland,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/aadd70d9/France-Finland-September-7-2021-WCQ----UEFA-M,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Home,W 4–1,Manchester Utd,Newcastle Utd,Y,CB,90,0,0,0,0,2.0,0.0,0,0,67.0,3.0,1.0,0.0,0.1,0.1,0.0,0.0,0.0,51.0,56.0,91.1,4.0,38.0,2.0,0.0,0.0,/en/matches/7794fd6c/Manchester-United-Newcastle-United-September-11-2021-Premier-League,1.0,0.8333333333333334,0.3809523809523809
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2021-09-14,Tue,Champions Lg,Group stage,Away,L 1–2,eng Manchester Utd,ch Young Boys,N,CB,45,0,0,0,0,0.0,0.0,1,0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,0.0,3.0,0.0,0.0,0.0,/en/matches/b3e0c6ca/Young-Boys-Manchester-United-September-14-2021-Champions-League,0.0,0.8333333333333334,0.5
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2021-09-19,Sun,Premier League,Matchweek 5,Away,W 2–1,Manchester Utd,West Ham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,101.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,87.0,93.0,93.5,8.0,68.0,4.0,1.0,1.0,/en/matches/2daea068/West-Ham-United-Manchester-United-September-19-2021-Premier-League,1.0,0.6666666666666666,0.6785714285714285
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2021-09-25,Sat,Premier League,Matchweek 6,Home,L 0–1,Manchester Utd,Aston Villa,Y,CB,90,0,0,0,0,1.0,0.0,0,0,62.0,2.0,2.0,0.0,0.0,0.0,0.1,2.0,0.0,40.0,54.0,74.1,0.0,35.0,0.0,0.0,0.0,/en/matches/7c21232e/Manchester-United-Aston-Villa-September-25-2021-Premier-League,0.0,0.6666666666666666,0.6153846153846154
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2021-09-29,Wed,Champions Lg,Group stage,Home,W 2–1,eng Manchester Utd,es Villarreal,Y,CB,90,0,0,0,0,0.0,0.0,0,0,99.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,82.0,90.0,91.1,7.0,54.0,3.0,0.0,0.0,/en/matches/8ad62c4a/Manchester-United-Villarreal-September-29-2021-Champions-League,1.0,0.3333333333333333,0.5
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2021-10-02,Sat,Premier League,Matchweek 7,Home,D 1–1,Manchester Utd,Everton,Y,CB,90,0,0,0,0,1.0,0.0,0,0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,75.0,88.0,7.0,55.0,1.0,0.0,0.0,/en/matches/2129c7e9/Manchester-United-Everton-October-2-2021-Premier-League,0.5,0.6666666666666666,0.5641025641025641
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2021-10-07,Thu,UEFA Nations League,Semi-finals,Neutral,W 3–2,fr France,be Belgium,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/2448fee1/Belgium-France-October-7-2021-UEFA-Nations-League,1.0,0.5,0.5
10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2021-10-10,Sun,UEFA Nations League,Final,Neutral,W 2–1,fr France,es Spain,Y,CB,42,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/82df6636/Spain-France-October-10-2021-UEFA-Nations-League,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2021-10-30,Sat,Premier League,Matchweek 10,Away,W 3–0,Manchester Utd,Tottenham,Y,CB,90,0,0,0,0,0.0,0.0,0,0,37.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,28.0,89.3,1.0,22.0,0.0,0.0,0.0,/en/matches/5a2b8c26/Tottenham-Hotspur-Manchester-United-October-30-2021-Premier-League,1.0,0.8333333333333334,0.5833333333333334
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,2021-11-02,Tue,Champions Lg,Group stage,Away,D 2–2,eng Manchester Utd,it Atalanta,Y,CB,37,0,0,0,0,0.0,0.0,0,0,28.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,24.0,91.7,1.0,16.0,0.0,0.0,0.0,/en/matches/16b0abb7/Atalanta-Manchester-United-November-2-2021-Champions-League,0.5,1.0,0.5
13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2021-12-27,Mon,Premier League,Matchweek 19,Away,D 1–1,Manchester Utd,Newcastle Utd,Y,CB,90,0,0,0,0,1.0,0.0,0,0,75.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,54.0,64.0,84.4,7.0,52.0,1.0,0.0,0.0,/en/matches/f91fee43/Newcastle-United-Manchester-United-December-27-2021-Premier-League,0.5,0.8333333333333334,0.13095238095238093
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2021-12-30,Thu,Premier League,Matchweek 20,Home,W 3–1,Manchester Utd,Burnley,N,CB,25,0,0,0,0,0.0,0.0,0,0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,77.8,0.0,2.0,0.0,0.0,0.0,/en/matches/bbfa96c9/Manchester-United-Burnley-December-30-2021-Premier-League,1.0,0.6666666666666666,0.369047619047619
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,2022-01-03,Mon,Premier League,Matchweek 21,Home,L 0–1,Manchester Utd,Wolves,Y,CB,90,0,0,0,0,0.0,0.0,0,0,57.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,45.0,84.4,2.0,33.0,0.0,0.0,0.0,/en/matches/8e966b52/Manchester-United-Wolverhampton-Wanderers-January-3-2022-Premier-League,0.0,0.6666666666666666,0.5
16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,2022-01-10,Mon,FA Cup,Third round proper,Home,W 1–0,Manchester Utd,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/bbe2d026/Manchester-United-Aston-Villa-January-10-2022-FA-Cup,1.0,0.5,0.5
17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2022-01-15,Sat,Premier League,Matchweek 22,Away,D 2–2,Manchester Utd,Aston Villa,Y,CB,90,0,0,0,0,0.0,0.0,0,0,71.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,56.0,59.0,94.9,0.0,49.0,0.0,0.0,0.0,/en/matches/745dc664/Aston-Villa-Manchester-United-January-15-2022-Premier-League,0.5,0.6666666666666666,0.5
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,2022-01-19,Wed,Premier League,Matchweek 17,Away,W 3–1,Manchester Utd,Brentford,Y,CB,90,0,0,0,0,1.0,0.0,0,0,70.0,3.0,0.0,2.0,0.1,0.1,0.0,0.0,0.0,48.0,58.0,82.8,1.0,36.0,0.0,0.0,0.0,/en/matches/f7c0bd68/Brentford-Manchester-United-January-19-2022-Premier-League,1.0,0.5,0.5
19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,2022-01-22,Sat,Premier League,Matchweek 23,Home,W 1–0,Manchester Utd,West Ham,Y,CB,90,0,0,0,0,1.0,0.0,0,0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,59.0,84.7,0.0,44.0,1.0,0.0,0.0,/en/matches/7c23f694/Manchester-United-West-Ham-United-January-22-2022-Premier-League,1.0,0.8333333333333334,0.5
20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2022-02-04,Fri,FA Cup,Fourth round proper,Home,D 1 (7)–1 (8),Manchester Utd,Middlesbrough,Y,CB,90,0,0,0,0,0.0,0.0,0,0,,,3.0,,,,,,,,,,,,,,,/en/matches/77616e9d/Manchester-United-Middlesbrough-February-4-2022-FA-Cup,0.5,0.8333333333333334,0.5
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,2022-02-08,Tue,Premier League,Matchweek 24,Away,D 1–1,Manchester Utd,Burnley,Y,CB,90,0,0,0,0,1.0,0.0,0,0,61.0,1.0,0.0,2.0,0.2,0.2,0.0,0.0,0.0,43.0,50.0,86.0,3.0,33.0,1.0,1.0,0.0,/en/matches/cb262ab8/Burnley-Manchester-United-February-8-2022-Premier-League,0.5,0.8333333333333334,0.5
22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,2022-02-12,Sat,Premier League,Matchweek 25,Home,D 1–1,Manchester Utd,Southampton,Y,CB,90,0,0,0,0,0.0,0.0,0,0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,57.0,84.2,1.0,30.0,0.0,0.0,0.0,/en/matches/d15dca2c/Manchester-United-Southampton-February-12-2022-Premier-League,0.5,0.6666666666666666,0.5
23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2022-02-20,Sun,Premier League,Matchweek 26,Away,W 4–2,Manchester Utd,Leeds United,N,CB,6,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/002f0ff0/Leeds-United-Manchester-United-February-20-2022-Premier-League,1.0,0.5,0.5
24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,2022-02-23,Wed,Champions Lg,Round of 16,Away,D 1–1,eng Manchester Utd,es Atlético Madrid,Y,CB,90,0,0,0,0,0.0,0.0,0,0,76.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,58.0,67.0,86.6,2.0,55.0,4.0,0.0,0.0,/en/matches/f898d45f/Atletico-Madrid-Manchester-United-February-23-2022-Champions-League,0.5,0.6666666666666666,0.5
25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2022-02-26,Sat,Premier League,Matchweek 27,Home,D 0–0,Manchester Utd,Watford,Y,CB,90,0,0,0,0,0.0,0.0,0,0,75.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,55.0,67.0,82.1,6.0,42.0,0.0,0.0,0.0,/en/matches/43737c9c/Manchester-United-Watford-February-26-2022-Premier-League,0.5,0.6666666666666666,0.5
