,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-06-02,Thu,UEFA Nations League,League B,Away,W 1–0,no Norway,rs Serbia,Y*,CM,90,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/38f8cfa3/Serbia-Norway-June-2-2022-UEFA-Nations-League,1.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2022-06-05,Sun,UEFA Nations League,League B,Away,W 2–1,no Norway,se Sweden,Y*,DM,90,0,0,0,0,1.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/078a5c2a/Sweden-Norway-June-5-2022-UEFA-Nations-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2022-06-09,Thu,UEFA Nations League,League B,Home,D 0–0,no Norway,si Slovenia,Y*,CM,90,0,0,0,0,2.0,1.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/47f96e4c/Norway-Slovenia-June-9-2022-UEFA-Nations-League,0.5,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2022-06-12,Sun,UEFA Nations League,League B,Home,W 3–2,no Norway,se Sweden,Y*,FW,65,0,0,0,0,0.0,0.0,1,0,,,1.0,,,,,,,,,,,,,,,/en/matches/ec43fde1/Norway-Sweden-June-12-2022-UEFA-Nations-League,1.0,0.8333333333333334,0.5
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2022-08-05,Fri,Premier League,Matchweek 1,Away,W 2–0,Arsenal,Crystal Palace,Y*,RM,89,0,0,0,0,2.0,0.0,0,0,51.0,2.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,29.0,41.0,70.7,4.0,27.0,1.0,1.0,0.0,/en/matches/e62f6e78/Crystal-Palace-Arsenal-August-5-2022-Premier-League,1.0,0.8333333333333334,0.5111111111111111
5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2022-08-13,Sat,Premier League,Matchweek 2,Home,W 4–2,Arsenal,Leicester City,Y*,"RM,AM",90,0,0,0,0,1.0,0.0,0,0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,40.0,47.0,85.1,2.0,29.0,4.0,2.0,2.0,/en/matches/7483b97f/Arsenal-Leicester-City-August-13-2022-Premier-League,1.0,0.8333333333333334,0.5
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2022-08-20,Sat,Premier League,Matchweek 3,Away,W 3–0,Arsenal,Bournemouth,Y*,RM,73,2,0,0,0,3.0,2.0,0,0,67.0,0.0,0.0,0.0,0.6,0.6,0.0,3.0,0.0,45.0,57.0,78.9,7.0,40.0,1.0,1.0,1.0,/en/matches/7f11dd9e/Bournemouth-Arsenal-August-20-2022-Premier-League,1.0,1.0,0.4761904761904761
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2022-08-27,Sat,Premier League,Matchweek 4,Home,W 2–1,Arsenal,Fulham,Y*,"RM,AM",89,1,0,0,0,3.0,2.0,0,0,80.0,3.0,0.0,0.0,0.2,0.2,0.2,9.0,0.0,61.0,73.0,83.6,17.0,48.0,2.0,5.0,5.0,/en/matches/8b69fd2d/Arsenal-Fulham-August-27-2022-Premier-League,1.0,1.0,0.59375
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2022-08-31,Wed,Premier League,Matchweek 5,Home,W 2–1,Arsenal,Aston Villa,Y*,RM,80,0,0,0,0,3.0,1.0,1,0,64.0,1.0,0.0,1.0,0.4,0.4,0.3,5.0,0.0,41.0,52.0,78.8,7.0,35.0,3.0,1.0,1.0,/en/matches/cc235aad/Arsenal-Aston-Villa-August-31-2022-Premier-League,1.0,1.0,0.3571428571428571
9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2022-09-04,Sun,Premier League,Matchweek 6,Away,L 1–3,Arsenal,Manchester Utd,Y*,RM,73,0,0,0,0,1.0,0.0,0,0,43.0,0.0,0.0,0.0,0.4,0.4,0.2,5.0,0.0,27.0,41.0,65.9,6.0,25.0,2.0,1.0,0.0,/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,0.0,1.0,0.9
