,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,2020-09-23,Wed,EFL Cup,Third round,Home,L 0–2,Leicester City,Arsenal,Y,RB,90.0,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/6d62a0f4/Leicester-City-Arsenal-September-23-2020-EFL-Cup,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,2020-09-27,Sun,Premier League,Matchweek 3,Away,W 5–2,Leicester City,Manchester City,Y,CB,90.0,0,0,0,0,0.0,0.0,1,0,38.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,27.0,70.4,2.0,13.0,0.0,0.0,0.0,/en/matches/31c2a061/Manchester-City-Leicester-City-September-27-2020-Premier-League,1.0,0.5,0.7307692307692307
2,2,2,2,2,2,2,2,2,2,2,2020-10-04,Sun,Premier League,Matchweek 4,Home,L 0–3,Leicester City,West Ham,Y,CB,54.0,0,0,0,0,0.0,0.0,0,0,54.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,50.0,88.0,3.0,37.0,0.0,1.0,1.0,/en/matches/a29866ec/Leicester-City-West-Ham-United-October-4-2020-Premier-League,0.0,0.5,0.4230769230769231
3,3,3,3,3,3,3,3,3,3,3,2020-12-20,Sun,Premier League,Matchweek 14,Away,W 2–0,Leicester City,Tottenham,N,RB,31.0,0,0,0,0,0.0,0.0,0,0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.0,76.5,0.0,6.0,0.0,0.0,0.0,/en/matches/56ffe356/Tottenham-Hotspur-Leicester-City-December-20-2020-Premier-League,1.0,0.3333333333333333,0.5833333333333334
4,4,4,4,4,4,4,4,4,4,4,2020-12-28,Mon,Premier League,Matchweek 16,Away,D 1–1,Leicester City,Crystal Palace,Y,CB,90.0,0,0,0,0,1.0,0.0,0,0,94.0,1.0,3.0,1.0,0.1,0.1,0.0,1.0,0.0,75.0,86.0,87.2,3.0,57.0,0.0,0.0,0.0,/en/matches/77437741/Crystal-Palace-Leicester-City-December-28-2020-Premier-League,0.5,0.6666666666666666,0.3461538461538461
5,5,5,5,5,5,5,5,5,5,5,2021-01-24,Sun,FA Cup,Fourth round proper,Away,W 3–1,Leicester City,Brentford,Y,CB,90.0,0,0,0,0,0.0,0.0,0,0,,,1.0,,,,,,,,,,,,,,,/en/matches/65a3779a/Brentford-Leicester-City-January-24-2021-FA-Cup,1.0,0.5,0.5
6,6,6,6,6,6,6,6,6,6,6,2021-02-03,Wed,Premier League,Matchweek 22,Away,W 2–0,Leicester City,Fulham,N,CB,15.0,0,0,0,0,0.0,0.0,0,0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,/en/matches/bd0673ed/Fulham-Leicester-City-February-3-2021-Premier-League,1.0,0.8333333333333334,0.5
7,7,7,7,7,7,7,7,7,7,7,2021-02-10,Wed,FA Cup,Fifth round proper,Home,W 1–0,Leicester City,Brighton,Y,CB,90.0,0,0,0,0,0.0,0.0,0,0,,,2.0,,,,,,,,,,,,,,,/en/matches/96f85815/Leicester-City-Brighton-and-Hove-Albion-February-10-2021-FA-Cup,1.0,0.8333333333333334,0.5
8,8,8,8,8,8,8,8,8,8,8,2021-02-13,Sat,Premier League,Matchweek 24,Home,W 3–1,Leicester City,Liverpool,Y,RB,90.0,0,0,0,0,0.0,0.0,0,0,51.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,27.0,38.0,71.1,1.0,21.0,0.0,0.0,0.0,/en/matches/666f6961/Leicester-City-Liverpool-February-13-2021-Premier-League,1.0,1.0,0.5
9,9,9,9,9,9,9,9,9,9,9,2021-02-18,Thu,Europa Lg,Round of 32,Neutral,D 0–0,eng Leicester City,cz Slavia Prague,Y,RB,90.0,0,0,0,0,0.0,0.0,0,0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,36.0,77.8,5.0,17.0,0.0,0.0,0.0,/en/matches/7ea9c9d2/Slavia-Prague-Leicester-City-February-18-2021-Europa-League,0.5,1.0,0.5
