,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Succ,Match Report,TotDist,PrgDist,xA,KP,1/3,PPA,CrsPA,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Off,PassLive,PassDead,TO,Fld,Def,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl%,Lost,Pass,Tkl+Int,Clr,Err,Def Pen,Att Pen,Succ%,Tkld,Tkld%,CPA,Mis,Dis,Rec,PrgR,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Won%
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2022-10-04,Tue,Champions Lg,Group stage,Away,D 0–0,eng Tottenham,de Eint Frankfurt,N,AM,13,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,0,0,4,6,66.7,0,6,0,1,https://fbref.com/en/matches/2f44d120/Eintracht-Frankfurt-Tottenham-Hotspur-October-4-2022-Champions-League,43,17,0.0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,1,0,0,0,0,0,100.0,0,0.0,0,2,0,7,3,0,0,0,0,0,3,0,
2,2022-10-12,Wed,Champions Lg,Group stage,Home,W 3–2,eng Tottenham,de Eint Frankfurt,N,RM,6,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,1,0,1,3,33.3,0,4,0,0,https://fbref.com/en/matches/bd7b7e39/Tottenham-Hotspur-Eintracht-Frankfurt-October-12-2022-Champions-League,6,1,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,0,0,1,1,0.0,0,0.0,0,1,1,2,0,0,0,1,0,0,2,0,
3,2022-10-26,Wed,Champions Lg,Group stage,Home,D 1–1,eng Tottenham,pt Sporting CP,N,AM,20,0,0,0,0,1,0,0,0,14,0,1,0,0.0,0.0,0.2,4,1,8,11,72.7,3,10,1,0,https://fbref.com/en/matches/d72e39b0/Tottenham-Hotspur-Sporting-CP-October-26-2022-Champions-League,139,42,0.1,2,2,1,0,11,0,0,0,1,3,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,,0,0,1,0,0,0,2,,0,,0,1,0,8,2,0,0,0,0,0,2,0,0.0
4,2022-10-29,Sat,Premier League,Matchweek 14,Away,W 3–2,Tottenham,Bournemouth,N,AM,7,0,0,0,0,0,0,0,0,9,1,0,0,0.0,0.0,0.0,0,0,7,7,100.0,0,5,0,0,https://fbref.com/en/matches/dcb3b971/Bournemouth-Tottenham-Hotspur-October-29-2022-Premier-League,100,1,0.0,0,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,,0,0,1,0,0,0,1,,0,,0,1,0,6,2,0,0,0,0,0,0,0,
5,2022-11-01,Tue,Champions Lg,Group stage,Away,W 2–1,eng Tottenham,fr Marseille,N,FW,1,0,0,0,0,0,0,0,0,2,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,1,0,0,https://fbref.com/en/matches/02a888e6/Marseille-Tottenham-Hotspur-November-1-2022-Champions-League,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,,0,,0,1,0,1,0,0,0,0,0,0,0,0,
6,2022-11-09,Wed,EFL Cup,Third round,Away,L 0–2,Tottenham,Nott'ham Forest,N,,32,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/3976d636/Nottingham-Forest-Tottenham-Hotspur-November-9-2022-EFL-Cup,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
7,2023-01-01,Sun,Premier League,Matchweek 18,Home,L 0–2,Tottenham,Aston Villa,Y,RW,62,0,0,0,0,0,0,0,0,29,0,0,2,0.0,0.0,0.1,1,0,15,22,68.2,1,20,1,1,https://fbref.com/en/matches/63e8eaf8/Tottenham-Hotspur-Aston-Villa-January-1-2023-Premier-League,227,14,0.0,1,1,0,0,22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,2,0,0,0,0,0,33.3,2,66.7,0,2,1,22,2,0,0,0,0,0,1,0,0.0
8,2023-01-04,Wed,Premier League,Matchweek 19,Away,W 4–0,Tottenham,Crystal Palace,Y,AM,76,0,1,0,0,2,1,1,0,39,2,1,1,0.1,0.1,0.1,4,3,23,28,82.1,4,27,3,1,https://fbref.com/en/matches/d8118454/Crystal-Palace-Tottenham-Hotspur-January-4-2023-Premier-League,284,71,0.0,1,2,2,0,26,2,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0.0,1,1,3,1,0,1,1,50.0,1,50.0,0,2,2,30,9,0,2,0,0,0,2,0,0.0
9,2023-01-07,Sat,FA Cup,Third round proper,Home,W 1–0,Tottenham,Portsmouth,Y,AM,89,0,0,0,0,1,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/f19491e0/Tottenham-Hotspur-Portsmouth-January-7-2023-FA-Cup,,,,,,,,,,,,,2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,0,1,,,0,,,
10,2023-01-15,Sun,Premier League,Matchweek 20,Home,L 0–2,Tottenham,Arsenal,N,RM,3,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,https://fbref.com/en/matches/4fc8b7b2/North-London-Derby-Tottenham-Hotspur-Arsenal-January-15-2023-Premier-League,27,6,0.0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,3,2,0,0,0,0,0,0,0,
11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2023-01-28,Sat,FA Cup,Fourth round proper,Away,W 3–0,Tottenham,Preston,N,,6,0,0,0,0,0,0,0,0,,,0,,,,,,,,,,,,,,https://fbref.com/en/matches/e05c81ee/Preston-North-End-Tottenham-Hotspur-January-28-2023-FA-Cup,,,,,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,0,,,
13,2023-02-05,Sun,La Liga,Matchweek 20,Away,L 0–3,Sevilla,Barcelona,N,LM,45,0,0,0,0,0,0,0,0,19,2,0,0,0.0,0.0,0.0,0,0,7,13,53.8,0,9,0,1,https://fbref.com/en/matches/1ccc0d2c/Barcelona-Sevilla-February-5-2023-La-Liga,74,4,0.0,0,0,0,0,12,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,2,0,2,1,0,2,1,50.0,1,50.0,0,1,0,11,3,0,0,0,0,0,3,1,50.0
14,2023-02-11,Sat,La Liga,Matchweek 21,Home,W 2–0,Sevilla,Mallorca,Y,"WB,AM",90,1,0,0,0,2,1,1,0,76,1,0,2,1.0,1.0,0.1,3,0,48,62,77.4,6,49,5,3,https://fbref.com/en/matches/0792ae6b/Sevilla-Mallorca-February-11-2023-La-Liga,704,272,0.1,1,1,5,0,47,15,0,0,0,5,11,4,0,1,0,0,2,0,1,0,0,1,0,1,0,0.0,1,2,1,1,0,1,4,50.0,3,50.0,0,4,3,49,11,0,1,0,0,0,5,1,100.0
15,2023-02-16,Thu,Europa Lg,Knockout round play-offs,Home,W 3–0,es Sevilla,nl PSV Eindhoven,Y,AM,45,0,0,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.0,1,0,17,25,68.0,3,22,2,2,https://fbref.com/en/matches/5e724386/Sevilla-PSV-Eindhoven-February-16-2023-Europa-League,232,67,0.1,1,1,1,0,24,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,1,0,50.0,2,50.0,0,3,2,29,11,0,0,0,0,0,2,0,
16,2023-02-19,Sun,La Liga,Matchweek 22,Away,D 1–1,Sevilla,Rayo Vallecano,N,LB,28,0,0,0,0,1,0,0,0,16,0,0,0,0.0,0.0,0.0,0,0,10,12,83.3,0,9,1,0,https://fbref.com/en/matches/bf5f27cd/Rayo-Vallecano-Sevilla-February-19-2023-La-Liga,128,48,0.0,0,0,0,0,10,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,,0,,0,1,2,9,2,0,0,0,0,0,3,0,
17,2023-02-23,Thu,Europa Lg,Knockout round play-offs,Away,L 0–2,es Sevilla,nl PSV Eindhoven,Y,AM,85,0,0,0,0,3,0,0,0,51,3,3,0,0.1,0.1,0.3,5,0,29,33,87.9,5,33,4,3,https://fbref.com/en/matches/a4cd0f99/PSV-Eindhoven-Sevilla-February-23-2023-Europa-League,411,117,0.3,1,4,1,0,33,0,0,2,0,1,0,0,0,0,0,0,4,0,1,0,0,1,1,1,1,100.0,0,0,6,0,0,0,5,42.9,3,42.9,2,1,1,35,7,0,2,0,0,0,4,1,50.0
18,2023-02-26,Sun,La Liga,Matchweek 23,Home,L 2–3,Sevilla,Osasuna,Y,"WB,AM",56,0,0,0,0,0,0,0,0,53,2,1,1,0.0,0.0,0.0,4,0,34,42,81.0,1,26,1,0,https://fbref.com/en/matches/19bec97a/Sevilla-Osasuna-February-26-2023-La-Liga,482,160,0.0,2,1,0,0,33,9,0,0,0,2,8,1,0,0,0,0,4,0,0,0,0,2,2,0,0,50.0,1,1,3,2,0,4,2,0.0,2,100.0,0,2,0,30,8,0,3,0,0,0,5,0,0.0
