,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Day,Comp,Round,Venue,Result,Squad,Opponent,Start,Pos,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Match Report,Result_num,Form,Opponent form
0,0,0,0,0,0,0,0,0,0,0,0,2021-08-19,Thu,Conf Lg,Play-off round,Away,L 0–1,eng Tottenham,pt Paços,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/e9098b8d/Pacos-de-Ferreira-Tottenham-Hotspur-August-19-2021-Europa-Conference-League,0.0,0.5,0.5
1,1,1,1,1,1,1,1,1,1,1,1,2021-08-22,Sun,Premier League,Matchweek 2,Away,W 1–0,Tottenham,Wolves,N,LM,1,0,0,0,0,0.0,0.0,0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,/en/matches/26ceb3c9/Wolverhampton-Wanderers-Tottenham-Hotspur-August-22-2021-Premier-League,1.0,0.5,0.5
2,2,2,2,2,2,2,2,2,2,2,2,2021-08-26,Thu,Conf Lg,Play-off round,Home,W 3–0,eng Tottenham,pt Paços,Y,CM,90,0,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,/en/matches/c2e330d2/Tottenham-Hotspur-Pacos-de-Ferreira-August-26-2021-Europa-Conference-League,1.0,0.5,0.5
3,3,3,3,3,3,3,3,3,3,3,3,2021-09-11,Sat,Premier League,Matchweek 4,Away,L 0–3,Tottenham,Crystal Palace,Y,LM,59,0,0,0,0,0.0,0.0,0,0,31.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,21.0,25.0,84.0,1.0,23.0,0.0,1.0,1.0,/en/matches/17e86f90/Crystal-Palace-Tottenham-Hotspur-September-11-2021-Premier-League,0.0,0.6666666666666666,0.4523809523809523
4,4,4,4,4,4,4,4,4,4,4,4,2021-09-30,Thu,Conf Lg,Group stage,Home,W 5–1,eng Tottenham,si NŠ Mura,Y,DM,90,0,1,0,0,0.0,0.0,0,0,102.0,2.0,1.0,0.0,0.0,0.0,0.2,4.0,1.0,93.0,97.0,95.9,6.0,88.0,1.0,1.0,1.0,/en/matches/45ed3342/Tottenham-Hotspur-NS-Mura-September-30-2021-Europa-Conference-League,1.0,0.6666666666666666,0.5
5,5,5,5,5,5,5,5,5,5,5,5,2021-10-21,Thu,Conf Lg,Group stage,Away,L 0–1,eng Tottenham,nl Vitesse,Y,DM,90,0,0,0,0,2.0,1.0,1,0,71.0,0.0,2.0,1.0,0.1,0.1,0.1,2.0,0.0,55.0,62.0,88.7,7.0,53.0,0.0,1.0,1.0,/en/matches/a434d3cf/Vitesse-Tottenham-Hotspur-October-21-2021-Europa-Conference-League,0.0,0.6666666666666666,0.5
6,6,6,6,6,6,6,6,6,6,6,6,2021-11-04,Thu,Conf Lg,Group stage,Home,W 3–2,eng Tottenham,nl Vitesse,N,CM,18,0,0,0,0,1.0,0.0,0,0,15.0,0.0,0.0,0.0,0.1,0.1,0.2,2.0,0.0,13.0,13.0,100.0,1.0,8.0,1.0,0.0,0.0,/en/matches/b88406a6/Tottenham-Hotspur-Vitesse-November-4-2021-Europa-Conference-League,1.0,0.3333333333333333,0.5
7,7,7,7,7,7,7,7,7,7,7,7,2021-11-21,Sun,Premier League,Matchweek 12,Home,W 2–1,Tottenham,Leeds United,Y,CM,90,0,0,0,0,0.0,0.0,0,0,61.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,40.0,49.0,81.6,8.0,34.0,0.0,2.0,1.0,/en/matches/a74a684e/Tottenham-Hotspur-Leeds-United-November-21-2021-Premier-League,1.0,0.6666666666666666,0.4880952380952381
8,8,8,8,8,8,8,8,8,8,8,8,2021-12-02,Thu,Premier League,Matchweek 14,Home,W 2–0,Tottenham,Brentford,N,CM,14,0,0,0,0,0.0,0.0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,80.0,1.0,11.0,0.0,1.0,0.0,/en/matches/a80b3790/Tottenham-Hotspur-Brentford-December-2-2021-Premier-League,1.0,0.6666666666666666,0.5714285714285714
9,9,9,9,9,9,9,9,9,9,9,9,2021-12-19,Sun,Premier League,Matchweek 18,Home,D 2–2,Tottenham,Liverpool,Y,CM,90,0,0,0,0,0.0,0.0,1,0,74.0,1.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,50.0,64.0,78.1,5.0,41.0,2.0,2.0,1.0,/en/matches/4ac8dee4/Tottenham-Hotspur-Liverpool-December-19-2021-Premier-League,0.5,1.0,0.9523809523809524
10,10,10,10,10,10,10,10,10,10,10,10,2021-12-22,Wed,EFL Cup,Quarter-finals,Home,W 2–1,Tottenham,West Ham,N,,30,0,0,0,0,0.0,0.0,0,0,,,0.0,,,,,,,,,,,,,,,/en/matches/6981927c/Tottenham-Hotspur-West-Ham-United-December-22-2021-EFL-Cup,1.0,0.8333333333333334,0.5
11,11,11,11,11,11,11,11,11,11,11,11,2021-12-28,Tue,Premier League,Matchweek 20,Away,D 1–1,Tottenham,Southampton,Y,CM,90,0,0,0,0,0.0,0.0,1,0,92.0,1.0,2.0,0.0,0.0,0.0,0.5,8.0,1.0,77.0,87.0,88.5,14.0,81.0,1.0,0.0,0.0,/en/matches/08d5ef01/Southampton-Tottenham-Hotspur-December-28-2021-Premier-League,0.5,0.8333333333333334,0.5384615384615384
12,12,12,12,12,12,12,12,12,12,12,12,2022-01-01,Sat,Premier League,Matchweek 21,Away,W 1–0,Tottenham,Watford,N,CM,21,0,0,0,0,0.0,0.0,0,0,41.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,34.0,38.0,89.5,5.0,33.0,1.0,0.0,0.0,/en/matches/9c831c07/Watford-Tottenham-Hotspur-January-1-2022-Premier-League,1.0,0.6666666666666666,0.5
